Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disorder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$8,200",0.15%,"$2,606.31","$8,149.36",$159.33,0.089,$11.20,0.003,$212.46,1.236,$160.71,0.999,$76.57,0.685,$49.15,0.091,$1.52,0.015,$45.97,1.052,$119.47,1.478,$96.96,3.21,$118.79,0.838,$55.29,0.552,$8.51,0.069,$54.98,0.22,$0.03,0,$211.06,2.144,0.006,0,$189.13,6.604,$154.48,0.856,$17.88,0.065,$0.89,0.005,$3.58,0.044,$72.99,0.641,$23.42,0.025,$25.74,0.066,$0.38,0.003,$1.13,0.011,$8.59,0.106,$37.38,0.945,$32.44,0.64,$64.52,2.57,$68.01,0.717,$143.05,1.427,0.003,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,$118.27,0.73,$64.15,0.41,$35.17,0.24,$19.98,0.14,$11.71,0.08,$7.06,0.05,$4.40,0.03,$2.88,0.02,$1.93,0.02,$1.30,0.01
"$8,300",0.15%,"$2,621.48","$8,250.80",$161.02,0.09,$11.54,0.003,$212.80,1.238,$161.48,1.004,$77.14,0.689,$49.73,0.092,$1.53,0.015,$46.35,1.059,$120.01,1.481,$97.45,3.219,$119.34,0.842,$55.49,0.554,$8.54,0.07,$55.32,0.22,$0.03,0,$213.14,2.154,0.007,0,$190.07,6.622,$156.65,0.86,$18.08,0.066,$0.90,0.005,$3.63,0.044,$73.51,0.645,$23.74,0.025,$25.99,0.067,$0.39,0.003,$1.14,0.011,$8.71,0.108,$37.64,0.951,$32.67,0.643,$64.79,2.576,$69.47,0.723,$143.67,1.431,0.003,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,$118.55,0.73,$64.36,0.41,$35.32,0.24,$20.08,0.14,$11.78,0.08,$7.11,0.05,$4.43,0.04,$2.90,0.02,$1.95,0.02,$1.31,0.01
"$8,400",0.14%,"$2,636.51","$8,349.99",$162.76,0.09,$11.91,0.003,$213.17,1.24,$162.19,1.008,$77.67,0.694,$50.26,0.092,$1.54,0.015,$46.78,1.066,$120.48,1.484,$97.94,3.229,$119.85,0.844,$55.68,0.556,$8.57,0.07,$55.60,0.22,$0.03,0,$215.04,2.163,0.007,0,$190.86,6.641,$158.66,0.864,$18.30,0.066,$0.92,0.005,$3.65,0.044,$74.02,0.65,$24.05,0.025,$26.21,0.067,$0.39,0.003,$1.15,0.012,$8.85,0.109,$37.92,0.957,$32.86,0.646,$65.08,2.583,$70.81,0.728,$144.23,1.435,0.003,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,$118.86,0.73,$64.59,0.42,$35.48,0.24,$20.20,0.14,$11.86,0.09,$7.16,0.05,$4.46,0.04,$2.92,0.02,$1.96,0.02,$1.32,0.01
"$8,500",0.14%,"$2,651.39","$8,450.60",$164.33,0.091,$12.24,0.003,$213.51,1.242,$162.85,1.011,$78.30,0.699,$50.79,0.093,$1.56,0.015,$47.12,1.073,$120.94,1.487,$98.40,3.237,$120.40,0.847,$55.90,0.558,$8.59,0.07,$55.91,0.22,$0.03,0,$216.84,2.171,0.007,0,$191.72,6.66,$160.88,0.869,$18.48,0.066,$0.95,0.005,$3.68,0.044,$74.62,0.655,$24.37,0.025,$26.42,0.068,$0.39,0.003,$1.17,0.012,$8.95,0.11,$38.17,0.963,$33.06,0.648,$65.34,2.589,$72.07,0.733,$144.77,1.438,0.003,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,$119.15,0.73,$64.81,0.42,$35.63,0.24,$20.30,0.14,$11.93,0.09,$7.21,0.05,$4.49,0.04,$2.94,0.02,$1.97,0.02,$1.33,0.01
"$8,600",0.14%,"$2,666.14","$8,550.10",$165.95,0.091,$12.59,0.003,$213.89,1.244,$163.55,1.015,$78.86,0.704,$51.33,0.094,$1.57,0.015,$47.52,1.081,$121.42,1.49,$98.88,3.247,$120.91,0.85,$56.08,0.56,$8.63,0.07,$56.21,0.22,$0.03,0,$218.92,2.18,0.007,0,$192.60,6.678,$162.95,0.873,$18.75,0.067,$0.99,0.005,$3.71,0.045,$75.15,0.659,$24.72,0.026,$26.61,0.068,$0.40,0.003,$1.18,0.012,$9.06,0.111,$38.47,0.97,$33.27,0.651,$65.61,2.596,$73.54,0.738,$145.38,1.442,0.003,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,$119.46,0.74,$65.05,0.42,$35.81,0.24,$20.43,0.14,$12.02,0.09,$7.28,0.05,$4.54,0.04,$2.98,0.02,$2.00,0.02,$1.35,0.01
"$8,700",0.14%,"$2,680.75","$8,649.23",$167.57,0.092,$12.93,0.003,$214.24,1.246,$164.24,1.019,$79.36,0.707,$51.85,0.095,$1.58,0.015,$47.94,1.089,$122.04,1.493,$99.40,3.257,$121.44,0.853,$56.27,0.561,$8.65,0.07,$56.52,0.22,$0.03,0,$221.10,2.19,0.007,0,$193.36,6.696,$164.90,0.877,$18.99,0.067,$1.04,0.005,$3.75,0.045,$75.61,0.662,$25.00,0.026,$26.84,0.069,$0.40,0.003,$1.18,0.012,$9.18,0.113,$38.76,0.976,$33.47,0.654,$65.93,2.603,$75.07,0.744,$146.03,1.446,0.003,0.005,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.007,$119.75,0.74,$65.26,0.42,$35.96,0.24,$20.54,0.14,$12.10,0.09,$7.33,0.05,$4.58,0.04,$3.01,0.03,$2.02,0.02,$1.37,0.01
"$8,800",0.13%,"$2,695.22","$8,749.07",$169.12,0.092,$13.25,0.003,$214.63,1.249,$164.94,1.022,$80.01,0.713,$52.31,0.096,$1.59,0.015,$48.28,1.095,$122.55,1.496,$99.91,3.267,$121.98,0.855,$56.45,0.563,$8.67,0.071,$56.86,0.22,$0.03,0,$223.03,2.199,0.007,0,$194.22,6.713,$166.97,0.881,$19.17,0.068,$1.05,0.005,$3.79,0.045,$76.22,0.667,$25.29,0.026,$27.02,0.07,$0.40,0.003,$1.19,0.012,$9.25,0.113,$39.03,0.982,$33.71,0.657,$66.20,2.61,$76.39,0.75,$146.64,1.449,0.003,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,$120.07,0.74,$65.51,0.42,$36.14,0.24,$20.66,0.14,$12.18,0.09,$7.39,0.06,$4.63,0.04,$3.04,0.03,$2.05,0.02,$1.38,0.01
"$8,900",0.13%,"$2,709.57","$8,850.58",$170.64,0.093,$13.54,0.003,$214.96,1.251,$165.54,1.026,$80.49,0.717,$52.82,0.096,$1.60,0.015,$48.67,1.103,$123.05,1.499,$100.38,3.275,$122.53,0.858,$56.66,0.565,$8.69,0.071,$57.18,0.22,$0.03,0,$225.15,2.209,0.007,0,$195.02,6.731,$168.88,0.884,$19.40,0.068,$1.05,0.005,$3.83,0.046,$76.67,0.672,$25.56,0.026,$27.26,0.07,$0.40,0.003,$1.20,0.012,$9.39,0.115,$39.28,0.988,$33.91,0.66,$66.46,2.615,$77.94,0.756,$147.21,1.453,0.003,0.005,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,$120.35,0.74,$65.72,0.42,$36.29,0.24,$20.76,0.14,$12.25,0.09,$7.44,0.06,$4.66,0.04,$3.06,0.03,$2.06,0.02,$1.39,0.01
"$9,000",0.13%,"$2,723.78","$8,950.78",$172.12,0.093,$13.95,0.003,$215.33,1.253,$166.22,1.029,$80.88,0.72,$53.31,0.097,$1.62,0.016,$49.04,1.11,$123.51,1.502,$100.85,3.284,$123.06,0.86,$56.82,0.566,$8.73,0.071,$57.50,0.22,$0.03,0,$227.20,2.219,0.007,0,$195.72,6.747,$171.07,0.889,$19.52,0.068,$1.08,0.005,$3.85,0.046,$77.03,0.674,$25.87,0.027,$27.44,0.071,$0.40,0.003,$1.22,0.012,$9.47,0.116,$39.57,0.994,$34.13,0.663,$66.72,2.621,$79.39,0.761,$147.81,1.458,0.003,0.005,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,$120.66,0.74,$65.96,0.42,$36.46,0.24,$20.88,0.14,$12.33,0.09,$7.49,0.06,$4.70,0.04,$3.09,0.03,$2.09,0.02,$1.41,0.01
"$9,100",0.13%,"$2,737.87","$9,050.85",$173.85,0.094,$14.38,0.003,$215.73,1.255,$167.04,1.033,$81.26,0.724,$53.92,0.098,$1.62,0.016,$49.35,1.116,$124.00,1.506,$101.30,3.294,$123.59,0.863,$57.02,0.568,$8.75,0.071,$57.82,0.22,$0.03,0,$229.24,2.228,0.008,0,$196.58,6.766,$173.24,0.893,$19.73,0.069,$1.10,0.005,$3.90,0.046,$77.36,0.678,$26.26,0.027,$27.66,0.071,$0.40,0.003,$1.22,0.012,$9.57,0.117,$39.77,0.999,$34.32,0.666,$66.98,2.628,$80.77,0.767,$148.48,1.462,0.003,0.005,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,$121.00,0.74,$66.22,0.43,$36.64,0.24,$21.01,0.15,$12.42,0.09,$7.56,0.06,$4.74,0.04,$3.12,0.03,$2.11,0.02,$1.42,0.01
"$9,200",0.12%,"$2,751.82","$9,149.36",$175.42,0.094,$14.74,0.003,$216.05,1.257,$167.72,1.037,$81.84,0.73,$54.37,0.099,$1.64,0.016,$49.67,1.122,$124.48,1.508,$101.81,3.304,$124.06,0.866,$57.20,0.57,$8.77,0.071,$58.09,0.22,$0.03,0,$231.31,2.238,0.008,0,$197.32,6.782,$175.21,0.896,$19.95,0.069,$1.12,0.005,$3.95,0.046,$77.89,0.684,$26.53,0.027,$27.84,0.072,$0.41,0.003,$1.23,0.012,$9.68,0.119,$39.99,1.004,$34.56,0.669,$67.25,2.635,$82.23,0.772,$149.08,1.466,0.003,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,$121.27,0.75,$66.42,0.43,$36.79,0.25,$21.12,0.15,$12.49,0.09,$7.61,0.06,$4.78,0.04,$3.15,0.03,$2.13,0.02,$1.44,0.01
"$9,300",0.12%,"$2,765.65","$9,248.28",$176.89,0.095,$15.11,0.003,$216.35,1.259,$168.36,1.041,$82.27,0.734,$54.86,0.099,$1.65,0.016,$49.96,1.127,$124.98,1.511,$102.21,3.312,$124.60,0.868,$57.38,0.571,$8.79,0.071,$58.43,0.23,$0.03,0,$233.32,2.247,0.008,0,$198.02,6.797,$177.01,0.9,$20.15,0.069,$1.13,0.005,$3.98,0.047,$78.29,0.687,$26.85,0.027,$28.01,0.072,$0.41,0.003,$1.23,0.012,$9.76,0.119,$40.20,1.008,$34.73,0.672,$67.48,2.64,$83.70,0.778,$149.62,1.469,0.003,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,$121.52,0.75,$66.62,0.43,$36.93,0.25,$21.21,0.15,$12.56,0.09,$7.66,0.06,$4.81,0.04,$3.17,0.03,$2.14,0.02,$1.45,0.01
"$9,400",0.12%,"$2,779.36","$9,349.31",$178.47,0.095,$15.48,0.004,$216.69,1.261,$168.99,1.044,$82.81,0.739,$55.32,0.1,$1.66,0.016,$50.32,1.133,$125.46,1.514,$102.67,3.32,$125.03,0.871,$57.53,0.573,$8.81,0.072,$58.69,0.23,$0.03,0,$235.50,2.256,0.008,0,$198.77,6.814,$178.94,0.903,$20.35,0.07,$1.15,0.005,$4.00,0.047,$78.81,0.692,$27.13,0.028,$28.18,0.072,$0.42,0.004,$1.24,0.012,$9.89,0.121,$40.43,1.013,$34.92,0.674,$67.74,2.646,$85.23,0.783,$150.27,1.473,0.003,0.006,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.008,$121.80,0.75,$66.82,0.43,$37.08,0.25,$21.31,0.15,$12.63,0.09,$7.70,0.06,$4.84,0.04,$3.19,0.03,$2.16,0.02,$1.46,0.01
"$9,500",0.12%,"$2,792.96","$9,450.97",$179.91,0.096,$15.97,0.004,$217.03,1.263,$169.60,1.048,$83.32,0.742,$55.79,0.101,$1.66,0.016,$50.68,1.14,$125.93,1.517,$103.08,3.329,$125.52,0.874,$57.70,0.575,$8.84,0.072,$58.99,0.23,$0.03,0,$237.37,2.265,0.008,0,$199.56,6.832,$180.98,0.907,$20.57,0.07,$1.19,0.005,$4.04,0.047,$79.28,0.695,$27.42,0.028,$28.37,0.073,$0.42,0.004,$1.24,0.012,$10.01,0.122,$40.67,1.018,$35.08,0.677,$68.00,2.653,$86.55,0.788,$150.82,1.477,0.003,0.006,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.008,$122.08,0.75,$67.04,0.43,$37.23,0.25,$21.43,0.15,$12.71,0.09,$7.75,0.06,$4.88,0.04,$3.21,0.03,$2.17,0.02,$1.47,0.01
"$9,600",0.11%,"$2,806.44","$9,549.89",$181.40,0.096,$16.44,0.004,$217.36,1.265,$170.18,1.051,$83.84,0.746,$56.25,0.101,$1.67,0.016,$50.96,1.145,$126.33,1.519,$103.47,3.338,$125.97,0.876,$57.85,0.576,$8.86,0.072,$59.25,0.23,$0.03,0,$239.18,2.273,0.008,0,$200.25,6.848,$183.04,0.912,$20.73,0.07,$1.21,0.005,$4.13,0.048,$79.71,0.698,$27.68,0.028,$28.58,0.073,$0.42,0.004,$1.25,0.013,$10.09,0.122,$40.87,1.023,$35.25,0.679,$68.22,2.659,$87.83,0.793,$151.35,1.48,0.004,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.008,$122.36,0.75,$67.26,0.43,$37.40,0.25,$21.55,0.15,$12.80,0.09,$7.83,0.06,$4.93,0.04,$3.26,0.03,$2.21,0.02,$1.50,0.01
"$9,700",0.12%,"$2,819.80","$9,649.72",$182.94,0.097,$16.91,0.004,$217.66,1.266,$170.85,1.054,$84.26,0.751,$56.75,0.102,$1.69,0.016,$51.36,1.153,$126.76,1.522,$103.83,3.346,$126.42,0.878,$58.00,0.578,$8.88,0.072,$59.54,0.23,$0.03,0,$241.17,2.282,0.009,0,$201.04,6.865,$184.96,0.915,$20.91,0.071,$1.24,0.005,$4.18,0.048,$80.08,0.703,$27.99,0.028,$28.77,0.074,$0.42,0.004,$1.27,0.013,$10.21,0.124,$41.15,1.029,$35.42,0.682,$68.41,2.664,$89.31,0.799,$151.86,1.483,0.004,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,$122.61,0.75,$67.44,0.43,$37.53,0.25,$21.64,0.15,$12.86,0.09,$7.87,0.06,$4.96,0.04,$3.28,0.03,$2.23,0.02,$1.51,0.01
"$9,800",0.11%,"$2,833.05","$9,749.95",$184.38,0.097,$17.42,0.004,$217.94,1.268,$171.45,1.058,$84.71,0.754,$57.19,0.103,$1.71,0.016,$51.65,1.158,$127.20,1.524,$104.29,3.353,$126.81,0.88,$58.16,0.579,$8.89,0.072,$59.75,0.23,$0.03,0,$243.01,2.289,0.009,0,$201.72,6.879,$186.82,0.919,$21.08,0.071,$1.24,0.005,$4.24,0.049,$80.48,0.705,$28.25,0.028,$28.93,0.074,$0.43,0.004,$1.28,0.013,$10.33,0.125,$41.32,1.033,$35.65,0.684,$68.64,2.669,$90.66,0.804,$152.34,1.486,0.004,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,$122.84,0.76,$67.61,0.43,$37.65,0.25,$21.72,0.15,$12.92,0.09,$7.91,0.06,$4.99,0.04,$3.30,0.03,$2.24,0.02,$1.53,0.01
"$9,900",0.11%,"$2,846.20","$9,849.05",$185.93,0.098,$17.92,0.004,$218.22,1.27,$172.00,1.061,$85.14,0.757,$57.61,0.103,$1.72,0.016,$51.92,1.163,$127.54,1.526,$104.64,3.36,$127.24,0.883,$58.29,0.58,$8.92,0.072,$60.03,0.23,$0.03,0,$245.12,2.298,0.009,0,$202.47,6.893,$188.55,0.922,$21.29,0.071,$1.25,0.005,$4.27,0.049,$80.87,0.708,$28.52,0.029,$29.09,0.075,$0.43,0.004,$1.29,0.013,$10.41,0.126,$41.51,1.037,$35.83,0.687,$68.81,2.674,$92.23,0.809,$152.89,1.489,0.004,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,$123.07,0.76,$67.79,0.43,$37.77,0.25,$21.81,0.15,$12.98,0.09,$7.95,0.06,$5.02,0.04,$3.32,0.03,$2.26,0.02,$1.54,0.01
"$10,000",0.11%,"$2,859.24","$9,949.80",$187.40,0.098,$18.33,0.004,$218.50,1.271,$172.66,1.065,$85.63,0.761,$58.09,0.104,$1.73,0.017,$52.29,1.169,$127.87,1.529,$105.07,3.369,$127.70,0.885,$58.47,0.582,$8.93,0.072,$60.29,0.23,$0.03,0,$247.08,2.306,0.009,0,$203.22,6.91,$190.42,0.926,$21.50,0.072,$1.27,0.005,$4.31,0.049,$81.32,0.712,$28.81,0.029,$29.28,0.075,$0.43,0.004,$1.30,0.013,$10.55,0.127,$41.74,1.042,$36.05,0.69,$69.02,2.679,$93.65,0.814,$153.43,1.492,0.004,0.007,0.008,0.008,0.008,0.008,0.009,0.009,0.009,0.009,$123.31,0.76,$67.97,0.44,$37.91,0.25,$21.91,0.15,$13.05,0.09,$8.01,0.06,$5.06,0.04,$3.36,0.03,$2.28,0.02,$1.56,0.01
"$10,100",0.11%,"$2,872.17","$10,048.97",$188.90,0.099,$18.80,0.004,$218.79,1.273,$173.26,1.068,$86.15,0.765,$58.58,0.105,$1.74,0.017,$52.56,1.173,$128.26,1.531,$105.48,3.377,$128.10,0.887,$58.59,0.583,$8.95,0.073,$60.56,0.23,$0.03,0,$249.04,2.314,0.009,0,$203.84,6.924,$192.26,0.929,$21.75,0.072,$1.30,0.006,$4.36,0.049,$81.80,0.716,$29.09,0.029,$29.48,0.076,$0.44,0.004,$1.31,0.013,$10.64,0.128,$41.92,1.046,$36.25,0.692,$69.24,2.685,$95.06,0.819,$153.98,1.495,0.004,0.007,0.008,0.008,0.008,0.009,0.009,0.009,0.009,0.009,$123.55,0.76,$68.16,0.44,$38.05,0.25,$22.01,0.15,$13.12,0.09,$8.05,0.06,$5.09,0.04,$3.37,0.03,$2.30,0.02,$1.57,0.01
"$10,200",0.11%,"$2,884.99","$10,150.03",$190.28,0.099,$19.32,0.004,$219.08,1.275,$173.90,1.071,$86.63,0.769,$58.99,0.105,$1.78,0.017,$52.81,1.178,$128.61,1.534,$105.92,3.386,$128.58,0.889,$58.75,0.584,$8.97,0.073,$60.85,0.23,$0.03,0,$251.07,2.323,0.01,0,$204.54,6.94,$194.08,0.933,$21.93,0.072,$1.35,0.006,$4.39,0.05,$82.24,0.719,$29.37,0.029,$29.62,0.076,$0.46,0.004,$1.31,0.013,$10.70,0.128,$42.12,1.05,$36.46,0.695,$69.46,2.691,$96.55,0.824,$154.52,1.498,0.004,0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.009,$123.79,0.76,$68.34,0.44,$38.18,0.25,$22.10,0.15,$13.19,0.09,$8.10,0.06,$5.12,0.04,$3.40,0.03,$2.32,0.02,$1.58,0.01
"$10,300",0.10%,"$2,897.71","$10,247.83",$191.85,0.099,$19.77,0.004,$219.36,1.276,$174.48,1.074,$87.15,0.772,$59.43,0.106,$1.79,0.017,$53.14,1.183,$128.99,1.536,$106.38,3.394,$129.05,0.892,$58.90,0.586,$8.99,0.073,$61.16,0.23,$0.03,0,$252.89,2.33,0.01,0,$205.20,6.954,$196.00,0.936,$22.11,0.073,$1.36,0.006,$4.46,0.05,$82.68,0.722,$29.67,0.029,$29.76,0.076,$0.47,0.004,$1.33,0.013,$10.82,0.129,$42.32,1.054,$36.66,0.697,$69.72,2.696,$97.91,0.829,$154.99,1.501,0.004,0.007,0.008,0.009,0.009,0.009,0.009,0.009,0.009,0.009,$124.04,0.76,$68.53,0.44,$38.32,0.25,$22.20,0.15,$13.26,0.09,$8.15,0.06,$5.16,0.04,$3.43,0.03,$2.34,0.02,$1.60,0.01
"$10,400",0.10%,"$2,910.32","$10,350.15",$193.19,0.1,$20.31,0.004,$219.65,1.278,$175.07,1.077,$87.55,0.776,$59.90,0.106,$1.80,0.017,$53.42,1.188,$129.40,1.539,$106.84,3.403,$129.42,0.894,$59.04,0.587,$9.01,0.073,$61.37,0.23,$0.03,0,$254.75,2.338,0.01,0,$205.85,6.967,$197.74,0.939,$22.24,0.073,$1.39,0.006,$4.50,0.05,$83.05,0.725,$29.96,0.03,$29.94,0.077,$0.47,0.004,$1.33,0.013,$10.92,0.131,$42.50,1.058,$36.87,0.701,$69.97,2.702,$99.24,0.834,$155.51,1.504,0.004,0.007,0.008,0.009,0.009,0.009,0.009,0.009,0.009,0.009,$124.27,0.76,$68.71,0.44,$38.45,0.26,$22.29,0.15,$13.32,0.09,$8.19,0.06,$5.19,0.04,$3.45,0.03,$2.35,0.02,$1.61,0.01
"$10,500",0.10%,"$2,922.84","$10,447.54",$194.85,0.1,$20.94,0.004,$219.96,1.28,$175.79,1.081,$88.00,0.779,$60.34,0.107,$1.82,0.017,$53.76,1.194,$129.78,1.541,$107.29,3.41,$129.85,0.896,$59.20,0.589,$9.03,0.073,$61.62,0.23,$0.03,0,$256.63,2.346,0.01,0,$206.55,6.981,$199.38,0.942,$22.40,0.073,$1.41,0.006,$4.53,0.051,$83.48,0.728,$30.23,0.03,$30.11,0.077,$0.48,0.004,$1.34,0.013,$11.04,0.132,$42.72,1.063,$37.06,0.704,$70.23,2.707,$100.61,0.839,$156.02,1.507,0.004,0.007,0.008,0.009,0.009,0.009,0.009,0.009,0.009,0.009,$124.54,0.77,$68.91,0.44,$38.60,0.26,$22.40,0.15,$13.40,0.1,$8.25,0.06,$5.23,0.04,$3.48,0.03,$2.37,0.02,$1.62,0.02
"$10,600",0.10%,"$2,935.25","$10,549.94",$196.09,0.101,$21.45,0.004,$220.20,1.281,$176.38,1.084,$88.47,0.783,$60.79,0.108,$1.83,0.017,$54.07,1.2,$130.17,1.543,$107.71,3.418,$130.29,0.898,$59.35,0.59,$9.06,0.073,$61.88,0.24,$0.03,0,$258.72,2.355,0.01,0,$207.30,6.997,$201.17,0.946,$22.56,0.073,$1.45,0.006,$4.58,0.051,$83.90,0.732,$30.50,0.03,$30.28,0.078,$0.48,0.004,$1.35,0.013,$11.13,0.133,$42.94,1.067,$37.25,0.706,$70.46,2.712,$102.20,0.845,$156.52,1.51,0.004,0.007,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.01,$124.75,0.77,$69.08,0.44,$38.73,0.26,$22.49,0.15,$13.46,0.1,$8.29,0.06,$5.26,0.04,$3.50,0.03,$2.38,0.02,$1.63,0.02
"$10,700",0.10%,"$2,947.57","$10,650.75",$197.63,0.101,$21.95,0.004,$220.45,1.283,$176.91,1.087,$88.86,0.786,$61.22,0.108,$1.84,0.017,$54.38,1.206,$130.54,1.545,$108.07,3.424,$130.77,0.9,$59.53,0.591,$9.07,0.073,$62.16,0.24,$0.03,0,$260.73,2.363,0.01,0,$207.95,7.01,$202.79,0.949,$22.68,0.074,$1.50,0.006,$4.61,0.051,$84.25,0.734,$30.79,0.03,$30.43,0.078,$0.49,0.004,$1.35,0.014,$11.23,0.134,$43.16,1.072,$37.42,0.708,$70.65,2.716,$103.71,0.85,$157.03,1.513,0.004,0.007,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.01,$124.97,0.77,$69.25,0.44,$38.86,0.26,$22.60,0.16,$13.54,0.1,$8.36,0.06,$5.31,0.04,$3.54,0.03,$2.42,0.02,$1.66,0.02
"$10,800",0.10%,"$2,959.78","$10,750.41",$198.98,0.102,$22.54,0.005,$220.73,1.285,$177.52,1.091,$89.28,0.789,$61.69,0.109,$1.85,0.018,$54.67,1.211,$130.91,1.548,$108.47,3.433,$131.24,0.903,$59.71,0.593,$9.10,0.074,$62.43,0.24,$0.03,0,$262.81,2.372,0.011,0,$208.64,7.025,$204.49,0.952,$22.81,0.074,$1.60,0.006,$4.64,0.052,$84.64,0.737,$31.08,0.031,$30.61,0.079,$0.49,0.004,$1.36,0.014,$11.29,0.134,$43.38,1.077,$37.59,0.711,$70.88,2.722,$105.22,0.855,$157.60,1.516,0.004,0.008,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.01,$125.20,0.77,$69.43,0.44,$38.98,0.26,$22.68,0.16,$13.60,0.1,$8.39,0.06,$5.33,0.04,$3.55,0.03,$2.43,0.02,$1.67,0.02
"$10,900",0.09%,"$2,971.91","$10,849.60",$200.34,0.102,$23.18,0.005,$220.93,1.286,$178.13,1.094,$89.71,0.793,$62.07,0.11,$1.86,0.018,$54.96,1.217,$131.24,1.55,$108.85,3.439,$131.60,0.904,$59.83,0.594,$9.12,0.074,$62.64,0.24,$0.03,0,$264.48,2.378,0.011,0,$209.15,7.036,$206.18,0.955,$22.97,0.074,$1.61,0.006,$4.70,0.052,$85.01,0.741,$31.31,0.031,$30.76,0.079,$0.50,0.004,$1.36,0.014,$11.40,0.136,$43.56,1.081,$37.75,0.713,$71.10,2.726,$106.40,0.859,$158.08,1.519,0.004,0.008,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.01,$125.37,0.77,$69.56,0.45,$39.07,0.26,$22.74,0.16,$13.65,0.1,$8.42,0.06,$5.36,0.04,$3.57,0.03,$2.44,0.02,$1.67,0.02
