Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disorder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$5,400",0.28%,"$2,106.99","$5,349.73",$102.02,0.069,$3.65,0.001,$196.87,1.146,$133.78,0.844,$56.49,0.519,$31.21,0.063,$0.94,0.01,$33.36,0.796,$97.45,1.353,$79.19,2.84,$98.38,0.726,$47.83,0.482,$7.38,0.062,$43.18,0.18,$0.01,0,$153.83,1.81,0.002,0,$158.35,5.906,$97.88,0.72,$11.16,0.05,$0.44,0.004,$2.18,0.031,$54.31,0.487,$13.16,0.016,$18.05,0.048,$0.18,0.002,$0.76,0.008,$5.41,0.072,$27.94,0.724,$25.01,0.531,$54.18,2.309,$32.56,0.535,$121.27,1.274,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$105.65,0.65,$54.90,0.36,$28.72,0.19,$15.60,0.11,$8.76,0.06,$5.06,0.04,$3.01,0.02,$1.90,0.02,$1.23,0.01,$0.79,0.01
"$5,500",0.28%,"$2,127.89","$5,449.55",$104.11,0.07,$3.77,0.001,$197.68,1.15,$134.99,0.852,$57.35,0.526,$31.89,0.064,$0.98,0.01,$33.92,0.808,$98.48,1.359,$80.01,2.858,$99.28,0.732,$48.19,0.485,$7.42,0.062,$43.66,0.18,$0.01,0,$155.79,1.824,0.002,0,$159.69,5.939,$99.97,0.726,$11.40,0.051,$0.44,0.004,$2.24,0.032,$55.11,0.494,$13.50,0.016,$18.39,0.048,$0.19,0.002,$0.79,0.008,$5.56,0.074,$28.36,0.734,$25.37,0.536,$54.64,2.322,$33.65,0.542,$122.14,1.281,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$106.30,0.66,$55.37,0.36,$29.04,0.2,$15.82,0.11,$8.90,0.07,$5.16,0.04,$3.08,0.03,$1.95,0.02,$1.27,0.01,$0.82,0.01
"$5,600",0.27%,"$2,148.53","$5,548.76",$106.48,0.071,$3.96,0.001,$198.45,1.155,$136.12,0.858,$58.20,0.533,$32.57,0.066,$1.01,0.01,$34.35,0.817,$99.42,1.365,$80.82,2.875,$100.15,0.737,$48.51,0.488,$7.47,0.062,$44.17,0.19,$0.01,0,$157.75,1.837,0.003,0,$161.08,5.97,$101.97,0.731,$11.70,0.052,$0.47,0.004,$2.28,0.032,$55.91,0.501,$13.87,0.016,$18.70,0.049,$0.20,0.002,$0.81,0.008,$5.66,0.075,$28.69,0.742,$25.69,0.541,$55.13,2.334,$34.73,0.549,$123.02,1.288,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$106.92,0.66,$55.82,0.36,$29.35,0.2,$16.02,0.11,$9.04,0.07,$5.25,0.04,$3.14,0.03,$2.00,0.02,$1.30,0.01,$0.84,0.01
"$5,700",0.27%,"$2,168.89","$5,649.58",$108.62,0.071,$4.14,0.001,$199.17,1.159,$137.29,0.865,$58.97,0.539,$33.30,0.067,$1.02,0.01,$34.95,0.83,$100.43,1.371,$81.60,2.892,$101.09,0.742,$48.85,0.492,$7.52,0.063,$44.71,0.19,$0.01,0,$159.94,1.852,0.003,0,$162.40,6,$104.00,0.737,$12.06,0.052,$0.47,0.004,$2.35,0.033,$56.62,0.506,$14.29,0.017,$19.01,0.05,$0.20,0.002,$0.82,0.008,$5.79,0.077,$29.16,0.753,$26.01,0.545,$55.59,2.346,$35.97,0.557,$123.97,1.295,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$107.49,0.66,$56.23,0.36,$29.63,0.2,$16.22,0.11,$9.17,0.07,$5.33,0.04,$3.20,0.03,$2.03,0.02,$1.32,0.01,$0.86,0.01
"$5,800",0.27%,"$2,188.98","$5,750.29",$111.10,0.072,$4.33,0.001,$199.90,1.163,$138.41,0.871,$59.84,0.547,$34.12,0.068,$1.03,0.01,$35.44,0.84,$101.42,1.376,$82.34,2.908,$101.89,0.747,$49.16,0.495,$7.57,0.063,$45.16,0.19,$0.01,0,$162.07,1.865,0.003,0,$163.74,6.032,$106.01,0.743,$12.33,0.053,$0.49,0.004,$2.40,0.033,$57.44,0.514,$14.77,0.017,$19.35,0.051,$0.20,0.002,$0.83,0.008,$5.93,0.079,$29.51,0.762,$26.33,0.55,$56.02,2.358,$37.16,0.564,$124.91,1.301,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,$108.08,0.67,$56.66,0.37,$29.93,0.2,$16.42,0.12,$9.31,0.07,$5.43,0.04,$3.26,0.03,$2.08,0.02,$1.36,0.01,$0.88,0.01
"$5,900",0.25%,"$2,208.82","$5,849.85",$113.29,0.073,$4.51,0.001,$200.60,1.167,$139.58,0.878,$60.57,0.553,$34.82,0.069,$1.04,0.01,$35.97,0.851,$102.44,1.381,$83.06,2.923,$102.72,0.752,$49.48,0.498,$7.63,0.063,$45.61,0.19,$0.01,0,$164.09,1.878,0.003,0,$164.89,6.06,$107.92,0.748,$12.57,0.054,$0.51,0.004,$2.43,0.033,$58.13,0.52,$15.14,0.017,$19.68,0.052,$0.21,0.002,$0.84,0.008,$6.07,0.08,$29.90,0.771,$26.60,0.555,$56.46,2.368,$38.37,0.571,$125.72,1.307,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,$108.64,0.67,$57.07,0.37,$30.22,0.2,$16.62,0.12,$9.44,0.07,$5.52,0.04,$3.33,0.03,$2.12,0.02,$1.39,0.01,$0.91,0.01
"$6,000",0.25%,"$2,228.40","$5,950.16",$115.66,0.074,$4.70,0.001,$201.24,1.171,$140.60,0.884,$61.30,0.559,$35.49,0.07,$1.08,0.011,$36.50,0.862,$103.43,1.387,$83.75,2.938,$103.56,0.756,$49.78,0.501,$7.67,0.064,$46.11,0.19,$0.01,0,$166.21,1.892,0.003,0,$166.12,6.089,$110.10,0.753,$12.82,0.054,$0.54,0.004,$2.46,0.034,$58.84,0.525,$15.53,0.018,$19.95,0.052,$0.22,0.002,$0.86,0.009,$6.23,0.082,$30.27,0.78,$26.86,0.559,$56.89,2.379,$39.55,0.578,$126.66,1.314,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$109.15,0.67,$57.44,0.37,$30.48,0.21,$16.79,0.12,$9.56,0.07,$5.60,0.04,$3.38,0.03,$2.16,0.02,$1.42,0.01,$0.93,0.01
"$6,100",0.25%,"$2,247.74","$6,050.16",$117.81,0.075,$4.94,0.001,$201.86,1.174,$141.82,0.891,$62.19,0.567,$36.22,0.071,$1.11,0.011,$36.98,0.872,$104.34,1.392,$84.44,2.953,$104.44,0.761,$50.12,0.504,$7.72,0.064,$46.60,0.19,$0.01,0,$168.25,1.905,0.003,0,$167.30,6.117,$112.23,0.759,$13.06,0.055,$0.54,0.004,$2.52,0.034,$59.67,0.533,$15.95,0.018,$20.27,0.053,$0.23,0.002,$0.88,0.009,$6.34,0.083,$30.65,0.789,$27.14,0.563,$57.30,2.39,$40.64,0.585,$127.60,1.321,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$109.65,0.68,$57.80,0.37,$30.73,0.21,$16.95,0.12,$9.67,0.07,$5.67,0.04,$3.43,0.03,$2.20,0.02,$1.44,0.01,$0.94,0.01
"$6,200",0.23%,"$2,266.83","$6,150.32",$119.76,0.076,$5.13,0.001,$202.45,1.178,$142.83,0.897,$63.12,0.574,$36.87,0.072,$1.13,0.011,$37.44,0.881,$105.21,1.397,$85.15,2.969,$105.29,0.766,$50.41,0.507,$7.78,0.064,$47.10,0.19,$0.01,0,$170.37,1.918,0.003,0,$168.51,6.144,$114.18,0.764,$13.33,0.055,$0.55,0.004,$2.57,0.035,$60.55,0.539,$16.31,0.018,$20.56,0.054,$0.24,0.002,$0.89,0.009,$6.45,0.085,$30.99,0.797,$27.43,0.568,$57.72,2.401,$41.93,0.591,$128.44,1.327,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$110.12,0.68,$58.13,0.38,$30.94,0.21,$17.09,0.12,$9.75,0.07,$5.73,0.04,$3.46,0.03,$2.22,0.02,$1.45,0.01,$0.95,0.01
"$6,300",0.23%,"$2,285.69","$6,250.22",$121.77,0.076,$5.36,0.002,$203.13,1.182,$143.91,0.903,$63.90,0.581,$37.63,0.074,$1.15,0.012,$37.98,0.893,$106.07,1.402,$85.83,2.984,$106.09,0.77,$50.69,0.509,$7.83,0.065,$47.57,0.2,$0.02,0,$172.51,1.931,0.003,0,$169.79,6.171,$116.13,0.769,$13.58,0.056,$0.56,0.004,$2.62,0.035,$61.28,0.545,$16.75,0.019,$20.88,0.055,$0.26,0.002,$0.90,0.009,$6.57,0.086,$31.42,0.807,$27.71,0.572,$58.12,2.412,$43.15,0.598,$129.36,1.333,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$110.66,0.68,$58.53,0.38,$31.23,0.21,$17.28,0.12,$9.87,0.07,$5.81,0.04,$3.52,0.03,$2.25,0.02,$1.48,0.01,$0.97,0.01
"$6,400",0.23%,"$2,304.32","$6,349.32",$123.85,0.077,$5.62,0.002,$203.77,1.185,$145.01,0.909,$64.58,0.586,$38.35,0.075,$1.18,0.012,$38.41,0.902,$106.95,1.407,$86.53,2.999,$106.86,0.774,$50.99,0.512,$7.86,0.065,$48.01,0.2,$0.02,0,$174.67,1.944,0.004,0,$170.97,6.197,$118.14,0.774,$13.83,0.057,$0.58,0.004,$2.66,0.035,$61.92,0.55,$17.16,0.019,$21.19,0.055,$0.26,0.002,$0.92,0.009,$6.66,0.087,$31.75,0.815,$28.01,0.576,$58.52,2.422,$44.50,0.605,$130.17,1.339,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$111.19,0.69,$58.93,0.38,$31.51,0.21,$17.47,0.12,$10.01,0.07,$5.90,0.04,$3.58,0.03,$2.30,0.02,$1.51,0.01,$1.00,0.01
"$6,500",0.22%,"$2,322.73","$6,449.89",$125.90,0.078,$5.88,0.002,$204.32,1.188,$146.07,0.915,$65.27,0.592,$39.02,0.076,$1.21,0.012,$38.86,0.912,$107.81,1.412,$87.23,3.014,$107.57,0.779,$51.27,0.515,$7.90,0.065,$48.41,0.2,$0.02,0,$176.76,1.957,0.004,0,$172.00,6.223,$120.16,0.779,$14.00,0.057,$0.59,0.004,$2.74,0.036,$62.54,0.556,$17.54,0.02,$21.47,0.056,$0.28,0.003,$0.94,0.009,$6.77,0.088,$32.09,0.824,$28.30,0.581,$58.93,2.433,$45.80,0.612,$130.96,1.344,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$111.63,0.69,$59.25,0.38,$31.72,0.21,$17.61,0.12,$10.11,0.07,$5.96,0.05,$3.62,0.03,$2.32,0.02,$1.53,0.01,$1.01,0.01
"$6,600",0.22%,"$2,340.92","$6,549.38",$128.05,0.079,$6.12,0.002,$204.93,1.192,$147.18,0.921,$66.00,0.598,$39.65,0.077,$1.23,0.012,$39.31,0.921,$108.66,1.417,$87.89,3.028,$108.37,0.783,$51.56,0.518,$7.94,0.066,$48.87,0.2,$0.02,0,$178.83,1.969,0.004,0,$173.20,6.25,$122.33,0.784,$14.26,0.058,$0.60,0.005,$2.77,0.037,$63.23,0.561,$17.91,0.02,$21.73,0.057,$0.28,0.003,$0.94,0.009,$6.92,0.09,$32.40,0.831,$28.59,0.585,$59.29,2.442,$47.14,0.62,$131.69,1.35,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,$112.12,0.69,$59.61,0.39,$31.98,0.22,$17.78,0.12,$10.22,0.07,$6.04,0.05,$3.68,0.03,$2.37,0.02,$1.56,0.01,$1.03,0.01
"$6,700",0.21%,"$2,358.90","$6,650.71",$130.22,0.079,$6.42,0.002,$205.48,1.195,$148.12,0.927,$66.85,0.605,$40.28,0.078,$1.25,0.012,$39.77,0.931,$109.39,1.421,$88.50,3.041,$109.12,0.787,$51.83,0.52,$7.98,0.066,$49.31,0.2,$0.02,0,$180.92,1.981,0.004,0,$174.25,6.274,$124.15,0.788,$14.48,0.058,$0.61,0.005,$2.86,0.037,$64.00,0.568,$18.30,0.02,$21.98,0.057,$0.29,0.003,$0.97,0.01,$7.03,0.091,$32.75,0.839,$28.84,0.589,$59.66,2.452,$48.43,0.626,$132.48,1.355,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,$112.57,0.69,$59.93,0.39,$32.19,0.22,$17.93,0.13,$10.31,0.07,$6.11,0.05,$3.72,0.03,$2.40,0.02,$1.59,0.01,$1.05,0.01
"$6,800",0.20%,"$2,376.67","$6,750.11",$132.42,0.08,$6.67,0.002,$206.03,1.198,$149.00,0.932,$67.60,0.611,$40.91,0.079,$1.27,0.013,$40.25,0.941,$110.20,1.426,$89.13,3.054,$109.81,0.791,$52.08,0.523,$8.01,0.066,$49.71,0.2,$0.02,0,$182.92,1.993,0.004,0,$175.28,6.298,$126.13,0.793,$14.71,0.059,$0.62,0.005,$2.90,0.038,$64.70,0.573,$18.63,0.021,$22.28,0.058,$0.29,0.003,$0.98,0.01,$7.14,0.093,$33.11,0.848,$29.10,0.593,$60.03,2.461,$49.68,0.633,$133.24,1.36,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$113.02,0.7,$60.27,0.39,$32.44,0.22,$18.10,0.13,$10.43,0.08,$6.19,0.05,$3.78,0.03,$2.44,0.02,$1.61,0.01,$1.07,0.01
"$6,900",0.19%,"$2,394.25","$6,849.94",$134.53,0.081,$6.92,0.002,$206.55,1.201,$149.99,0.938,$68.33,0.616,$41.54,0.08,$1.27,0.013,$40.75,0.951,$110.88,1.43,$89.68,3.066,$110.48,0.795,$52.31,0.525,$8.05,0.066,$50.12,0.2,$0.02,0,$184.92,2.004,0.004,0,$176.31,6.321,$127.90,0.797,$14.94,0.059,$0.62,0.005,$2.92,0.038,$65.41,0.579,$19.01,0.021,$22.53,0.059,$0.29,0.003,$0.99,0.01,$7.27,0.094,$33.48,0.857,$29.34,0.596,$60.35,2.469,$50.87,0.639,$134.05,1.366,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$113.44,0.7,$60.57,0.39,$32.65,0.22,$18.25,0.13,$10.53,0.08,$6.26,0.05,$3.83,0.03,$2.47,0.02,$1.64,0.01,$1.09,0.01
"$7,000",0.20%,"$2,411.62","$6,949.62",$136.62,0.082,$7.22,0.002,$207.05,1.204,$150.93,0.943,$69.09,0.622,$42.18,0.081,$1.30,0.013,$41.18,0.96,$111.67,1.434,$90.36,3.078,$111.19,0.799,$52.56,0.527,$8.09,0.067,$50.54,0.2,$0.02,0,$186.99,2.016,0.004,0,$177.49,6.345,$129.92,0.802,$15.17,0.06,$0.64,0.005,$2.98,0.038,$66.11,0.584,$19.39,0.021,$22.80,0.059,$0.30,0.003,$1.00,0.01,$7.36,0.095,$33.82,0.865,$29.64,0.6,$60.72,2.478,$52.12,0.645,$134.87,1.371,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$113.84,0.7,$60.87,0.39,$32.85,0.22,$18.38,0.13,$10.62,0.08,$6.32,0.05,$3.87,0.03,$2.50,0.02,$1.66,0.01,$1.10,0.01
"$7,100",0.19%,"$2,428.81","$7,051.17",$138.63,0.082,$7.60,0.002,$207.56,1.207,$151.75,0.948,$69.73,0.628,$42.79,0.081,$1.34,0.013,$41.58,0.968,$112.39,1.438,$90.92,3.09,$111.85,0.802,$52.80,0.53,$8.13,0.067,$50.92,0.21,$0.02,0,$189.15,2.028,0.005,0,$178.44,6.367,$131.85,0.807,$15.37,0.06,$0.65,0.005,$3.03,0.039,$66.70,0.589,$19.73,0.021,$23.06,0.06,$0.30,0.003,$1.03,0.01,$7.45,0.096,$34.14,0.873,$29.88,0.604,$61.04,2.486,$53.45,0.651,$135.70,1.377,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$114.25,0.7,$61.17,0.39,$33.07,0.22,$18.54,0.13,$10.73,0.08,$6.39,0.05,$3.93,0.03,$2.54,0.02,$1.69,0.02,$1.12,0.01
"$7,200",0.18%,"$2,445.80","$7,149.37",$140.67,0.083,$7.80,0.002,$208.03,1.21,$152.61,0.953,$70.32,0.634,$43.36,0.082,$1.36,0.013,$42.00,0.976,$113.18,1.442,$91.46,3.101,$112.51,0.806,$53.06,0.532,$8.16,0.067,$51.29,0.21,$0.02,0,$191.25,2.039,0.005,0,$179.50,6.39,$133.68,0.811,$15.59,0.061,$0.67,0.005,$3.09,0.039,$67.23,0.594,$20.05,0.022,$23.32,0.061,$0.31,0.003,$1.04,0.01,$7.55,0.097,$34.46,0.88,$30.10,0.607,$61.36,2.495,$54.73,0.657,$136.52,1.382,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$114.63,0.71,$61.45,0.4,$33.26,0.22,$18.66,0.13,$10.81,0.08,$6.45,0.05,$3.96,0.03,$2.57,0.02,$1.71,0.02,$1.14,0.01
"$7,300",0.18%,"$2,462.62","$7,249.02",$142.64,0.084,$8.08,0.002,$208.49,1.213,$153.34,0.957,$70.95,0.64,$43.90,0.083,$1.39,0.014,$42.50,0.986,$113.77,1.446,$91.98,3.112,$113.17,0.809,$53.29,0.534,$8.21,0.067,$51.66,0.21,$0.03,0,$193.11,2.049,0.005,0,$180.50,6.412,$135.86,0.816,$15.80,0.061,$0.70,0.005,$3.12,0.04,$67.83,0.6,$20.33,0.022,$23.57,0.061,$0.34,0.003,$1.05,0.011,$7.69,0.098,$34.81,0.888,$30.30,0.61,$61.67,2.503,$55.96,0.662,$137.15,1.386,0.002,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,$115.01,0.71,$61.73,0.4,$33.46,0.22,$18.80,0.13,$10.91,0.08,$6.52,0.05,$4.01,0.03,$2.60,0.02,$1.73,0.02,$1.15,0.01
"$7,400",0.18%,"$2,479.26","$7,349.72",$144.64,0.084,$8.36,0.002,$208.98,1.216,$154.26,0.962,$71.62,0.645,$44.52,0.084,$1.39,0.014,$42.97,0.995,$114.46,1.45,$92.58,3.124,$113.90,0.813,$53.56,0.536,$8.25,0.068,$52.09,0.21,$0.03,0,$195.12,2.06,0.005,0,$181.58,6.436,$137.93,0.821,$16.01,0.062,$0.71,0.005,$3.18,0.04,$68.44,0.605,$20.70,0.022,$23.82,0.062,$0.34,0.003,$1.05,0.011,$7.81,0.099,$35.16,0.896,$30.56,0.614,$62.02,2.511,$57.27,0.669,$137.85,1.391,0.002,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,$115.41,0.71,$62.02,0.4,$33.67,0.23,$18.95,0.13,$11.01,0.08,$6.58,0.05,$4.06,0.03,$2.64,0.02,$1.75,0.02,$1.17,0.01
"$7,500",0.17%,"$2,495.72","$7,449.21",$146.52,0.085,$8.69,0.002,$209.43,1.218,$155.16,0.967,$72.31,0.651,$45.15,0.085,$1.41,0.014,$43.40,1.004,$115.16,1.453,$93.18,3.136,$114.44,0.816,$53.78,0.538,$8.28,0.068,$52.38,0.21,$0.03,0,$197.10,2.071,0.005,0,$182.56,6.458,$139.96,0.825,$16.18,0.062,$0.74,0.005,$3.22,0.04,$69.09,0.61,$21.08,0.023,$24.07,0.062,$0.34,0.003,$1.07,0.011,$7.91,0.1,$35.50,0.904,$30.81,0.617,$62.37,2.518,$58.62,0.675,$138.49,1.396,0.002,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,$115.78,0.71,$62.28,0.4,$33.85,0.23,$19.07,0.13,$11.08,0.08,$6.63,0.05,$4.09,0.03,$2.65,0.02,$1.77,0.02,$1.18,0.01
"$7,600",0.17%,"$2,512.01","$7,549.45",$148.48,0.086,$8.97,0.002,$209.90,1.221,$155.96,0.972,$72.99,0.656,$45.76,0.086,$1.42,0.014,$43.76,1.011,$115.86,1.457,$93.68,3.146,$115.14,0.819,$54.03,0.541,$8.31,0.068,$52.80,0.21,$0.03,0,$198.97,2.081,0.005,0,$183.54,6.48,$142.11,0.83,$16.52,0.063,$0.75,0.005,$3.28,0.041,$69.71,0.615,$21.45,0.023,$24.31,0.063,$0.34,0.003,$1.07,0.011,$8.00,0.101,$35.76,0.91,$31.02,0.62,$62.65,2.525,$59.82,0.681,$139.15,1.4,0.002,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,$116.15,0.72,$62.56,0.4,$34.05,0.23,$19.20,0.13,$11.17,0.08,$6.69,0.05,$4.13,0.03,$2.68,0.02,$1.79,0.02,$1.19,0.01
"$7,700",0.16%,"$2,528.13","$7,650.02",$150.38,0.086,$9.28,0.002,$210.33,1.223,$156.81,0.977,$73.54,0.66,$46.34,0.087,$1.46,0.014,$44.11,1.018,$116.48,1.46,$94.26,3.157,$115.78,0.823,$54.22,0.543,$8.35,0.068,$53.20,0.21,$0.03,0,$200.81,2.091,0.006,0,$184.50,6.501,$144.15,0.835,$16.82,0.063,$0.76,0.005,$3.34,0.041,$70.20,0.619,$21.79,0.023,$24.55,0.064,$0.36,0.003,$1.09,0.011,$8.08,0.102,$36.03,0.916,$31.27,0.624,$62.99,2.533,$61.08,0.687,$139.74,1.404,0.002,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,$116.51,0.72,$62.83,0.4,$34.23,0.23,$19.33,0.13,$11.26,0.08,$6.75,0.05,$4.16,0.03,$2.71,0.02,$1.80,0.02,$1.20,0.01
"$7,800",0.16%,"$2,544.09","$7,750.40",$152.28,0.087,$9.68,0.002,$210.79,1.226,$157.57,0.981,$74.07,0.664,$46.81,0.087,$1.46,0.014,$44.46,1.024,$117.11,1.464,$94.77,3.168,$116.38,0.826,$54.45,0.545,$8.38,0.069,$53.54,0.21,$0.03,0,$202.66,2.101,0.006,0,$185.34,6.521,$146.19,0.839,$17.06,0.064,$0.78,0.005,$3.38,0.042,$70.69,0.623,$22.05,0.023,$24.76,0.064,$0.37,0.003,$1.10,0.011,$8.16,0.103,$36.29,0.922,$31.48,0.627,$63.29,2.541,$62.25,0.692,$140.41,1.409,0.002,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,$116.89,0.72,$63.12,0.41,$34.44,0.23,$19.48,0.14,$11.36,0.08,$6.82,0.05,$4.22,0.03,$2.75,0.02,$1.84,0.02,$1.23,0.01
"$7,900",0.17%,"$2,559.88","$7,849.80",$154.12,0.088,$10.03,0.003,$211.22,1.229,$158.39,0.986,$74.78,0.671,$47.39,0.088,$1.48,0.014,$44.86,1.032,$117.67,1.468,$95.31,3.178,$116.96,0.829,$54.65,0.547,$8.42,0.069,$53.89,0.21,$0.03,0,$204.96,2.114,0.006,0,$186.34,6.543,$148.41,0.843,$17.29,0.064,$0.79,0.005,$3.44,0.042,$71.34,0.628,$22.39,0.024,$25.00,0.065,$0.38,0.003,$1.11,0.011,$8.28,0.104,$36.58,0.928,$31.69,0.63,$63.61,2.548,$63.84,0.699,$141.11,1.414,0.002,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,$117.24,0.72,$63.38,0.41,$34.61,0.23,$19.60,0.14,$11.44,0.08,$6.88,0.05,$4.26,0.03,$2.78,0.02,$1.86,0.02,$1.25,0.01
"$8,000",0.16%,"$2,575.52","$7,950.47",$155.98,0.088,$10.38,0.003,$211.64,1.231,$159.15,0.99,$75.29,0.675,$47.96,0.089,$1.50,0.014,$45.16,1.037,$118.29,1.471,$95.86,3.189,$117.57,0.832,$54.86,0.549,$8.46,0.069,$54.25,0.21,$0.03,0,$207.00,2.124,0.006,0,$187.29,6.563,$150.48,0.847,$17.49,0.064,$0.85,0.005,$3.45,0.042,$71.83,0.632,$22.72,0.024,$25.24,0.065,$0.38,0.003,$1.12,0.011,$8.37,0.105,$36.79,0.933,$31.93,0.633,$63.93,2.555,$65.20,0.705,$141.80,1.418,0.003,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,$117.59,0.72,$63.64,0.41,$34.80,0.23,$19.73,0.14,$11.54,0.08,$6.95,0.05,$4.31,0.03,$2.82,0.02,$1.89,0.02,$1.27,0.01
"$8,100",0.16%,"$2,590.99","$8,050.03",$157.73,0.089,$10.75,0.003,$212.04,1.233,$159.94,0.995,$75.93,0.681,$48.58,0.09,$1.50,0.015,$45.57,1.045,$118.90,1.475,$96.41,3.199,$118.21,0.836,$55.07,0.551,$8.49,0.069,$54.66,0.22,$0.03,0,$209.15,2.134,0.006,0,$188.12,6.582,$152.53,0.851,$17.70,0.065,$0.86,0.005,$3.53,0.043,$72.40,0.637,$23.07,0.024,$25.51,0.066,$0.38,0.003,$1.12,0.011,$8.49,0.106,$37.09,0.939,$32.19,0.636,$64.22,2.563,$66.71,0.711,$142.43,1.423,0.003,0.004,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,$117.92,0.73,$63.88,0.41,$34.97,0.23,$19.84,0.14,$11.61,0.08,$7.00,0.05,$4.35,0.03,$2.85,0.02,$1.91,0.02,$1.29,0.01
