Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disorder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$1,000",2.12%,$701.48,$949.38,$5.84,0.012,$0.17,0,$88.40,0.581,$34.16,0.248,$7.90,0.093,$1.40,0.007,$0.03,0.001,$3.92,0.116,$23.01,0.669,$21.03,1.227,$19.27,0.202,$11.33,0.14,$1.44,0.019,$6.51,0.04,$0.00,0,$49.26,0.689,0.001,0,$48.46,2.719,$15.89,0.325,$1.09,0.014,$0.04,0.001,$0.22,0.006,$7.68,0.087,$0.23,0.001,$1.17,0.006,$0.01,0.001,$0.02,0,$0.26,0.007,$3.65,0.109,$4.45,0.147,$16.58,1.08,$1.33,0.128,$47.94,0.561,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$33.61,0.25,$11.15,0.09,$3.45,0.03,$1.11,0.01,$0.39,0.01,$0.14,0,$0.06,0,$0.03,0,$0.02,0,$0.01,0
"$1,100",1.95%,$757.52,"$1,049.40",$7.22,0.013,$0.19,0,$95.68,0.625,$37.84,0.273,$9.05,0.105,$1.81,0.008,$0.04,0.001,$4.55,0.134,$25.33,0.729,$23.65,1.346,$22.61,0.231,$13.10,0.159,$1.67,0.022,$7.84,0.05,$0.00,0,$53.31,0.745,0.001,0,$53.55,2.93,$17.73,0.348,$1.24,0.015,$0.05,0.001,$0.24,0.006,$8.81,0.099,$0.32,0.001,$1.49,0.007,$0.01,0.001,$0.03,0,$0.31,0.008,$4.24,0.126,$5.15,0.166,$18.50,1.181,$1.56,0.144,$51.74,0.601,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$37.89,0.28,$13.21,0.11,$4.32,0.04,$1.47,0.02,$0.54,0.01,$0.20,0,$0.08,0,$0.04,0,$0.02,0,$0.01,0
"$1,200",1.82%,$811.67,"$1,149.26",$8.67,0.015,$0.21,0,$102.64,0.667,$41.40,0.298,$10.14,0.117,$2.21,0.01,$0.04,0.001,$5.16,0.15,$27.72,0.787,$26.20,1.462,$26.10,0.26,$14.92,0.179,$1.91,0.024,$9.27,0.06,$0.00,0,$57.27,0.798,0.001,0,$58.56,3.132,$19.43,0.368,$1.40,0.016,$0.06,0.002,$0.28,0.007,$9.86,0.11,$0.40,0.001,$1.81,0.008,$0.01,0.001,$0.03,0,$0.38,0.009,$4.78,0.141,$5.87,0.184,$20.33,1.277,$1.86,0.159,$55.41,0.639,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$42.19,0.31,$15.44,0.13,$5.37,0.05,$1.94,0.02,$0.74,0.01,$0.29,0,$0.11,0,$0.06,0,$0.03,0,$0.02,0
"$1,300",1.68%,$864.06,"$1,249.20",$10.18,0.017,$0.26,0,$109.00,0.706,$44.89,0.321,$11.23,0.128,$2.69,0.011,$0.05,0.001,$5.82,0.168,$29.85,0.838,$28.57,1.567,$29.51,0.288,$16.73,0.198,$2.15,0.026,$10.63,0.06,$0.00,0,$61.07,0.848,0.001,0,$63.24,3.315,$21.22,0.387,$1.54,0.017,$0.07,0.002,$0.31,0.008,$10.92,0.12,$0.51,0.002,$2.18,0.01,$0.01,0.001,$0.04,0,$0.45,0.011,$5.37,0.157,$6.52,0.201,$22.06,1.366,$2.18,0.174,$58.89,0.674,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$46.21,0.33,$17.58,0.14,$6.39,0.06,$2.41,0.02,$0.95,0.01,$0.38,0.01,$0.15,0,$0.07,0,$0.04,0,$0.03,0
"$1,400",1.57%,$914.84,"$1,349.72",$11.95,0.019,$0.29,0,$114.67,0.74,$48.30,0.343,$12.39,0.139,$3.16,0.013,$0.06,0.001,$6.52,0.186,$31.93,0.885,$30.97,1.665,$32.80,0.314,$18.50,0.216,$2.38,0.028,$11.93,0.07,$0.00,0,$64.71,0.896,0.001,0,$67.89,3.487,$23.03,0.406,$1.70,0.018,$0.07,0.002,$0.35,0.009,$12.05,0.131,$0.63,0.002,$2.53,0.011,$0.02,0.001,$0.04,0.001,$0.52,0.012,$6.00,0.174,$7.19,0.218,$23.79,1.448,$2.49,0.188,$62.22,0.708,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$49.84,0.36,$19.58,0.15,$7.38,0.06,$2.86,0.03,$1.16,0.01,$0.48,0.01,$0.20,0,$0.10,0,$0.05,0,$0.03,0
"$1,500",1.45%,$964.10,"$1,449.31",$13.79,0.021,$0.32,0,$119.79,0.771,$51.55,0.365,$13.60,0.151,$3.67,0.014,$0.07,0.001,$7.21,0.204,$34.06,0.929,$33.25,1.756,$35.88,0.339,$20.10,0.232,$2.62,0.03,$13.16,0.08,$0.00,0,$68.14,0.941,0.001,0,$72.28,3.642,$24.71,0.422,$1.89,0.019,$0.08,0.002,$0.39,0.01,$13.21,0.142,$0.77,0.002,$2.90,0.012,$0.02,0.001,$0.06,0.001,$0.61,0.014,$6.60,0.19,$7.86,0.233,$25.40,1.523,$2.83,0.202,$65.31,0.739,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$53.22,0.38,$21.48,0.17,$8.36,0.07,$3.33,0.03,$1.37,0.01,$0.58,0.01,$0.25,0,$0.12,0,$0.07,0,$0.04,0
"$1,600",1.37%,"$1,011.96","$1,549.34",$15.67,0.023,$0.37,0,$124.61,0.8,$54.70,0.385,$14.92,0.164,$4.19,0.016,$0.09,0.002,$7.95,0.224,$36.04,0.968,$35.39,1.839,$38.88,0.362,$21.65,0.248,$2.84,0.032,$14.38,0.08,$0.00,0,$71.54,0.985,0.001,0,$76.61,3.79,$26.49,0.437,$2.05,0.02,$0.08,0.002,$0.44,0.01,$14.48,0.154,$0.91,0.003,$3.28,0.013,$0.02,0.001,$0.06,0.001,$0.72,0.016,$7.24,0.208,$8.51,0.249,$26.88,1.59,$3.18,0.215,$68.36,0.77,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$56.43,0.4,$23.32,0.18,$9.34,0.08,$3.83,0.04,$1.62,0.02,$0.70,0.01,$0.30,0,$0.15,0,$0.08,0,$0.05,0
"$1,700",1.30%,"$1,058.48","$1,649.40",$17.84,0.025,$0.41,0,$129.27,0.828,$57.82,0.406,$16.03,0.175,$4.76,0.018,$0.10,0.002,$8.68,0.243,$38.05,1.006,$37.55,1.922,$41.81,0.385,$23.14,0.264,$3.09,0.034,$15.59,0.09,$0.00,0,$74.79,1.026,0.001,0,$80.91,3.934,$28.32,0.452,$2.20,0.021,$0.09,0.002,$0.47,0.011,$15.56,0.164,$1.06,0.003,$3.69,0.015,$0.02,0.001,$0.07,0.001,$0.82,0.018,$7.86,0.225,$9.18,0.264,$28.36,1.658,$3.55,0.228,$71.24,0.798,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$59.63,0.42,$25.23,0.19,$10.37,0.09,$4.37,0.04,$1.89,0.02,$0.84,0.01,$0.36,0,$0.18,0,$0.10,0,$0.06,0
"$1,800",1.22%,"$1,103.74","$1,749.37",$19.85,0.027,$0.45,0,$133.47,0.853,$60.85,0.426,$17.26,0.187,$5.38,0.019,$0.12,0.002,$9.42,0.262,$40.12,1.043,$39.61,2.001,$44.60,0.407,$24.56,0.278,$3.29,0.036,$16.76,0.09,$0.00,0,$78.00,1.066,0.002,0,$84.98,4.068,$30.13,0.466,$2.39,0.021,$0.10,0.002,$0.52,0.012,$16.73,0.175,$1.22,0.003,$4.16,0.016,$0.03,0.001,$0.09,0.001,$0.91,0.019,$8.50,0.242,$9.79,0.277,$29.82,1.724,$4.00,0.24,$74.00,0.826,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$62.52,0.44,$26.97,0.21,$11.35,0.09,$4.89,0.04,$2.15,0.02,$0.97,0.01,$0.43,0.01,$0.22,0,$0.12,0,$0.07,0
"$1,900",1.14%,"$1,147.83","$1,849.49",$22.24,0.029,$0.50,0,$137.16,0.875,$63.69,0.444,$18.49,0.198,$6.05,0.021,$0.14,0.002,$10.21,0.283,$42.16,1.074,$41.47,2.072,$47.34,0.427,$25.91,0.292,$3.47,0.037,$17.95,0.1,$0.00,0,$80.96,1.102,0.002,0,$88.83,4.189,$31.98,0.478,$2.58,0.022,$0.11,0.003,$0.55,0.012,$17.94,0.186,$1.43,0.003,$4.62,0.018,$0.03,0.001,$0.11,0.001,$1.03,0.022,$9.18,0.261,$10.36,0.29,$31.11,1.782,$4.46,0.253,$76.50,0.849,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$65.08,0.45,$28.54,0.22,$12.23,0.1,$5.37,0.05,$2.42,0.02,$1.11,0.01,$0.51,0.01,$0.26,0,$0.14,0,$0.08,0
"$2,000",1.09%,"$1,190.80","$1,949.50",$24.46,0.031,$0.52,0,$140.83,0.897,$66.60,0.463,$19.82,0.211,$6.67,0.023,$0.16,0.002,$11.06,0.304,$44.20,1.105,$43.28,2.14,$49.92,0.446,$27.15,0.305,$3.63,0.039,$19.15,0.1,$0.00,0,$83.86,1.138,0.002,0,$92.58,4.306,$33.89,0.491,$2.75,0.023,$0.12,0.003,$0.59,0.013,$19.23,0.198,$1.61,0.004,$5.05,0.019,$0.03,0.001,$0.12,0.002,$1.16,0.024,$9.90,0.28,$10.91,0.303,$32.37,1.837,$4.90,0.265,$78.96,0.873,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$67.66,0.47,$30.15,0.23,$13.15,0.11,$5.89,0.05,$2.70,0.03,$1.26,0.01,$0.59,0.01,$0.31,0,$0.17,0,$0.09,0
"$2,100",1.02%,"$1,232.72","$2,049.77",$26.72,0.033,$0.59,0,$144.21,0.917,$69.37,0.481,$21.05,0.222,$7.33,0.025,$0.18,0.003,$11.81,0.324,$46.16,1.133,$45.05,2.202,$52.51,0.465,$28.43,0.318,$3.81,0.04,$20.27,0.11,$0.00,0,$86.65,1.171,0.002,0,$96.29,4.419,$35.75,0.502,$3.03,0.024,$0.12,0.003,$0.64,0.014,$20.41,0.209,$1.86,0.004,$5.47,0.02,$0.04,0.001,$0.14,0.002,$1.27,0.026,$10.55,0.298,$11.49,0.316,$33.56,1.887,$5.39,0.277,$81.26,0.895,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$70.09,0.48,$31.68,0.24,$14.04,0.11,$6.39,0.06,$2.98,0.03,$1.41,0.01,$0.67,0.01,$0.36,0.01,$0.20,0,$0.11,0
"$2,200",0.97%,"$1,273.63","$2,149.25",$29.18,0.034,$0.64,0,$147.30,0.935,$72.04,0.498,$22.30,0.234,$8.03,0.026,$0.20,0.003,$12.54,0.342,$48.07,1.159,$46.77,2.262,$54.84,0.482,$29.58,0.329,$4.00,0.041,$21.27,0.11,$0.00,0,$89.49,1.205,0.002,0,$99.93,4.525,$37.69,0.514,$3.25,0.025,$0.12,0.003,$0.69,0.015,$21.61,0.219,$2.12,0.005,$5.91,0.022,$0.04,0.001,$0.15,0.002,$1.38,0.028,$11.17,0.314,$12.08,0.328,$34.69,1.934,$5.85,0.288,$83.63,0.917,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$72.30,0.5,$33.08,0.25,$14.87,0.12,$6.87,0.06,$3.24,0.03,$1.55,0.02,$0.75,0.01,$0.40,0.01,$0.23,0,$0.13,0
"$2,300",0.93%,"$1,313.60","$2,250.14",$31.72,0.036,$0.68,0,$150.29,0.953,$74.65,0.515,$23.53,0.245,$8.76,0.028,$0.22,0.003,$13.42,0.364,$50.01,1.184,$48.38,2.32,$57.17,0.499,$30.76,0.341,$4.16,0.043,$22.26,0.12,$0.00,0,$92.16,1.237,0.002,0,$103.59,4.626,$39.46,0.525,$3.50,0.026,$0.13,0.003,$0.73,0.015,$22.80,0.23,$2.36,0.005,$6.40,0.023,$0.05,0.001,$0.17,0.002,$1.53,0.031,$11.88,0.333,$12.61,0.34,$35.77,1.98,$6.37,0.299,$85.80,0.938,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$74.46,0.51,$34.50,0.26,$15.74,0.13,$7.39,0.06,$3.55,0.03,$1.73,0.02,$0.85,0.01,$0.46,0.01,$0.26,0,$0.14,0
"$2,400",0.90%,"$1,352.65","$2,349.32",$34.13,0.038,$0.72,0,$153.17,0.971,$77.27,0.532,$24.82,0.256,$9.49,0.03,$0.24,0.003,$14.22,0.384,$51.87,1.208,$49.97,2.376,$59.45,0.515,$31.88,0.351,$4.32,0.044,$23.24,0.12,$0.01,0,$94.92,1.268,0.002,0,$107.11,4.726,$41.46,0.536,$3.76,0.027,$0.14,0.003,$0.77,0.016,$24.05,0.241,$2.64,0.005,$6.85,0.025,$0.05,0.001,$0.19,0.002,$1.68,0.033,$12.54,0.351,$13.08,0.35,$36.88,2.025,$6.90,0.31,$88.02,0.958,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$76.56,0.53,$35.87,0.26,$16.59,0.13,$7.90,0.07,$3.85,0.04,$1.91,0.02,$0.95,0.01,$0.52,0.01,$0.30,0,$0.17,0
"$2,500",0.84%,"$1,390.83","$2,449.58",$36.56,0.04,$0.78,0.001,$155.79,0.986,$79.70,0.548,$26.07,0.268,$10.24,0.032,$0.26,0.003,$14.97,0.404,$53.83,1.231,$51.51,2.427,$61.58,0.53,$32.94,0.362,$4.48,0.045,$24.17,0.12,$0.01,0,$97.56,1.298,0.002,0,$110.50,4.819,$43.42,0.546,$4.01,0.028,$0.14,0.003,$0.81,0.016,$25.26,0.252,$2.92,0.006,$7.33,0.026,$0.06,0.001,$0.20,0.002,$1.79,0.036,$13.17,0.368,$13.61,0.361,$37.90,2.066,$7.45,0.321,$90.11,0.977,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$78.49,0.54,$37.12,0.27,$17.35,0.14,$8.35,0.07,$4.10,0.04,$2.06,0.02,$1.04,0.01,$0.58,0.01,$0.33,0.01,$0.18,0
"$2,600",0.80%,"$1,428.18","$2,549.03",$39.21,0.042,$0.82,0.001,$158.26,1.001,$82.05,0.563,$27.26,0.28,$11.00,0.034,$0.27,0.004,$15.78,0.424,$55.66,1.251,$52.93,2.475,$63.67,0.545,$33.97,0.372,$4.62,0.046,$25.09,0.13,$0.01,0,$100.21,1.326,0.002,0,$113.71,4.903,$45.31,0.556,$4.21,0.029,$0.16,0.003,$0.85,0.017,$26.41,0.263,$3.21,0.006,$7.79,0.027,$0.06,0.001,$0.21,0.003,$1.93,0.038,$13.85,0.386,$14.07,0.371,$38.87,2.104,$8.09,0.332,$92.12,0.995,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$80.33,0.55,$38.34,0.28,$18.11,0.14,$8.81,0.07,$4.38,0.04,$2.22,0.02,$1.14,0.01,$0.63,0.01,$0.37,0.01,$0.20,0
"$2,700",0.79%,"$1,464.75","$2,649.48",$41.75,0.043,$0.88,0.001,$160.71,1.015,$84.62,0.579,$28.44,0.291,$11.82,0.036,$0.30,0.004,$16.54,0.442,$57.62,1.272,$54.46,2.523,$65.73,0.56,$34.96,0.382,$4.75,0.047,$26.02,0.13,$0.01,0,$102.79,1.355,0.002,0,$116.97,4.991,$47.19,0.564,$4.48,0.03,$0.17,0.003,$0.90,0.018,$27.54,0.273,$3.51,0.007,$8.31,0.029,$0.07,0.001,$0.23,0.003,$2.07,0.04,$14.47,0.402,$14.60,0.381,$39.87,2.142,$8.71,0.342,$94.08,1.012,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$82.13,0.56,$39.55,0.29,$18.87,0.15,$9.27,0.08,$4.66,0.04,$2.39,0.02,$1.24,0.01,$0.70,0.01,$0.40,0.01,$0.23,0
"$2,800",0.75%,"$1,500.55","$2,749.96",$44.52,0.045,$0.96,0.001,$162.97,1.029,$86.94,0.594,$29.60,0.301,$12.64,0.037,$0.33,0.004,$17.40,0.463,$59.53,1.291,$55.87,2.569,$67.77,0.574,$35.94,0.391,$4.88,0.048,$26.95,0.13,$0.01,0,$105.46,1.383,0.002,0,$119.89,5.07,$49.20,0.573,$4.76,0.031,$0.18,0.003,$0.93,0.018,$28.67,0.283,$3.85,0.007,$8.79,0.03,$0.08,0.001,$0.25,0.003,$2.24,0.043,$15.16,0.42,$15.07,0.391,$40.81,2.178,$9.38,0.353,$96.07,1.03,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$83.82,0.57,$40.68,0.3,$19.57,0.15,$9.69,0.08,$4.91,0.04,$2.53,0.02,$1.32,0.01,$0.74,0.01,$0.43,0.01,$0.24,0
"$2,900",0.70%,"$1,535.62","$2,848.82",$47.04,0.046,$1.02,0.001,$165.10,1.041,$89.17,0.609,$30.75,0.311,$13.36,0.039,$0.35,0.004,$18.17,0.48,$61.32,1.309,$57.22,2.61,$69.66,0.587,$36.81,0.4,$5.01,0.049,$27.84,0.14,$0.00,0,$108.05,1.409,0.002,0,$122.77,5.147,$51.10,0.581,$5.02,0.031,$0.18,0.003,$0.96,0.019,$29.79,0.293,$4.17,0.008,$9.20,0.031,$0.09,0.001,$0.26,0.003,$2.41,0.045,$15.75,0.435,$15.47,0.399,$41.75,2.211,$10.12,0.363,$97.93,1.046,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$85.41,0.58,$41.75,0.3,$20.25,0.16,$10.11,0.08,$5.17,0.05,$2.70,0.03,$1.43,0.02,$0.81,0.01,$0.48,0.01,$0.27,0
"$3,000",0.68%,"$1,570.00","$2,949.27",$49.77,0.048,$1.08,0.001,$167.06,1.053,$91.26,0.622,$32.00,0.322,$14.10,0.041,$0.39,0.005,$19.02,0.502,$63.16,1.325,$58.53,2.651,$71.40,0.599,$37.63,0.408,$5.12,0.05,$28.66,0.14,$0.00,0,$110.60,1.434,0.002,0,$125.68,5.219,$52.97,0.59,$5.32,0.032,$0.19,0.003,$0.99,0.019,$31.00,0.303,$4.46,0.008,$9.64,0.033,$0.10,0.001,$0.29,0.003,$2.60,0.049,$16.43,0.453,$15.91,0.407,$42.63,2.244,$10.84,0.372,$99.76,1.061,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$86.88,0.59,$42.73,0.31,$20.87,0.16,$10.51,0.09,$5.42,0.05,$2.85,0.03,$1.52,0.02,$0.87,0.01,$0.51,0.01,$0.29,0
"$3,100",0.66%,"$1,603.73","$3,050.06",$52.55,0.05,$1.15,0.001,$169.05,1.064,$93.42,0.636,$33.19,0.333,$14.85,0.042,$0.40,0.005,$19.73,0.519,$64.91,1.342,$59.86,2.692,$73.16,0.611,$38.47,0.416,$5.25,0.051,$29.45,0.14,$0.01,0,$113.13,1.458,0.002,0,$128.49,5.291,$55.03,0.598,$5.58,0.033,$0.19,0.003,$1.04,0.02,$32.15,0.313,$4.76,0.008,$10.09,0.034,$0.10,0.002,$0.29,0.003,$2.73,0.051,$17.00,0.468,$16.36,0.416,$43.50,2.277,$11.58,0.382,$101.55,1.076,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$88.38,0.6,$43.76,0.32,$21.54,0.16,$10.92,0.09,$5.68,0.05,$3.02,0.03,$1.62,0.02,$0.94,0.01,$0.55,0.01,$0.32,0
"$3,200",0.64%,"$1,636.80","$3,149.90",$55.25,0.051,$1.24,0.001,$170.88,1.075,$95.54,0.65,$34.36,0.343,$15.63,0.044,$0.42,0.005,$20.53,0.537,$66.62,1.358,$61.14,2.733,$74.94,0.623,$39.33,0.425,$5.36,0.052,$30.26,0.15,$0.01,0,$115.57,1.483,0.002,0,$131.33,5.361,$57.13,0.607,$5.85,0.034,$0.19,0.003,$1.07,0.02,$33.29,0.323,$5.09,0.009,$10.54,0.035,$0.11,0.002,$0.32,0.004,$2.91,0.053,$17.63,0.484,$16.80,0.424,$44.34,2.308,$12.30,0.392,$103.26,1.091,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$89.79,0.61,$44.74,0.32,$22.17,0.17,$11.32,0.09,$5.92,0.05,$3.16,0.03,$1.71,0.02,$0.99,0.01,$0.59,0.01,$0.34,0.01
"$3,300",0.61%,"$1,669.25","$3,249.57",$58.11,0.053,$1.33,0.001,$172.73,1.087,$97.54,0.662,$35.50,0.353,$16.44,0.046,$0.46,0.006,$21.31,0.556,$68.28,1.373,$62.39,2.772,$76.65,0.635,$40.15,0.433,$5.47,0.053,$31.03,0.15,$0.00,0,$118.16,1.508,0.002,0,$133.95,5.425,$59.13,0.615,$6.11,0.035,$0.20,0.003,$1.11,0.021,$34.39,0.332,$5.43,0.009,$11.01,0.037,$0.12,0.002,$0.35,0.004,$3.06,0.056,$18.26,0.5,$17.20,0.432,$45.19,2.339,$13.11,0.401,$105.05,1.107,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,$91.21,0.62,$45.73,0.33,$22.84,0.17,$11.76,0.09,$6.20,0.05,$3.34,0.03,$1.83,0.02,$1.07,0.01,$0.64,0.01,$0.38,0.01
"$3,400",0.59%,"$1,701.10","$3,349.76",$61.00,0.055,$1.41,0.001,$174.41,1.096,$99.56,0.675,$36.60,0.362,$17.22,0.047,$0.50,0.006,$22.04,0.574,$69.90,1.388,$63.57,2.807,$78.35,0.646,$40.95,0.44,$5.58,0.053,$31.82,0.15,$0.01,0,$120.67,1.531,0.002,0,$136.53,5.488,$61.29,0.624,$6.42,0.036,$0.21,0.004,$1.14,0.021,$35.46,0.341,$5.77,0.009,$11.45,0.038,$0.13,0.002,$0.37,0.004,$3.19,0.058,$18.85,0.515,$17.61,0.44,$45.96,2.367,$13.95,0.411,$106.71,1.12,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,$92.47,0.62,$46.59,0.33,$23.40,0.18,$12.11,0.1,$6.44,0.05,$3.49,0.03,$1.92,0.02,$1.13,0.01,$0.68,0.01,$0.41,0.01
"$3,500",0.56%,"$1,732.37","$3,449.73",$63.76,0.056,$1.54,0.001,$176.00,1.106,$101.55,0.688,$37.67,0.371,$17.97,0.049,$0.54,0.006,$22.77,0.591,$71.57,1.402,$64.71,2.84,$79.97,0.656,$41.67,0.447,$5.68,0.054,$32.62,0.15,$0.01,0,$123.01,1.553,0.002,0,$139.01,5.549,$63.42,0.632,$6.73,0.037,$0.22,0.004,$1.20,0.022,$36.47,0.35,$6.13,0.01,$11.84,0.039,$0.14,0.002,$0.40,0.004,$3.33,0.061,$19.44,0.53,$17.96,0.447,$46.76,2.392,$14.71,0.42,$108.30,1.133,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,$93.69,0.63,$47.43,0.34,$23.95,0.18,$12.46,0.1,$6.66,0.06,$3.63,0.03,$2.01,0.02,$1.19,0.01,$0.72,0.01,$0.43,0.01
"$3,600",0.54%,"$1,763.09","$3,548.80",$66.11,0.057,$1.62,0.001,$177.57,1.115,$103.55,0.701,$38.85,0.381,$18.74,0.05,$0.57,0.007,$23.44,0.607,$73.14,1.414,$65.86,2.872,$81.45,0.666,$42.37,0.454,$5.79,0.055,$33.28,0.16,$0.01,0,$125.41,1.575,0.002,0,$141.53,5.61,$65.61,0.64,$7.05,0.038,$0.23,0.004,$1.25,0.022,$37.60,0.359,$6.46,0.01,$12.29,0.04,$0.15,0.002,$0.42,0.005,$3.46,0.063,$19.99,0.544,$18.33,0.454,$47.53,2.418,$15.51,0.429,$109.90,1.147,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,$94.91,0.64,$48.28,0.34,$24.51,0.18,$12.83,0.1,$6.90,0.06,$3.78,0.03,$2.11,0.02,$1.25,0.01,$0.76,0.01,$0.46,0.01
"$3,700",0.53%,"$1,793.27","$3,649.18",$68.67,0.059,$1.75,0.001,$179.06,1.124,$105.52,0.714,$40.07,0.392,$19.51,0.052,$0.59,0.007,$24.28,0.626,$74.78,1.428,$66.97,2.906,$82.94,0.676,$43.05,0.46,$5.89,0.056,$34.00,0.16,$0.01,0,$127.90,1.598,0.002,0,$143.97,5.668,$67.86,0.648,$7.32,0.038,$0.23,0.004,$1.30,0.023,$38.77,0.369,$6.84,0.011,$12.66,0.041,$0.15,0.002,$0.44,0.005,$3.64,0.066,$20.64,0.56,$18.70,0.461,$48.27,2.445,$16.41,0.438,$111.49,1.16,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,$96.05,0.65,$49.09,0.35,$25.06,0.19,$13.19,0.1,$7.14,0.06,$3.95,0.04,$2.22,0.02,$1.33,0.01,$0.82,0.01,$0.50,0.01
