plan_id,age,premium_single
70285CA8170612,55,1122.360000000
70285CA8170612,57,1226.550000000
70285CA8170612,58,1282.410000000
70285CA8170612,61,1414.280000000
70285CA8170612,59,1310.100000000
70285CA8170612,60,1365.960000000
70285CA8170612,64,1509.910000000
70285CA8170612,63,1485.750000000
70285CA8170612,62,1445.990000000
70285CA8170612,65,1509.910000000
70285CA8170995,0,288.400000000
70285CA8170995,1,288.400000000
70285CA8170995,2,288.400000000
70285CA8170995,4,288.400000000
70285CA8170995,6,288.400000000
70285CA8170995,3,288.400000000
70285CA8170995,5,288.400000000
70285CA8170995,11,288.400000000
70285CA8170995,9,288.400000000
70285CA8170995,10,288.400000000
70285CA8170995,8,288.400000000
70285CA8170995,7,288.400000000
70285CA8170995,12,288.400000000
70285CA8170995,13,288.400000000
70285CA8170995,14,288.400000000
70285CA8170995,18,344.190000000
70285CA8170995,19,354.750000000
70285CA8170995,16,323.840000000
70285CA8170995,15,314.040000000
70285CA8170995,17,333.640000000
70285CA8170995,22,376.990000000
70285CA8170995,20,365.680000000
70285CA8170995,21,376.990000000
70285CA8170995,25,378.500000000
70285CA8170995,26,386.040000000
70285CA8170995,24,376.990000000
70285CA8170995,23,376.990000000
70285CA8170995,30,427.890000000
70285CA8170995,27,395.090000000
70285CA8170995,29,421.850000000
70285CA8170995,28,409.790000000
70285CA8170995,31,436.930000000
70285CA8170995,32,445.980000000
70285CA8170995,33,451.640000000
70285CA8170995,34,457.670000000
70285CA8170995,35,460.690000000
70285CA8170995,37,466.720000000
70285CA8170995,36,463.700000000
70285CA8170995,38,469.730000000
70285CA8170995,39,475.760000000
70285CA8170995,40,481.800000000
70285CA8170995,43,511.580000000
70285CA8170995,41,490.840000000
70285CA8170995,44,526.660000000
70285CA8170995,42,499.520000000
70285CA8170995,46,565.490000000
70285CA8170995,47,589.240000000
70285CA8170995,49,643.150000000
70285CA8170995,45,544.380000000
70285CA8170995,48,616.380000000
70285CA8170995,50,673.310000000
70285CA8170995,52,735.890000000
70285CA8170995,51,703.090000000
70285CA8170995,55,840.690000000
70285CA8170995,53,769.070000000
70285CA8170995,54,804.880000000
70285CA8170995,56,879.520000000
70285CA8170995,58,960.580000000
70285CA8170995,57,918.730000000
70285CA8170995,60,1023.160000000
70285CA8170995,61,1059.350000000
70285CA8170995,59,981.310000000
70285CA8170995,63,1112.880000000
70285CA8170995,64,1130.980000000
70285CA8170995,62,1083.100000000
70285CA8170995,65,1130.980000000
70285CA8171059,2,295.600000000
70285CA8171059,0,295.600000000
70285CA8171059,1,295.600000000
70285CA8171059,6,295.600000000
70285CA8171059,4,295.600000000
70285CA8171059,5,295.600000000
70285CA8171059,3,295.600000000
70285CA8171059,7,295.600000000
70285CA8171059,9,295.600000000
70285CA8171059,10,295.600000000
70285CA8171059,8,295.600000000
70285CA8171059,11,295.600000000
70285CA8171059,14,295.600000000
70285CA8171059,12,295.600000000
70285CA8171059,13,295.600000000
70285CA8171059,18,352.790000000
70285CA8171059,15,321.880000000
70285CA8171059,17,341.970000000
70285CA8171059,16,331.920000000
70285CA8171059,19,363.610000000
70285CA8171059,21,386.410000000
70285CA8171059,22,386.410000000
70285CA8171059,20,374.810000000
70285CA8171059,24,386.410000000
70285CA8171059,25,387.950000000
70285CA8171059,23,386.410000000
70285CA8171059,29,432.390000000
70285CA8171059,27,404.950000000
70285CA8171059,28,420.020000000
70285CA8171059,26,395.680000000
70285CA8171059,32,457.120000000
70285CA8171059,31,447.840000000
70285CA8171059,34,469.100000000
70285CA8171059,33,462.910000000
70285CA8171059,30,438.570000000
70285CA8171059,35,472.190000000
70285CA8171059,37,478.370000000
70285CA8171059,36,475.280000000
70285CA8171059,40,493.830000000
70285CA8171059,38,481.460000000
70285CA8171059,39,487.640000000
70285CA8171059,44,539.810000000
70285CA8171059,41,503.100000000
70285CA8171059,43,524.350000000
70285CA8171059,42,511.990000000
70285CA8171059,46,579.610000000
70285CA8171059,47,603.950000000
70285CA8171059,48,631.770000000
70285CA8171059,45,557.970000000
70285CA8171059,50,690.120000000
70285CA8171059,49,659.210000000
70285CA8171059,51,720.650000000
70285CA8171059,52,754.260000000
70285CA8171059,55,861.690000000
70285CA8171059,53,788.270000000
70285CA8171059,56,901.490000000
70285CA8171059,54,824.980000000
70285CA8171059,60,1048.710000000
70285CA8171059,58,984.560000000
70285CA8171059,57,941.670000000
70285CA8171059,59,1005.820000000
70285CA8171059,63,1140.670000000
70285CA8171059,62,1110.150000000
70285CA8171059,61,1085.800000000
70285CA8171059,64,1159.220000000
70285CA8171059,65,1159.220000000
70285CA8160005,0,448.420000000
70285CA8160005,1,448.420000000
70285CA8160005,2,448.420000000
70285CA8160005,4,448.420000000
70285CA8160005,3,448.420000000
70285CA8160005,8,448.420000000
70285CA8160005,9,448.420000000
70285CA8160005,5,448.420000000
70285CA8160005,6,448.420000000
70285CA8160005,7,448.420000000
70285CA8160005,12,448.420000000
70285CA8160005,13,448.420000000
70285CA8160005,10,448.420000000
70285CA8160005,11,448.420000000
70285CA8160005,16,503.520000000
70285CA8160005,15,488.280000000
70285CA8160005,14,448.420000000
70285CA8160005,18,535.180000000
70285CA8160005,17,518.770000000
70285CA8160005,19,551.590000000
70285CA8160005,20,568.590000000
70285CA8160005,21,586.180000000
70285CA8160005,22,586.180000000
70285CA8160005,24,586.180000000
70285CA8160005,26,600.240000000
70285CA8160005,23,586.180000000
70285CA8160005,25,588.520000000
70285CA8160005,27,614.310000000
70285CA8160005,28,637.170000000
70285CA8160005,29,655.930000000
70285CA8160005,30,665.310000000
70285CA8160005,31,679.380000000
70285CA8160005,33,702.240000000
70285CA8160005,34,711.620000000
70285CA8160005,32,693.450000000
70285CA8160005,35,716.310000000
70285CA8160005,36,721.000000000
70285CA8160005,37,725.680000000
70285CA8160005,38,730.370000000
70285CA8160005,39,739.750000000
70285CA8160005,42,776.680000000
70285CA8160005,40,749.130000000
70285CA8160005,41,763.200000000
70285CA8160005,43,795.440000000
70285CA8160005,46,879.260000000
70285CA8160005,44,818.890000000
70285CA8160005,45,846.440000000
70285CA8160005,47,916.190000000
70285CA8160005,49,1000.020000000
70285CA8160005,50,1046.910000000
70285CA8160005,48,958.400000000
70285CA8160005,53,1195.800000000
70285CA8160005,51,1093.220000000
70285CA8160005,52,1144.210000000
70285CA8160005,56,1367.550000000
70285CA8160005,54,1251.480000000
70285CA8160005,55,1307.170000000
70285CA8160005,59,1525.810000000
70285CA8160005,58,1493.570000000
70285CA8160005,60,1590.880000000
70285CA8160005,57,1428.510000000
70285CA8160005,63,1730.390000000
70285CA8160005,62,1684.080000000
70285CA8160005,64,1758.530000000
70285CA8160005,61,1647.150000000
70285CA8160005,65,1758.530000000
70285CA8160008,0,389.700000000
70285CA8160008,1,389.700000000
70285CA8160008,3,389.700000000
70285CA8160008,2,389.700000000
70285CA8160008,5,389.700000000
70285CA8160008,4,389.700000000
70285CA8160008,6,389.700000000
70285CA8160008,9,389.700000000
70285CA8160008,8,389.700000000
70285CA8160008,10,389.700000000
70285CA8160008,7,389.700000000
70285CA8160008,12,389.700000000
70285CA8160008,14,389.700000000
70285CA8160008,11,389.700000000
70285CA8160008,13,389.700000000
70285CA8160008,18,465.090000000
70285CA8160008,16,437.580000000
70285CA8160008,17,450.820000000
70285CA8160008,15,424.330000000
70285CA8160008,21,509.410000000
70285CA8160008,19,479.350000000
70285CA8160008,22,509.410000000
70285CA8160008,20,494.120000000
70285CA8160008,24,509.410000000
70285CA8160008,25,511.440000000
70285CA8160008,26,521.630000000
70285CA8160008,23,509.410000000
70285CA8160008,27,533.860000000
70285CA8160008,29,570.020000000
70285CA8160008,28,553.720000000
70285CA8160008,31,590.400000000
70285CA8160008,30,578.180000000
70285CA8160008,32,602.630000000
70285CA8160008,34,618.420000000
70285CA8160008,33,610.270000000
70285CA8160008,35,622.490000000
70285CA8160008,39,642.870000000
70285CA8160008,36,626.570000000
70285CA8160008,37,630.640000000
70285CA8160008,38,634.720000000
70285CA8160008,40,651.020000000
70285CA8160008,42,674.960000000
70285CA8160008,41,663.250000000
70285CA8160008,43,691.260000000
70285CA8160008,45,735.580000000
70285CA8160008,47,796.200000000
70285CA8160008,46,764.110000000
70285CA8160008,44,711.640000000
70285CA8160008,48,832.880000000
70285CA8160008,49,869.050000000
70285CA8160008,50,909.800000000
70285CA8160008,54,1087.580000000
70285CA8160008,53,1039.190000000
70285CA8160008,51,950.040000000
70285CA8160008,55,1135.970000000
70285CA8160008,52,994.360000000
70285CA8160008,56,1188.440000000
70285CA8160008,58,1297.960000000
70285CA8160008,59,1325.980000000
70285CA8160008,57,1241.420000000
70285CA8160008,63,1503.760000000
70285CA8160008,61,1431.430000000
70285CA8160008,60,1382.530000000
70285CA8160008,62,1463.520000000
70285CA8160008,65,1528.220000000
70285CA8160008,64,1528.220000000
70285CA8160013,2,344.840000000
70285CA8160013,1,344.840000000
70285CA8160013,0,344.840000000
70285CA8160013,3,344.840000000
70285CA8160013,5,344.840000000
70285CA8160013,6,344.840000000
70285CA8160013,4,344.840000000
70285CA8160013,9,344.840000000
70285CA8160013,8,344.840000000
70285CA8160013,7,344.840000000
70285CA8160013,10,344.840000000
70285CA8160013,11,344.840000000
70285CA8160013,14,344.840000000
70285CA8160013,12,344.840000000
70285CA8160013,13,344.840000000
70285CA8160013,18,411.560000000
70285CA8160013,17,398.940000000
70285CA8160013,16,387.220000000
70285CA8160013,15,375.500000000
70285CA8160013,21,450.780000000
70285CA8160013,19,424.180000000
70285CA8160013,20,437.250000000
70285CA8160013,22,450.780000000
70285CA8160013,23,450.780000000
70285CA8160013,24,450.780000000
70285CA8160013,25,452.580000000
70285CA8160013,26,461.590000000
70285CA8160013,29,504.420000000
70285CA8160013,27,472.410000000
70285CA8160013,30,511.630000000
70285CA8160013,28,489.990000000
70285CA8160013,33,540.030000000
70285CA8160013,35,550.850000000
70285CA8160013,34,547.240000000
70285CA8160013,31,522.450000000
70285CA8160013,32,533.270000000
70285CA8160013,37,558.060000000
70285CA8160013,36,554.450000000
70285CA8160013,38,561.670000000
70285CA8160013,39,568.880000000
70285CA8160013,43,611.700000000
70285CA8160013,40,576.090000000
70285CA8160013,42,597.280000000
70285CA8160013,41,586.910000000
70285CA8160013,45,650.920000000
70285CA8160013,46,676.160000000
70285CA8160013,44,629.730000000
70285CA8160013,47,704.560000000
70285CA8160013,51,840.700000000
70285CA8160013,49,769.020000000
70285CA8160013,50,805.090000000
70285CA8160013,48,737.020000000
70285CA8160013,53,919.580000000
70285CA8160013,54,962.410000000
70285CA8160013,52,879.910000000
70285CA8160013,55,1005.230000000
70285CA8160013,57,1098.540000000
70285CA8160013,56,1051.660000000
70285CA8160013,58,1148.580000000
70285CA8160013,59,1173.370000000
70285CA8160013,61,1266.680000000
70285CA8160013,60,1223.410000000
70285CA8160013,62,1295.080000000
70285CA8160013,65,1352.330000000
70285CA8160013,63,1330.690000000
70285CA8160013,64,1352.330000000
70285CA8160067,1,459.800000000
70285CA8160067,0,459.800000000
70285CA8160067,4,459.800000000
70285CA8160067,3,459.800000000
70285CA8160067,2,459.800000000
70285CA8160067,5,459.800000000
70285CA8160067,6,459.800000000
70285CA8160067,7,459.800000000
70285CA8160067,11,459.800000000
70285CA8160067,8,459.800000000
70285CA8160067,9,459.800000000
70285CA8160067,10,459.800000000
70285CA8160067,15,500.670000000
70285CA8160067,12,459.800000000
70285CA8160067,13,459.800000000
70285CA8160067,14,459.800000000
70285CA8160067,17,531.920000000
70285CA8160067,16,516.300000000
70285CA8160067,18,548.750000000
70285CA8160067,20,583.010000000
70285CA8160067,22,601.040000000
70285CA8160067,19,565.580000000
70285CA8160067,21,601.040000000
70285CA8160067,24,601.040000000
70285CA8160067,25,603.450000000
70285CA8160067,23,601.040000000
70285CA8160067,29,672.570000000
70285CA8160067,26,615.470000000
70285CA8160067,27,629.890000000
70285CA8160067,28,653.330000000
70285CA8160067,31,696.610000000
70285CA8160067,32,711.040000000
70285CA8160067,33,720.050000000
70285CA8160067,30,682.180000000
70285CA8160067,36,739.280000000
70285CA8160067,34,729.670000000
70285CA8160067,35,734.480000000
70285CA8160067,39,758.520000000
70285CA8160067,38,748.900000000
70285CA8160067,37,744.090000000
70285CA8160067,40,768.130000000
70285CA8160067,42,796.380000000
70285CA8160067,41,782.560000000
70285CA8160067,44,839.660000000
70285CA8160067,43,815.620000000
70285CA8160067,46,901.570000000
70285CA8160067,45,867.910000000
70285CA8160067,49,1025.380000000
70285CA8160067,50,1073.460000000
70285CA8160067,47,939.430000000
70285CA8160067,48,982.710000000
70285CA8160067,54,1283.230000000
70285CA8160067,53,1226.130000000
70285CA8160067,52,1173.240000000
70285CA8160067,51,1120.950000000
70285CA8160067,58,1531.460000000
70285CA8160067,57,1464.740000000
70285CA8160067,56,1402.240000000
70285CA8160067,55,1340.330000000
70285CA8160067,61,1688.930000000
70285CA8160067,60,1631.230000000
70285CA8160067,59,1564.520000000
70285CA8160067,64,1803.130000000
70285CA8160067,62,1726.800000000
70285CA8160067,65,1803.130000000
70285CA8160067,63,1774.280000000
70285CA8160069,0,447.080000000
70285CA8160069,4,447.080000000
70285CA8160069,1,447.080000000
70285CA8160069,2,447.080000000
70285CA8160069,3,447.080000000
70285CA8160069,5,447.080000000
70285CA8160069,6,447.080000000
70285CA8160069,7,447.080000000
70285CA8160069,10,447.080000000
70285CA8160069,9,447.080000000
70285CA8160069,11,447.080000000
70285CA8160069,8,447.080000000
70285CA8160069,12,447.080000000
70285CA8160069,13,447.080000000
70285CA8160069,15,486.820000000
70285CA8160069,14,447.080000000
70285CA8160069,17,517.210000000
70285CA8160069,16,502.020000000
70285CA8160069,19,549.940000000
70285CA8160069,18,533.580000000
70285CA8160069,23,584.420000000
70285CA8160069,21,584.420000000
70285CA8160069,22,584.420000000
70285CA8160069,20,566.890000000
70285CA8160069,25,586.760000000
70285CA8160069,27,612.480000000
70285CA8160069,24,584.420000000
70285CA8160069,26,598.450000000
70285CA8160069,29,653.970000000
70285CA8160069,28,635.270000000
70285CA8160069,30,663.320000000
70285CA8160069,31,677.350000000
70285CA8160069,35,714.170000000
70285CA8160069,33,700.140000000
70285CA8160069,32,691.370000000
70285CA8160069,34,709.490000000
70285CA8160069,38,728.190000000
70285CA8160069,36,718.840000000
70285CA8160069,37,723.520000000
70285CA8160069,41,760.920000000
70285CA8160069,39,737.540000000
70285CA8160069,40,746.890000000
70285CA8160069,42,774.360000000
70285CA8160069,45,843.910000000
70285CA8160069,44,816.440000000
70285CA8160069,43,793.060000000
70285CA8160069,47,913.450000000
70285CA8160069,48,955.530000000
70285CA8160069,46,876.640000000
70285CA8160069,52,1140.800000000
70285CA8160069,51,1089.950000000
70285CA8160069,50,1043.780000000
70285CA8160069,49,997.030000000
70285CA8160069,54,1247.740000000
70285CA8160069,53,1192.220000000
70285CA8160069,55,1303.260000000
70285CA8160069,56,1363.460000000
70285CA8160069,59,1521.250000000
70285CA8160069,60,1586.130000000
70285CA8160069,58,1489.110000000
70285CA8160069,57,1424.240000000
70285CA8160069,63,1725.220000000
70285CA8160069,64,1753.270000000
70285CA8160069,61,1642.230000000
70285CA8160069,62,1679.050000000
70285CA8160069,65,1753.270000000
70285CA8160070,1,387.480000000
70285CA8160070,0,387.480000000
70285CA8160070,3,387.480000000
70285CA8160070,4,387.480000000
70285CA8160070,2,387.480000000
70285CA8160070,7,387.480000000
70285CA8160070,6,387.480000000
70285CA8160070,5,387.480000000
70285CA8160070,8,387.480000000
70285CA8160070,11,387.480000000
70285CA8160070,12,387.480000000
70285CA8160070,10,387.480000000
70285CA8160070,9,387.480000000
70285CA8160070,13,387.480000000
70285CA8160070,15,421.920000000
70285CA8160070,14,387.480000000
70285CA8160070,16,435.090000000
70285CA8160070,20,491.310000000
70285CA8160070,18,462.440000000
70285CA8160070,19,476.620000000
70285CA8160070,17,448.260000000
70285CA8160070,22,506.500000000
70285CA8160070,23,506.500000000
70285CA8160070,21,506.500000000
70285CA8160070,26,518.660000000
70285CA8160070,25,508.530000000
70285CA8160070,24,506.500000000
70285CA8160070,29,566.780000000
70285CA8160070,27,530.820000000
70285CA8160070,28,550.570000000
70285CA8160070,30,574.880000000
70285CA8160070,33,606.790000000
70285CA8160070,34,614.900000000
70285CA8160070,32,599.190000000
70285CA8160070,31,587.040000000
70285CA8160070,38,631.100000000
70285CA8160070,36,623.000000000
70285CA8160070,37,627.050000000
70285CA8160070,35,618.950000000
70285CA8160070,40,647.310000000
70285CA8160070,41,659.470000000
70285CA8160070,42,671.120000000
70285CA8160070,39,639.210000000
70285CA8160070,43,687.330000000
70285CA8160070,46,759.760000000
70285CA8160070,44,707.590000000
70285CA8160070,45,731.390000000
70285CA8160070,47,791.670000000
70285CA8160070,50,904.620000000
70285CA8160070,49,864.100000000
70285CA8160070,48,828.130000000
70285CA8160070,53,1033.270000000
70285CA8160070,54,1081.390000000
70285CA8160070,51,944.630000000
70285CA8160070,52,988.700000000
70285CA8160070,57,1234.350000000
70285CA8160070,56,1181.670000000
70285CA8160070,55,1129.500000000
70285CA8160070,60,1374.650000000
70285CA8160070,61,1423.280000000
70285CA8160070,59,1318.430000000
70285CA8160070,58,1290.570000000
70285CA8160070,62,1455.190000000
70285CA8160070,63,1495.200000000
70285CA8160070,65,1519.510000000
70285CA8160070,64,1519.510000000
70285CA8160076,0,351.400000000
70285CA8160076,3,351.400000000
70285CA8160076,1,351.400000000
70285CA8160076,2,351.400000000
70285CA8160076,4,351.400000000
70285CA8160076,5,351.400000000
70285CA8160076,6,351.400000000
70285CA8160076,8,351.400000000
70285CA8160076,7,351.400000000
70285CA8160076,10,351.400000000
70285CA8160076,11,351.400000000
70285CA8160076,9,351.400000000
70285CA8160076,12,351.400000000
70285CA8160076,14,351.400000000
70285CA8160076,15,382.630000000
70285CA8160076,13,351.400000000
70285CA8160076,16,394.570000000
70285CA8160076,18,419.380000000
70285CA8160076,17,406.520000000
70285CA8160076,19,432.240000000
70285CA8160076,22,459.340000000
70285CA8160076,21,459.340000000
70285CA8160076,20,445.560000000
70285CA8160076,24,459.340000000
70285CA8160076,26,470.360000000
70285CA8160076,25,461.180000000
70285CA8160076,23,459.340000000
70285CA8160076,28,499.300000000
70285CA8160076,27,481.390000000
70285CA8160076,30,521.350000000
70285CA8160076,29,514.000000000
70285CA8160076,31,532.380000000
70285CA8160076,32,543.400000000
70285CA8160076,34,557.640000000
70285CA8160076,33,550.290000000
70285CA8160076,36,564.990000000
70285CA8160076,35,561.310000000
70285CA8160076,38,572.340000000
70285CA8160076,37,568.660000000
70285CA8160076,41,598.060000000
70285CA8160076,40,587.040000000
70285CA8160076,39,579.690000000
70285CA8160076,42,608.630000000
70285CA8160076,45,663.290000000
70285CA8160076,43,623.330000000
70285CA8160076,46,689.010000000
70285CA8160076,44,641.700000000
70285CA8160076,47,717.950000000
70285CA8160076,48,751.020000000
70285CA8160076,49,783.630000000
70285CA8160076,51,856.670000000
70285CA8160076,53,937.050000000
70285CA8160076,52,896.630000000
70285CA8160076,50,820.380000000
70285CA8160076,54,980.690000000
70285CA8160076,56,1071.640000000
70285CA8160076,55,1024.330000000
70285CA8160076,58,1170.400000000
70285CA8160076,57,1119.410000000
70285CA8160076,59,1195.660000000
70285CA8160076,62,1319.690000000
70285CA8160076,60,1246.650000000
70285CA8160076,61,1290.750000000
70285CA8160076,65,1378.020000000
70285CA8160076,63,1355.970000000
70285CA8160076,64,1378.020000000
70285CA8160305,0,528.830000000
70285CA8160305,2,528.830000000
70285CA8160305,1,528.830000000
70285CA8160305,4,528.830000000
70285CA8160305,5,528.830000000
70285CA8160305,3,528.830000000
70285CA8160305,9,528.830000000
70285CA8160305,6,528.830000000
70285CA8160305,7,528.830000000
70285CA8160305,8,528.830000000
70285CA8160305,11,528.830000000
70285CA8160305,13,528.830000000
70285CA8160305,10,528.830000000
70285CA8160305,12,528.830000000
70285CA8160305,14,528.830000000
70285CA8160305,16,593.810000000
70285CA8160305,15,575.840000000
70285CA8160305,17,611.790000000
70285CA8160305,18,631.140000000
70285CA8160305,20,670.540000000
70285CA8160305,19,650.500000000
70285CA8160305,21,691.280000000
70285CA8160305,23,691.280000000
70285CA8160305,24,691.280000000
70285CA8160305,25,694.050000000
70285CA8160305,22,691.280000000
70285CA8160305,27,724.460000000
70285CA8160305,26,707.870000000
70285CA8160305,29,773.550000000
70285CA8160305,28,751.420000000
70285CA8160305,30,784.610000000
70285CA8160305,33,828.160000000
70285CA8160305,32,817.790000000
70285CA8160305,31,801.200000000
70285CA8160305,35,844.750000000
70285CA8160305,34,839.220000000
70285CA8160305,36,850.280000000
70285CA8160305,37,855.810000000
70285CA8160305,38,861.340000000
70285CA8160305,40,883.460000000
70285CA8160305,39,872.400000000
70285CA8160305,43,938.070000000
70285CA8160305,41,900.050000000
70285CA8160305,42,915.950000000
70285CA8160305,45,998.210000000
70285CA8160305,44,965.720000000
70285CA8160305,46,1036.920000000
70285CA8160305,47,1080.480000000
70285CA8160305,50,1234.630000000
70285CA8160305,51,1289.240000000
70285CA8160305,48,1130.250000000
70285CA8160305,49,1179.330000000
70285CA8160305,53,1410.220000000
70285CA8160305,52,1349.380000000
70285CA8160305,54,1475.890000000
70285CA8160305,55,1541.560000000
70285CA8160305,58,1761.390000000
70285CA8160305,56,1612.760000000
70285CA8160305,57,1684.660000000
70285CA8160305,60,1876.140000000
70285CA8160305,61,1942.510000000
70285CA8160305,59,1799.410000000
70285CA8160305,62,1986.060000000
70285CA8160305,64,2073.850000000
70285CA8160305,65,2073.850000000
70285CA8160305,63,2040.670000000
70285CA8160744,2,457.740000000
70285CA8160744,0,457.740000000
70285CA8160744,1,457.740000000
70285CA8160744,3,457.740000000
70285CA8160744,4,457.740000000
70285CA8160744,5,457.740000000
70285CA8160744,9,457.740000000
70285CA8160744,7,457.740000000
70285CA8160744,8,457.740000000
70285CA8160744,6,457.740000000
70285CA8160744,11,457.740000000
70285CA8160744,13,457.740000000
70285CA8160744,10,457.740000000
70285CA8160744,12,457.740000000
70285CA8160744,14,457.740000000
70285CA8160744,15,498.430000000
70285CA8160744,17,529.550000000
70285CA8160744,16,513.990000000
70285CA8160744,19,563.060000000
70285CA8160744,20,580.410000000
70285CA8160744,18,546.300000000
70285CA8160744,23,598.360000000
70285CA8160744,21,598.360000000
70285CA8160744,22,598.360000000
70285CA8160744,24,598.360000000
70285CA8160744,26,612.720000000
70285CA8160744,25,600.750000000
70285CA8160744,29,669.560000000
70285CA8160744,27,627.080000000
70285CA8160744,28,650.420000000
70285CA8160744,30,679.140000000
70285CA8160744,31,693.500000000
70285CA8160744,32,707.860000000
70285CA8160744,33,716.830000000
70285CA8160744,35,731.190000000
70285CA8160744,34,726.410000000
70285CA8160744,37,740.770000000
70285CA8160744,36,735.980000000
70285CA8160744,40,764.700000000
70285CA8160744,41,779.060000000
70285CA8160744,38,745.560000000
70285CA8160744,39,755.130000000
70285CA8160744,44,835.910000000
70285CA8160744,42,792.830000000
70285CA8160744,43,811.970000000
70285CA8160744,45,864.030000000
70285CA8160744,47,935.240000000
70285CA8160744,48,978.320000000
70285CA8160744,46,897.540000000
70285CA8160744,52,1168.000000000
70285CA8160744,49,1020.800000000
70285CA8160744,50,1068.670000000
70285CA8160744,51,1115.940000000
70285CA8160744,55,1334.340000000
70285CA8160744,53,1220.650000000
70285CA8160744,54,1277.500000000
70285CA8160744,58,1524.620000000
70285CA8160744,56,1395.970000000
70285CA8160744,59,1557.530000000
70285CA8160744,57,1458.200000000
70285CA8160744,62,1719.090000000
70285CA8160744,60,1623.950000000
70285CA8160744,61,1681.390000000
70285CA8160744,64,1795.080000000
70285CA8160744,63,1766.360000000
70285CA8160744,65,1795.080000000
70285CA8160821,1,342.130000000
70285CA8160821,0,342.130000000
70285CA8160821,2,342.130000000
70285CA8160821,3,342.130000000
70285CA8160821,5,342.130000000
70285CA8160821,4,342.130000000
70285CA8160821,7,342.130000000
70285CA8160821,10,342.130000000
70285CA8160821,9,342.130000000
70285CA8160821,6,342.130000000
70285CA8160821,8,342.130000000
70285CA8160821,13,342.130000000
70285CA8160821,11,342.130000000
70285CA8160821,12,342.130000000
70285CA8160821,17,395.800000000
70285CA8160821,15,372.550000000
70285CA8160821,18,408.320000000
70285CA8160821,16,384.170000000
70285CA8160821,14,342.130000000
70285CA8160821,20,433.820000000
70285CA8160821,22,447.230000000
70285CA8160821,21,447.230000000
70285CA8160821,19,420.850000000
70285CA8160821,24,447.230000000
70285CA8160821,25,449.020000000
70285CA8160821,26,457.970000000
70285CA8160821,23,447.230000000
70285CA8160821,27,468.700000000
70285CA8160821,29,500.450000000
70285CA8160821,28,486.140000000
70285CA8160821,30,507.610000000
70285CA8160821,32,529.080000000
70285CA8160821,31,518.340000000
70285CA8160821,34,542.940000000
70285CA8160821,33,535.790000000
70285CA8160821,35,546.520000000
70285CA8160821,37,553.670000000
70285CA8160821,36,550.100000000
70285CA8160821,39,564.410000000
70285CA8160821,40,571.560000000
70285CA8160821,38,557.250000000
70285CA8160821,44,624.780000000
70285CA8160821,42,592.580000000
70285CA8160821,43,606.900000000
70285CA8160821,41,582.300000000
70285CA8160821,48,731.230000000
70285CA8160821,45,645.800000000
70285CA8160821,46,670.850000000
70285CA8160821,47,699.030000000
70285CA8160821,52,873.000000000
70285CA8160821,50,798.760000000
70285CA8160821,49,762.980000000
70285CA8160821,51,834.090000000
70285CA8160821,54,954.840000000
70285CA8160821,53,912.360000000
70285CA8160821,56,1043.390000000
70285CA8160821,55,997.330000000
70285CA8160821,57,1089.910000000
70285CA8160821,58,1139.550000000
70285CA8160821,59,1164.150000000
70285CA8160821,62,1284.900000000
70285CA8160821,61,1256.730000000
70285CA8160821,63,1320.230000000
70285CA8160821,60,1213.790000000
70285CA8160821,65,1341.700000000
70285CA8160821,64,1341.700000000
70285CA8160823,0,348.690000000
70285CA8160823,1,348.690000000
70285CA8160823,2,348.690000000
70285CA8160823,3,348.690000000
70285CA8160823,5,348.690000000
70285CA8160823,4,348.690000000
70285CA8160823,8,348.690000000
70285CA8160823,6,348.690000000
70285CA8160823,7,348.690000000
70285CA8160823,10,348.690000000
70285CA8160823,9,348.690000000
70285CA8160823,12,348.690000000
70285CA8160823,11,348.690000000
70285CA8160823,13,348.690000000
70285CA8160823,16,391.530000000
70285CA8160823,15,379.680000000
70285CA8160823,14,348.690000000
70285CA8160823,18,416.140000000
70285CA8160823,17,403.380000000
70285CA8160823,19,428.910000000
70285CA8160823,20,442.120000000
70285CA8160823,22,455.800000000
70285CA8160823,21,455.800000000
70285CA8160823,24,455.800000000
70285CA8160823,23,455.800000000
70285CA8160823,25,457.620000000
70285CA8160823,26,466.740000000
70285CA8160823,27,477.680000000
70285CA8160823,29,510.040000000
70285CA8160823,28,495.450000000
70285CA8160823,30,517.330000000
70285CA8160823,32,539.210000000
70285CA8160823,31,528.270000000
70285CA8160823,33,546.050000000
70285CA8160823,34,553.340000000
70285CA8160823,35,556.980000000
70285CA8160823,36,560.630000000
70285CA8160823,39,575.220000000
70285CA8160823,37,564.280000000
70285CA8160823,38,567.920000000
70285CA8160823,40,582.510000000
70285CA8160823,41,593.450000000
70285CA8160823,42,603.930000000
70285CA8160823,43,618.520000000
70285CA8160823,44,636.750000000
70285CA8160823,47,712.410000000
70285CA8160823,46,683.700000000
70285CA8160823,45,658.170000000
70285CA8160823,48,745.230000000
70285CA8160823,51,850.060000000
70285CA8160823,49,777.590000000
70285CA8160823,50,814.050000000
70285CA8160823,52,889.720000000
70285CA8160823,53,929.830000000
70285CA8160823,54,973.130000000
70285CA8160823,55,1016.430000000
70285CA8160823,56,1063.380000000
70285CA8160823,58,1161.370000000
70285CA8160823,57,1110.780000000
70285CA8160823,59,1186.440000000
70285CA8160823,60,1237.040000000
