Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disorder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$1,000",2.20%,$664.37,$949.17,$5.50,0.011,$0.17,0,$75.73,0.485,$32.72,0.239,$7.98,0.092,$1.07,0.004,$0.03,0,$3.78,0.11,$30.55,0.66,$20.23,1.079,$14.20,0.16,$8.24,0.111,$1.14,0.015,$4.82,0.03,$0.00,0,$54.93,0.797,0.001,0,$47.73,2.653,$17.10,0.361,$1.62,0.019,$0.02,0.001,$0.25,0.007,$7.73,0.085,$0.18,0.001,$0.88,0.003,$0.00,0,$0.02,0,$0.15,0.003,$3.63,0.108,$5.27,0.171,$14.96,0.908,$1.99,0.151,$52.93,0.646,0,0,0,0,0,0,0.001,0.001,0.001,0.001,$26.00,0.19,$7.79,0.06,$2.13,0.02,$0.59,0.01,$0.17,0,$0.05,0,$0.02,0,$0.01,0,$0.01,0,$0.00,0
"$1,100",2.07%,$715.50,"$1,049.54",$6.87,0.012,$0.20,0,$81.73,0.521,$36.27,0.263,$9.21,0.105,$1.48,0.005,$0.03,0,$4.42,0.128,$33.71,0.718,$22.56,1.182,$16.44,0.182,$9.40,0.126,$1.36,0.017,$5.67,0.04,$0.00,0,$59.47,0.858,0.001,0,$52.61,2.856,$19.09,0.386,$1.85,0.02,$0.03,0.001,$0.32,0.008,$8.89,0.097,$0.25,0.001,$1.23,0.004,$0.00,0,$0.03,0,$0.20,0.004,$4.22,0.124,$6.00,0.19,$16.57,0.992,$2.35,0.167,$57.12,0.691,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,$29.38,0.21,$9.33,0.07,$2.75,0.02,$0.82,0.01,$0.25,0,$0.07,0,$0.02,0,$0.01,0,$0.01,0,$0.01,0
"$1,200",1.90%,$764.64,"$1,149.18",$8.13,0.014,$0.23,0,$87.11,0.553,$39.86,0.289,$10.34,0.116,$1.90,0.006,$0.05,0,$5.10,0.146,$36.64,0.771,$25.01,1.285,$18.87,0.204,$10.71,0.141,$1.56,0.019,$6.60,0.04,$0.01,0,$63.59,0.914,0.001,0,$57.27,3.044,$21.00,0.408,$2.12,0.022,$0.03,0.001,$0.35,0.008,$9.99,0.108,$0.31,0.001,$1.58,0.005,$0.00,0,$0.04,0,$0.27,0.005,$4.83,0.141,$6.78,0.21,$18.23,1.075,$2.73,0.183,$60.87,0.73,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$32.53,0.23,$10.86,0.08,$3.43,0.03,$1.10,0.01,$0.36,0,$0.12,0,$0.05,0,$0.02,0,$0.01,0,$0.01,0
"$1,300",1.75%,$811.96,"$1,249.32",$9.52,0.016,$0.25,0,$92.02,0.583,$43.03,0.311,$11.55,0.129,$2.42,0.008,$0.05,0.001,$5.75,0.163,$39.45,0.82,$27.24,1.378,$21.10,0.224,$11.86,0.154,$1.71,0.02,$7.53,0.05,$0.01,0,$67.99,0.97,0.001,0,$61.68,3.21,$22.90,0.429,$2.39,0.024,$0.03,0.001,$0.41,0.01,$11.14,0.119,$0.46,0.001,$1.96,0.007,$0.01,0,$0.05,0,$0.32,0.006,$5.42,0.158,$7.53,0.228,$19.71,1.15,$3.13,0.199,$64.86,0.771,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$35.50,0.25,$12.36,0.09,$4.11,0.03,$1.40,0.01,$0.48,0.01,$0.16,0,$0.06,0,$0.03,0,$0.02,0,$0.01,0
"$1,400",1.56%,$857.64,"$1,349.68",$11.24,0.018,$0.27,0,$96.31,0.608,$46.32,0.333,$12.61,0.14,$2.79,0.009,$0.06,0.001,$6.34,0.179,$42.06,0.863,$29.43,1.46,$23.25,0.242,$12.99,0.167,$1.86,0.022,$8.41,0.05,$0.01,0,$71.82,1.021,0.001,0,$65.72,3.361,$24.73,0.445,$2.68,0.025,$0.04,0.001,$0.45,0.01,$12.16,0.129,$0.55,0.001,$2.24,0.007,$0.01,0,$0.05,0.001,$0.41,0.007,$5.93,0.172,$8.29,0.246,$21.14,1.214,$3.61,0.214,$68.22,0.806,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$38.17,0.27,$13.71,0.1,$4.73,0.04,$1.66,0.01,$0.58,0.01,$0.20,0,$0.08,0,$0.04,0,$0.02,0,$0.01,0
"$1,500",1.49%,$901.78,"$1,449.72",$13.02,0.019,$0.35,0,$100.48,0.633,$49.37,0.354,$13.74,0.151,$3.29,0.01,$0.07,0.001,$6.98,0.197,$44.67,0.905,$31.56,1.543,$25.41,0.261,$14.11,0.179,$2.01,0.023,$9.29,0.06,$0.01,0,$75.34,1.068,0.001,0,$69.98,3.513,$26.61,0.463,$2.96,0.027,$0.04,0.001,$0.48,0.011,$13.26,0.141,$0.65,0.002,$2.64,0.009,$0.01,0,$0.06,0.001,$0.45,0.008,$6.53,0.189,$8.99,0.264,$22.57,1.279,$3.99,0.228,$71.34,0.839,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$40.78,0.28,$15.11,0.11,$5.43,0.04,$2.00,0.02,$0.74,0.01,$0.26,0,$0.10,0,$0.05,0,$0.03,0,$0.01,0
"$1,600",1.36%,$944.49,"$1,549.05",$14.65,0.021,$0.38,0,$104.21,0.656,$52.31,0.374,$14.83,0.162,$3.77,0.011,$0.08,0.001,$7.63,0.214,$47.04,0.941,$33.46,1.614,$27.55,0.279,$15.17,0.191,$2.18,0.025,$10.20,0.06,$0.01,0,$78.80,1.109,0.001,0,$73.99,3.646,$28.63,0.477,$3.23,0.028,$0.05,0.001,$0.51,0.011,$14.32,0.151,$0.79,0.002,$2.98,0.01,$0.01,0,$0.08,0.001,$0.52,0.009,$7.11,0.205,$9.62,0.278,$23.84,1.336,$4.40,0.241,$74.40,0.868,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$43.19,0.3,$16.49,0.12,$6.17,0.05,$2.37,0.02,$0.92,0.01,$0.34,0,$0.14,0,$0.07,0,$0.04,0,$0.02,0
"$1,700",1.33%,$985.86,"$1,650.22",$16.39,0.023,$0.41,0,$107.61,0.676,$55.37,0.394,$16.01,0.174,$4.28,0.013,$0.10,0.001,$8.33,0.233,$49.71,0.979,$35.53,1.689,$29.66,0.298,$16.23,0.204,$2.35,0.026,$11.08,0.07,$0.01,0,$82.39,1.153,0.001,0,$77.91,3.77,$30.49,0.492,$3.52,0.03,$0.05,0.001,$0.57,0.012,$15.44,0.162,$0.91,0.002,$3.37,0.011,$0.01,0,$0.09,0.001,$0.60,0.01,$7.73,0.223,$10.34,0.295,$25.19,1.395,$5.02,0.257,$77.37,0.896,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$45.43,0.31,$17.77,0.13,$6.84,0.05,$2.71,0.02,$1.08,0.01,$0.42,0,$0.18,0,$0.09,0,$0.05,0,$0.03,0
"$1,800",1.22%,"$1,025.96","$1,749.61",$18.29,0.024,$0.45,0,$110.89,0.696,$58.11,0.412,$17.14,0.186,$4.92,0.014,$0.12,0.001,$9.04,0.252,$52.21,1.011,$37.26,1.755,$31.61,0.314,$17.18,0.215,$2.48,0.028,$11.95,0.07,$0.01,0,$85.56,1.193,0.001,0,$81.84,3.894,$32.39,0.505,$3.77,0.031,$0.06,0.001,$0.60,0.013,$16.53,0.173,$1.14,0.002,$3.78,0.012,$0.01,0,$0.11,0.001,$0.66,0.011,$8.38,0.24,$10.88,0.307,$26.38,1.447,$5.59,0.27,$79.97,0.923,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$47.66,0.33,$19.09,0.14,$7.56,0.06,$3.10,0.03,$1.29,0.01,$0.53,0.01,$0.24,0,$0.12,0,$0.07,0,$0.04,0
"$1,900",1.14%,"$1,064.86","$1,849.26",$20.07,0.026,$0.51,0,$113.92,0.714,$60.87,0.43,$18.45,0.199,$5.50,0.016,$0.13,0.001,$9.72,0.269,$54.51,1.041,$38.96,1.815,$33.62,0.331,$18.14,0.226,$2.59,0.029,$12.89,0.08,$0.01,0,$88.76,1.229,0.001,0,$85.40,4.009,$34.27,0.519,$4.06,0.032,$0.06,0.001,$0.64,0.014,$17.81,0.186,$1.34,0.003,$4.16,0.013,$0.01,0,$0.12,0.001,$0.75,0.012,$8.97,0.257,$11.51,0.32,$27.45,1.495,$6.22,0.283,$82.54,0.946,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$49.74,0.34,$20.34,0.15,$8.24,0.06,$3.46,0.03,$1.48,0.01,$0.62,0.01,$0.28,0,$0.14,0,$0.08,0,$0.04,0
"$2,000",1.11%,"$1,102.64","$1,949.04",$22.07,0.028,$0.55,0,$116.84,0.732,$63.54,0.449,$19.73,0.212,$6.11,0.017,$0.15,0.002,$10.40,0.286,$56.88,1.07,$40.64,1.876,$35.45,0.345,$19.05,0.236,$2.74,0.03,$13.67,0.08,$0.01,0,$91.65,1.264,0.001,0,$89.10,4.122,$36.33,0.533,$4.42,0.034,$0.07,0.001,$0.66,0.014,$19.06,0.198,$1.56,0.003,$4.55,0.014,$0.02,0,$0.13,0.001,$0.86,0.014,$9.54,0.273,$12.09,0.333,$28.55,1.543,$6.76,0.295,$84.90,0.969,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$51.76,0.35,$21.57,0.16,$8.96,0.07,$3.86,0.03,$1.70,0.01,$0.74,0.01,$0.34,0,$0.18,0,$0.10,0,$0.06,0
"$2,100",0.99%,"$1,139.36","$2,048.78",$24.18,0.029,$0.58,0,$119.39,0.747,$65.93,0.465,$20.77,0.222,$6.67,0.018,$0.17,0.002,$11.11,0.304,$59.19,1.096,$42.14,1.927,$37.10,0.358,$19.89,0.245,$2.84,0.031,$14.37,0.08,$0.01,0,$94.46,1.297,0.001,0,$92.35,4.22,$38.39,0.544,$4.83,0.036,$0.08,0.001,$0.70,0.015,$20.07,0.208,$1.76,0.003,$4.91,0.015,$0.03,0,$0.14,0.002,$0.98,0.016,$10.14,0.289,$12.66,0.345,$29.48,1.582,$7.35,0.306,$87.11,0.991,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$53.53,0.36,$22.65,0.16,$9.59,0.07,$4.21,0.03,$1.88,0.02,$0.84,0.01,$0.39,0,$0.21,0,$0.12,0,$0.06,0
"$2,200",1.01%,"$1,175.08","$2,149.23",$26.44,0.031,$0.63,0,$121.84,0.762,$68.47,0.482,$22.01,0.234,$7.33,0.02,$0.19,0.002,$11.81,0.323,$61.37,1.121,$43.80,1.983,$38.93,0.372,$20.74,0.255,$3.05,0.032,$15.14,0.09,$0.01,0,$97.56,1.333,0.002,0,$95.53,4.317,$40.69,0.556,$5.27,0.037,$0.08,0.001,$0.73,0.015,$21.28,0.219,$2.04,0.004,$5.29,0.016,$0.04,0,$0.15,0.002,$1.06,0.017,$10.74,0.306,$13.31,0.359,$30.49,1.624,$8.02,0.319,$89.54,1.014,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$55.24,0.37,$23.71,0.17,$10.20,0.08,$4.56,0.04,$2.08,0.02,$0.95,0.01,$0.46,0,$0.24,0,$0.14,0,$0.08,0
"$2,300",0.91%,"$1,209.86","$2,249.92",$28.61,0.033,$0.67,0.001,$124.06,0.775,$71.05,0.499,$23.15,0.246,$7.91,0.021,$0.20,0.002,$12.45,0.338,$63.53,1.143,$45.24,2.028,$40.40,0.384,$21.45,0.262,$3.14,0.033,$15.81,0.09,$0.01,0,$100.10,1.364,0.002,0,$98.83,4.409,$42.75,0.567,$5.64,0.039,$0.08,0.001,$0.81,0.016,$22.34,0.23,$2.26,0.004,$5.65,0.017,$0.04,0,$0.16,0.002,$1.21,0.019,$11.24,0.319,$13.80,0.371,$31.44,1.657,$8.66,0.33,$91.44,1.034,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$56.79,0.38,$24.64,0.18,$10.74,0.08,$4.87,0.04,$2.25,0.02,$1.04,0.01,$0.51,0.01,$0.28,0,$0.16,0,$0.09,0
"$2,400",0.88%,"$1,243.74","$2,349.58",$30.82,0.034,$0.71,0.001,$126.13,0.788,$73.37,0.514,$24.33,0.257,$8.62,0.023,$0.21,0.002,$13.16,0.355,$65.57,1.165,$46.61,2.073,$42.05,0.396,$22.29,0.271,$3.25,0.034,$16.51,0.09,$0.01,0,$102.82,1.394,0.002,0,$101.93,4.498,$44.92,0.578,$6.05,0.04,$0.09,0.001,$0.83,0.016,$23.49,0.24,$2.59,0.005,$6.03,0.018,$0.05,0,$0.17,0.002,$1.30,0.02,$11.85,0.335,$14.24,0.38,$32.38,1.693,$9.35,0.341,$93.47,1.052,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$58.26,0.39,$25.56,0.18,$11.27,0.09,$5.17,0.04,$2.42,0.02,$1.13,0.01,$0.56,0.01,$0.30,0,$0.17,0,$0.09,0
"$2,500",0.83%,"$1,276.77","$2,449.63",$33.08,0.036,$0.78,0.001,$127.96,0.798,$75.69,0.53,$25.63,0.269,$9.35,0.024,$0.23,0.002,$13.75,0.369,$67.62,1.185,$47.89,2.115,$43.65,0.408,$23.07,0.279,$3.38,0.035,$17.21,0.09,$0.01,0,$105.51,1.422,0.002,0,$104.90,4.579,$47.07,0.588,$6.48,0.042,$0.10,0.001,$0.89,0.017,$24.74,0.252,$2.91,0.005,$6.43,0.019,$0.05,0,$0.17,0.002,$1.37,0.021,$12.39,0.348,$14.64,0.389,$33.25,1.727,$10.22,0.353,$95.29,1.069,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$59.56,0.4,$26.38,0.19,$11.76,0.09,$5.46,0.04,$2.59,0.02,$1.23,0.01,$0.62,0.01,$0.34,0,$0.19,0,$0.10,0
"$2,600",0.76%,"$1,309.00","$2,550.52",$35.24,0.037,$0.83,0.001,$129.78,0.81,$77.79,0.544,$26.70,0.279,$10.04,0.026,$0.24,0.003,$14.41,0.386,$69.62,1.204,$49.18,2.155,$45.09,0.418,$23.74,0.286,$3.49,0.036,$17.86,0.1,$0.01,0,$107.95,1.449,0.002,0,$107.98,4.663,$49.01,0.598,$6.85,0.043,$0.10,0.001,$0.92,0.018,$25.78,0.261,$3.19,0.005,$6.85,0.02,$0.05,0.001,$0.18,0.002,$1.45,0.022,$12.97,0.364,$15.11,0.398,$34.07,1.757,$10.94,0.363,$97.01,1.085,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$60.91,0.41,$27.24,0.19,$12.28,0.09,$5.75,0.05,$2.76,0.02,$1.34,0.01,$0.69,0.01,$0.38,0,$0.22,0,$0.12,0
