Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disorder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$2,700",0.73%,"$1,340.49","$2,649.81",$37.36,0.039,$0.86,0.001,$131.52,0.82,$80.00,0.559,$27.76,0.289,$10.78,0.027,$0.28,0.003,$15.21,0.405,$71.47,1.22,$50.40,2.194,$46.58,0.43,$24.46,0.294,$3.60,0.036,$18.52,0.1,$0.01,0,$110.24,1.474,0.002,0,$110.69,4.733,$51.14,0.608,$7.25,0.045,$0.10,0.002,$0.99,0.018,$26.77,0.271,$3.52,0.006,$7.26,0.022,$0.06,0.001,$0.22,0.002,$1.60,0.024,$13.61,0.381,$15.58,0.408,$34.83,1.787,$11.65,0.374,$98.59,1.1,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$62.16,0.42,$28.03,0.2,$12.74,0.1,$6.02,0.05,$2.91,0.02,$1.42,0.01,$0.74,0.01,$0.41,0,$0.23,0,$0.13,0
"$2,800",0.74%,"$1,371.23","$2,748.73",$39.82,0.04,$0.95,0.001,$133.19,0.831,$81.97,0.573,$29.04,0.302,$11.57,0.029,$0.29,0.003,$15.87,0.421,$73.44,1.238,$51.62,2.232,$48.01,0.44,$25.14,0.301,$3.69,0.037,$19.18,0.1,$0.01,0,$112.87,1.501,0.002,0,$113.41,4.803,$53.35,0.618,$7.69,0.046,$0.11,0.002,$1.05,0.02,$27.99,0.282,$3.81,0.006,$7.76,0.023,$0.06,0.001,$0.23,0.002,$1.69,0.025,$14.18,0.396,$16.06,0.417,$35.56,1.815,$12.46,0.384,$100.41,1.117,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$63.38,0.42,$28.80,0.2,$13.20,0.1,$6.29,0.05,$3.08,0.03,$1.52,0.01,$0.81,0.01,$0.46,0,$0.27,0,$0.15,0
"$2,900",0.68%,"$1,401.26","$2,849.24",$42.24,0.042,$1.04,0.001,$134.89,0.841,$83.95,0.586,$30.06,0.312,$12.39,0.031,$0.32,0.003,$16.52,0.436,$75.38,1.254,$52.76,2.269,$49.43,0.451,$25.84,0.308,$3.81,0.038,$19.78,0.1,$0.01,0,$115.44,1.528,0.002,0,$115.90,4.87,$55.19,0.626,$8.13,0.048,$0.11,0.002,$1.09,0.02,$28.97,0.291,$4.17,0.006,$8.22,0.024,$0.07,0.001,$0.25,0.003,$1.79,0.027,$14.72,0.41,$16.47,0.425,$36.29,1.844,$13.36,0.396,$102.08,1.132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$64.65,0.43,$29.64,0.21,$13.72,0.1,$6.60,0.05,$3.27,0.03,$1.64,0.01,$0.88,0.01,$0.51,0.01,$0.30,0,$0.17,0
"$3,000",0.68%,"$1,430.61","$2,949.84",$44.76,0.044,$1.12,0.001,$136.33,0.85,$86.18,0.6,$31.20,0.322,$13.09,0.032,$0.33,0.003,$17.20,0.453,$77.28,1.27,$53.97,2.308,$50.82,0.461,$26.49,0.315,$3.93,0.039,$20.40,0.11,$0.01,0,$118.10,1.553,0.002,0,$118.57,4.936,$57.19,0.634,$8.60,0.05,$0.11,0.002,$1.13,0.021,$30.07,0.301,$4.47,0.007,$8.62,0.025,$0.07,0.001,$0.27,0.003,$1.90,0.028,$15.30,0.425,$16.88,0.434,$37.09,1.874,$14.20,0.406,$103.90,1.147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$65.71,0.44,$30.35,0.21,$14.15,0.11,$6.86,0.05,$3.41,0.03,$1.72,0.02,$0.93,0.01,$0.54,0.01,$0.32,0,$0.18,0
"$3,100",0.62%,"$1,459.31","$3,049.13",$47.08,0.045,$1.22,0.001,$137.76,0.859,$88.10,0.612,$32.33,0.333,$13.79,0.034,$0.34,0.004,$17.84,0.468,$78.98,1.284,$55.07,2.34,$52.05,0.47,$27.03,0.32,$4.04,0.04,$20.99,0.11,$0.01,0,$120.41,1.576,0.002,0,$121.09,4.999,$59.16,0.642,$9.04,0.051,$0.12,0.002,$1.18,0.021,$31.15,0.311,$4.80,0.007,$8.99,0.026,$0.07,0.001,$0.27,0.003,$1.98,0.029,$15.86,0.44,$17.33,0.442,$37.74,1.898,$15.05,0.416,$105.36,1.16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,$66.77,0.45,$31.04,0.22,$14.57,0.11,$7.12,0.06,$3.58,0.03,$1.83,0.02,$1.00,0.01,$0.58,0.01,$0.35,0,$0.20,0
"$3,200",0.63%,"$1,487.38","$3,149.67",$49.67,0.047,$1.28,0.001,$139.18,0.868,$90.09,0.626,$33.42,0.343,$14.51,0.035,$0.37,0.004,$18.51,0.486,$81.00,1.299,$56.08,2.371,$53.31,0.479,$27.56,0.326,$4.11,0.04,$21.64,0.11,$0.01,0,$123.01,1.602,0.002,0,$123.62,5.062,$61.28,0.65,$9.40,0.052,$0.13,0.002,$1.22,0.022,$32.20,0.321,$5.14,0.008,$9.37,0.027,$0.08,0.001,$0.29,0.003,$2.09,0.031,$16.42,0.455,$17.72,0.45,$38.37,1.921,$16.01,0.427,$107.00,1.175,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,$67.86,0.45,$31.77,0.22,$15.04,0.11,$7.41,0.06,$3.76,0.03,$1.94,0.02,$1.06,0.01,$0.63,0.01,$0.38,0,$0.22,0
"$3,300",0.58%,"$1,514.85","$3,248.41",$51.86,0.048,$1.35,0.001,$140.54,0.876,$91.82,0.638,$34.45,0.353,$15.19,0.036,$0.40,0.004,$19.05,0.499,$82.64,1.313,$57.27,2.404,$54.62,0.487,$28.15,0.332,$4.17,0.041,$22.30,0.11,$0.01,0,$125.47,1.628,0.002,0,$126.17,5.123,$63.45,0.659,$9.76,0.053,$0.14,0.002,$1.24,0.022,$33.22,0.33,$5.49,0.008,$9.71,0.028,$0.08,0.001,$0.31,0.003,$2.18,0.032,$16.88,0.467,$18.20,0.458,$39.06,1.945,$16.83,0.438,$108.64,1.19,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,$68.88,0.46,$32.45,0.23,$15.46,0.11,$7.68,0.06,$3.93,0.03,$2.04,0.02,$1.13,0.01,$0.67,0.01,$0.41,0,$0.24,0
"$3,400",0.56%,"$1,541.76","$3,350.51",$54.10,0.049,$1.45,0.001,$141.73,0.883,$93.69,0.651,$35.49,0.362,$15.93,0.038,$0.42,0.004,$19.54,0.51,$84.50,1.326,$58.33,2.435,$55.79,0.495,$28.68,0.337,$4.26,0.041,$22.85,0.12,$0.01,0,$127.69,1.649,0.002,0,$128.52,5.181,$65.92,0.669,$10.18,0.055,$0.14,0.002,$1.27,0.023,$34.22,0.34,$5.93,0.008,$10.00,0.029,$0.08,0.001,$0.34,0.004,$2.26,0.033,$17.28,0.478,$18.57,0.466,$39.76,1.97,$17.67,0.447,$110.02,1.202,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,$69.76,0.47,$33.04,0.23,$15.83,0.12,$7.90,0.06,$4.06,0.03,$2.12,0.02,$1.18,0.01,$0.70,0.01,$0.43,0,$0.26,0
"$3,500",0.53%,"$1,568.11","$3,450.07",$56.49,0.051,$1.52,0.001,$142.93,0.891,$95.36,0.662,$36.43,0.371,$16.66,0.039,$0.45,0.005,$20.12,0.523,$86.05,1.338,$59.31,2.464,$56.82,0.502,$29.14,0.342,$4.33,0.042,$23.35,0.12,$0.01,0,$130.12,1.672,0.003,0,$130.68,5.235,$68.12,0.676,$10.58,0.056,$0.15,0.002,$1.30,0.023,$35.13,0.348,$6.25,0.009,$10.42,0.03,$0.09,0.001,$0.36,0.004,$2.40,0.035,$17.72,0.489,$18.98,0.472,$40.33,1.992,$18.68,0.457,$111.44,1.215,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$70.67,0.47,$33.66,0.24,$16.23,0.12,$8.17,0.06,$4.24,0.03,$2.24,0.02,$1.25,0.01,$0.75,0.01,$0.46,0,$0.27,0
"$3,600",0.52%,"$1,593.95","$3,550.45",$58.44,0.052,$1.61,0.001,$144.16,0.899,$97.02,0.672,$37.53,0.381,$17.35,0.04,$0.47,0.005,$20.76,0.539,$87.84,1.351,$60.36,2.494,$58.06,0.511,$29.72,0.348,$4.41,0.043,$23.93,0.12,$0.01,0,$132.44,1.694,0.003,0,$132.90,5.289,$70.19,0.684,$10.96,0.057,$0.15,0.002,$1.35,0.024,$36.18,0.358,$6.62,0.009,$10.73,0.031,$0.09,0.001,$0.37,0.004,$2.48,0.035,$18.28,0.504,$19.34,0.479,$41.02,2.015,$19.59,0.466,$112.85,1.228,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$71.59,0.48,$34.27,0.24,$16.63,0.12,$8.42,0.06,$4.40,0.04,$2.33,0.02,$1.32,0.01,$0.79,0.01,$0.48,0.01,$0.29,0
"$3,700",0.49%,"$1,619.29","$3,650.05",$60.72,0.053,$1.72,0.001,$145.32,0.906,$98.56,0.682,$38.57,0.391,$18.05,0.042,$0.52,0.005,$21.44,0.555,$89.50,1.363,$61.33,2.522,$59.09,0.518,$30.18,0.353,$4.46,0.043,$24.46,0.12,$0.01,0,$134.77,1.714,0.003,0,$134.93,5.339,$72.10,0.691,$11.45,0.059,$0.15,0.002,$1.41,0.025,$37.16,0.366,$7.00,0.01,$11.05,0.032,$0.10,0.001,$0.42,0.004,$2.60,0.037,$18.84,0.519,$19.70,0.486,$41.64,2.036,$20.50,0.475,$114.27,1.239,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$72.48,0.48,$34.90,0.24,$17.04,0.13,$8.69,0.07,$4.58,0.04,$2.46,0.02,$1.41,0.01,$0.85,0.01,$0.53,0.01,$0.32,0
"$3,800",0.48%,"$1,644.14","$3,749.21",$62.87,0.054,$1.80,0.001,$146.48,0.913,$100.12,0.692,$39.50,0.4,$18.83,0.043,$0.53,0.005,$22.01,0.568,$91.12,1.374,$62.37,2.55,$60.13,0.525,$30.60,0.357,$4.52,0.044,$25.01,0.12,$0.01,0,$137.15,1.735,0.003,0,$137.06,5.39,$74.18,0.699,$11.82,0.06,$0.16,0.002,$1.46,0.025,$38.04,0.375,$7.37,0.01,$11.46,0.033,$0.10,0.001,$0.43,0.004,$2.73,0.038,$19.28,0.529,$20.15,0.494,$42.22,2.056,$21.51,0.484,$115.63,1.251,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$73.36,0.49,$35.49,0.25,$17.40,0.13,$8.92,0.07,$4.73,0.04,$2.56,0.02,$1.47,0.01,$0.90,0.01,$0.56,0.01,$0.35,0
"$3,900",0.46%,"$1,668.52","$3,849.94",$65.08,0.055,$1.87,0.001,$147.48,0.919,$101.68,0.702,$40.58,0.41,$19.63,0.045,$0.55,0.006,$22.60,0.582,$92.57,1.385,$63.29,2.576,$61.12,0.532,$31.06,0.362,$4.57,0.044,$25.50,0.13,$0.01,0,$139.58,1.756,0.003,0,$139.12,5.439,$76.21,0.706,$12.26,0.061,$0.17,0.002,$1.50,0.026,$39.07,0.385,$7.82,0.011,$11.80,0.034,$0.11,0.001,$0.44,0.005,$2.79,0.039,$19.81,0.543,$20.51,0.499,$42.77,2.077,$22.59,0.494,$116.99,1.263,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$74.12,0.49,$36.00,0.25,$17.73,0.13,$9.13,0.07,$4.86,0.04,$2.65,0.02,$1.53,0.01,$0.94,0.01,$0.59,0.01,$0.36,0
"$4,000",0.46%,"$1,692.43","$3,947.99",$67.36,0.056,$2.02,0.001,$148.52,0.925,$103.20,0.712,$41.63,0.42,$20.35,0.046,$0.56,0.006,$23.17,0.596,$94.05,1.395,$64.25,2.602,$62.28,0.539,$31.60,0.367,$4.62,0.044,$26.07,0.13,$0.01,0,$141.99,1.776,0.003,0,$141.28,5.488,$78.37,0.714,$12.68,0.062,$0.17,0.002,$1.53,0.026,$40.10,0.394,$8.19,0.011,$12.16,0.035,$0.11,0.001,$0.45,0.005,$2.86,0.04,$20.31,0.555,$20.89,0.507,$43.36,2.096,$23.73,0.503,$118.26,1.273,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$74.90,0.5,$36.54,0.26,$18.08,0.13,$9.35,0.07,$5.02,0.04,$2.77,0.02,$1.62,0.01,$1.01,0.01,$0.64,0.01,$0.40,0
"$4,100",0.42%,"$1,715.90","$4,048.55",$69.29,0.057,$2.16,0.001,$149.48,0.931,$104.74,0.721,$42.68,0.43,$21.04,0.047,$0.60,0.006,$23.77,0.608,$95.35,1.405,$65.18,2.627,$63.32,0.545,$32.02,0.371,$4.68,0.045,$26.62,0.13,$0.01,0,$144.38,1.795,0.003,0,$143.15,5.532,$80.26,0.721,$13.08,0.063,$0.18,0.002,$1.58,0.027,$41.10,0.403,$8.55,0.011,$12.49,0.036,$0.11,0.001,$0.50,0.005,$2.98,0.042,$20.79,0.567,$21.26,0.513,$43.92,2.113,$24.91,0.511,$119.47,1.284,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$75.63,0.5,$37.04,0.26,$18.40,0.13,$9.56,0.07,$5.15,0.04,$2.85,0.02,$1.67,0.01,$1.04,0.01,$0.66,0.01,$0.41,0
"$4,200",0.40%,"$1,738.97","$4,149.21",$71.45,0.058,$2.28,0.001,$150.29,0.936,$106.08,0.729,$43.72,0.44,$21.86,0.049,$0.63,0.006,$24.25,0.621,$96.51,1.414,$65.95,2.648,$64.31,0.552,$32.40,0.376,$4.72,0.045,$27.19,0.13,$0.02,0,$146.53,1.814,0.003,0,$145.12,5.579,$82.43,0.727,$13.47,0.064,$0.20,0.002,$1.64,0.028,$42.08,0.413,$8.98,0.012,$12.89,0.037,$0.11,0.001,$0.52,0.005,$3.05,0.043,$21.20,0.578,$21.57,0.519,$44.38,2.128,$25.95,0.52,$120.58,1.294,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,$76.26,0.51,$37.47,0.26,$18.68,0.14,$9.74,0.07,$5.26,0.04,$2.92,0.02,$1.71,0.02,$1.06,0.01,$0.68,0.01,$0.42,0
"$4,300",0.40%,"$1,761.64","$4,250.35",$73.80,0.06,$2.38,0.001,$151.17,0.942,$107.56,0.739,$44.59,0.448,$22.58,0.05,$0.65,0.007,$24.95,0.637,$97.82,1.423,$66.83,2.672,$65.18,0.558,$32.82,0.38,$4.78,0.046,$27.58,0.13,$0.02,0,$148.87,1.832,0.003,0,$146.89,5.623,$84.60,0.734,$13.81,0.065,$0.20,0.002,$1.67,0.028,$42.92,0.42,$9.37,0.012,$13.21,0.038,$0.11,0.001,$0.54,0.005,$3.21,0.045,$21.73,0.592,$21.93,0.526,$44.90,2.146,$27.16,0.529,$121.71,1.303,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,$76.94,0.51,$37.94,0.26,$18.97,0.14,$9.92,0.08,$5.37,0.04,$2.99,0.03,$1.76,0.02,$1.10,0.01,$0.70,0.01,$0.44,0
"$4,400",0.38%,"$1,783.91","$4,349.16",$75.72,0.061,$2.51,0.001,$152.04,0.947,$108.83,0.748,$45.63,0.458,$23.33,0.051,$0.67,0.007,$25.54,0.652,$99.03,1.431,$67.62,2.692,$66.05,0.564,$33.19,0.384,$4.82,0.046,$28.04,0.13,$0.02,0,$150.94,1.848,0.003,0,$148.78,5.663,$86.82,0.742,$14.28,0.067,$0.22,0.002,$1.76,0.029,$43.87,0.429,$9.77,0.012,$13.56,0.039,$0.12,0.001,$0.55,0.006,$3.27,0.045,$22.27,0.606,$22.21,0.532,$45.41,2.16,$28.18,0.536,$122.76,1.312,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,$77.62,0.52,$38.40,0.27,$19.28,0.14,$10.12,0.08,$5.50,0.04,$3.08,0.03,$1.83,0.02,$1.15,0.01,$0.73,0.01,$0.46,0.01
"$4,500",0.38%,"$1,805.81","$4,449.94",$77.68,0.062,$2.62,0.001,$152.85,0.952,$110.29,0.758,$46.50,0.467,$24.15,0.053,$0.67,0.007,$26.03,0.663,$100.30,1.44,$68.46,2.714,$67.10,0.571,$33.63,0.388,$4.88,0.047,$28.59,0.14,$0.02,0,$153.09,1.866,0.003,0,$150.94,5.707,$89.00,0.749,$14.68,0.068,$0.23,0.002,$1.80,0.03,$44.70,0.437,$10.24,0.013,$13.91,0.04,$0.12,0.001,$0.56,0.006,$3.38,0.047,$22.65,0.616,$22.56,0.538,$45.89,2.177,$29.24,0.545,$123.86,1.321,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,$78.23,0.52,$38.83,0.27,$19.57,0.14,$10.31,0.08,$5.63,0.04,$3.17,0.03,$1.88,0.02,$1.19,0.01,$0.76,0.01,$0.48,0.01
"$4,600",0.35%,"$1,827.34","$4,550.28",$79.87,0.063,$2.77,0.001,$153.56,0.957,$111.56,0.766,$47.42,0.475,$24.78,0.054,$0.69,0.007,$26.50,0.675,$101.47,1.448,$69.31,2.734,$67.85,0.576,$33.94,0.392,$4.92,0.047,$29.00,0.14,$0.02,0,$155.32,1.883,0.004,0,$152.52,5.745,$91.00,0.754,$15.06,0.069,$0.23,0.002,$1.82,0.03,$45.60,0.445,$10.53,0.013,$14.25,0.041,$0.12,0.001,$0.57,0.006,$3.46,0.048,$23.05,0.627,$22.92,0.544,$46.38,2.191,$30.37,0.553,$124.94,1.33,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,$78.78,0.52,$39.21,0.27,$19.82,0.14,$10.47,0.08,$5.74,0.05,$3.24,0.03,$1.94,0.02,$1.23,0.01,$0.79,0.01,$0.50,0.01
"$4,700",0.35%,"$1,848.53","$4,651.08",$81.87,0.063,$2.90,0.001,$154.33,0.961,$112.86,0.774,$48.32,0.483,$25.45,0.055,$0.73,0.007,$26.96,0.685,$102.59,1.456,$70.14,2.756,$68.68,0.582,$34.24,0.395,$4.97,0.047,$29.46,0.14,$0.02,0,$157.49,1.899,0.004,0,$154.33,5.785,$93.22,0.761,$15.45,0.07,$0.23,0.002,$1.86,0.03,$46.45,0.453,$10.95,0.014,$14.50,0.041,$0.12,0.001,$0.61,0.006,$3.57,0.05,$23.39,0.635,$23.23,0.549,$46.91,2.206,$31.37,0.56,$126.12,1.339,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,$79.39,0.53,$39.63,0.28,$20.10,0.15,$10.66,0.08,$5.87,0.05,$3.33,0.03,$2.00,0.02,$1.27,0.01,$0.83,0.01,$0.52,0.01
"$4,800",0.34%,"$1,869.37","$4,748.16",$84.08,0.065,$3.13,0.001,$155.02,0.965,$114.05,0.781,$49.32,0.492,$26.17,0.056,$0.75,0.007,$27.40,0.694,$103.76,1.463,$70.88,2.773,$69.51,0.587,$34.59,0.399,$5.02,0.048,$29.90,0.14,$0.02,0,$159.73,1.915,0.004,0,$155.90,5.817,$95.42,0.768,$15.82,0.071,$0.26,0.002,$1.94,0.031,$47.38,0.461,$11.33,0.014,$14.84,0.042,$0.12,0.001,$0.62,0.006,$3.66,0.051,$23.73,0.644,$23.55,0.555,$47.33,2.218,$32.57,0.568,$127.16,1.347,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$79.92,0.53,$39.99,0.28,$20.33,0.15,$10.81,0.08,$5.96,0.05,$3.38,0.03,$2.04,0.02,$1.30,0.01,$0.84,0.01,$0.53,0.01
"$4,900",0.33%,"$1,889.88","$4,849.81",$86.27,0.065,$3.31,0.001,$155.73,0.97,$115.39,0.789,$50.15,0.501,$26.77,0.057,$0.78,0.008,$27.83,0.704,$104.92,1.47,$71.63,2.792,$70.24,0.592,$34.91,0.402,$5.07,0.048,$30.26,0.14,$0.02,0,$161.92,1.93,0.004,0,$157.57,5.856,$97.75,0.775,$16.21,0.072,$0.26,0.002,$1.97,0.032,$48.18,0.469,$11.66,0.014,$15.10,0.043,$0.13,0.001,$0.65,0.007,$3.76,0.052,$24.07,0.652,$23.82,0.559,$47.81,2.232,$33.86,0.576,$128.06,1.354,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$80.48,0.53,$40.38,0.28,$20.59,0.15,$10.98,0.08,$6.08,0.05,$3.46,0.03,$2.09,0.02,$1.33,0.01,$0.87,0.01,$0.55,0.01
"$5,000",0.30%,"$1,910.07","$4,950.35",$87.95,0.066,$3.53,0.001,$156.39,0.974,$116.49,0.796,$51.04,0.509,$27.35,0.058,$0.80,0.008,$28.33,0.716,$106.14,1.477,$72.28,2.808,$71.00,0.597,$35.25,0.405,$5.11,0.048,$30.64,0.14,$0.03,0,$164.32,1.946,0.004,0,$159.01,5.885,$99.82,0.781,$16.56,0.073,$0.27,0.002,$2.03,0.032,$49.01,0.476,$11.99,0.015,$15.35,0.044,$0.13,0.001,$0.67,0.007,$3.88,0.054,$24.45,0.662,$24.10,0.564,$48.18,2.244,$35.28,0.584,$129.04,1.362,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$80.98,0.54,$40.73,0.28,$20.82,0.15,$11.13,0.08,$6.17,0.05,$3.52,0.03,$2.12,0.02,$1.36,0.01,$0.88,0.01,$0.56,0.01
"$5,100",0.31%,"$1,929.95","$5,049.34",$90.08,0.067,$3.67,0.001,$157.07,0.979,$117.62,0.803,$51.90,0.516,$28.02,0.059,$0.82,0.008,$28.83,0.728,$107.21,1.484,$72.98,2.828,$71.79,0.602,$35.55,0.409,$5.18,0.049,$31.06,0.14,$0.03,0,$166.47,1.962,0.004,0,$160.61,5.921,$102.04,0.788,$16.99,0.074,$0.28,0.002,$2.05,0.033,$49.85,0.484,$12.38,0.015,$15.63,0.045,$0.13,0.001,$0.69,0.007,$3.96,0.055,$24.88,0.674,$24.36,0.569,$48.62,2.259,$36.41,0.593,$130.07,1.37,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$81.52,0.54,$41.10,0.29,$21.07,0.15,$11.29,0.09,$6.28,0.05,$3.60,0.03,$2.18,0.02,$1.39,0.01,$0.91,0.01,$0.58,0.01
"$5,200",0.30%,"$1,949.53","$5,149.10",$92.09,0.068,$3.82,0.002,$157.72,0.982,$118.85,0.811,$52.67,0.523,$28.76,0.061,$0.85,0.008,$29.37,0.74,$108.17,1.49,$73.72,2.846,$72.48,0.607,$35.83,0.412,$5.22,0.049,$31.43,0.15,$0.03,0,$168.82,1.978,0.005,0,$162.13,5.954,$104.12,0.795,$17.40,0.075,$0.29,0.002,$2.06,0.033,$50.61,0.49,$12.88,0.015,$15.88,0.045,$0.15,0.001,$0.70,0.007,$4.06,0.057,$25.31,0.684,$24.64,0.574,$49.08,2.272,$37.79,0.601,$131.03,1.377,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,$82.01,0.54,$41.44,0.29,$21.30,0.15,$11.44,0.09,$6.37,0.05,$3.65,0.03,$2.22,0.02,$1.42,0.01,$0.92,0.01,$0.59,0.01
"$5,300",0.30%,"$1,968.81","$5,250.24",$93.77,0.069,$4.06,0.002,$158.34,0.986,$120.24,0.819,$53.45,0.53,$29.45,0.062,$0.88,0.009,$29.79,0.75,$109.31,1.498,$74.57,2.865,$73.15,0.612,$36.11,0.415,$5.25,0.049,$31.79,0.15,$0.03,0,$170.99,1.993,0.005,0,$163.73,5.989,$106.26,0.801,$17.84,0.076,$0.29,0.002,$2.12,0.034,$51.34,0.497,$13.30,0.016,$16.15,0.046,$0.15,0.002,$0.73,0.007,$4.16,0.058,$25.63,0.692,$24.98,0.579,$49.59,2.286,$39.00,0.609,$131.99,1.385,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,$82.51,0.55,$41.80,0.29,$21.54,0.16,$11.59,0.09,$6.47,0.05,$3.72,0.03,$2.26,0.02,$1.45,0.01,$0.94,0.01,$0.60,0.01
"$5,400",0.27%,"$1,987.80","$5,348.15",$95.79,0.07,$4.23,0.002,$158.85,0.989,$121.30,0.825,$54.19,0.537,$30.08,0.063,$0.90,0.009,$30.12,0.757,$110.30,1.504,$75.23,2.88,$73.80,0.616,$36.36,0.418,$5.28,0.05,$32.15,0.15,$0.03,0,$173.22,2.008,0.005,0,$165.12,6.016,$108.15,0.806,$18.17,0.077,$0.31,0.002,$2.14,0.034,$52.06,0.503,$13.67,0.016,$16.41,0.047,$0.16,0.002,$0.74,0.007,$4.22,0.058,$25.90,0.699,$25.24,0.584,$49.98,2.297,$40.30,0.616,$132.93,1.392,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,$82.91,0.55,$42.10,0.29,$21.75,0.16,$11.73,0.09,$6.56,0.05,$3.78,0.03,$2.30,0.02,$1.48,0.01,$0.96,0.01,$0.62,0.01
