Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disorder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$1,000",2.09%,$694.43,$949.67,$5.55,0.011,$0.20,0,$81.74,0.521,$35.88,0.264,$8.85,0.095,$0.90,0.004,$0.02,0,$4.68,0.126,$31.38,0.608,$21.13,1.007,$13.83,0.158,$6.87,0.103,$1.46,0.018,$5.50,0.04,$0.00,0,$48.50,0.779,0.001,0,$46.71,2.906,$16.27,0.346,$1.72,0.019,$0.02,0.001,$0.24,0.007,$8.61,0.089,$0.20,0.001,$0.70,0.003,$0.00,0,$0.02,0,$0.26,0.004,$4.43,0.122,$6.21,0.206,$14.92,0.801,$1.72,0.168,$46.78,0.61,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$28.44,0.2,$8.50,0.07,$2.31,0.02,$0.61,0.01,$0.17,0,$0.05,0,$0.02,0,$0.01,0,$0.01,0,$0.00,0
"$1,100",1.92%,$749.64,"$1,049.44",$6.91,0.013,$0.22,0,$88.34,0.56,$39.53,0.288,$10.12,0.108,$1.22,0.005,$0.03,0,$5.34,0.142,$34.43,0.662,$23.72,1.109,$16.16,0.18,$7.95,0.117,$1.67,0.021,$6.54,0.04,$0.00,0,$52.33,0.84,0.001,0,$51.66,3.133,$18.20,0.372,$2.03,0.021,$0.03,0.001,$0.27,0.007,$9.85,0.1,$0.30,0.001,$0.92,0.004,$0.01,0,$0.03,0,$0.33,0.005,$5.02,0.137,$7.17,0.233,$16.55,0.877,$2.06,0.188,$50.26,0.652,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$32.21,0.23,$10.24,0.08,$2.99,0.03,$0.87,0.01,$0.26,0,$0.08,0,$0.03,0,$0.01,0,$0.01,0,$0.00,0
"$1,200",1.80%,$803.00,"$1,149.67",$8.36,0.015,$0.26,0,$94.40,0.596,$43.09,0.312,$11.35,0.12,$1.63,0.006,$0.04,0,$6.07,0.161,$37.55,0.714,$26.30,1.207,$18.51,0.201,$8.99,0.13,$1.88,0.022,$7.65,0.05,$0.00,0,$56.16,0.899,0.001,0,$56.30,3.339,$20.25,0.395,$2.31,0.023,$0.04,0.001,$0.32,0.008,$11.03,0.111,$0.45,0.001,$1.18,0.005,$0.01,0,$0.03,0,$0.38,0.006,$5.70,0.155,$8.13,0.258,$18.16,0.948,$2.43,0.208,$53.73,0.691,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$35.82,0.25,$11.96,0.09,$3.71,0.03,$1.14,0.01,$0.36,0,$0.11,0,$0.04,0,$0.02,0,$0.01,0,$0.01,0
"$1,300",1.65%,$854.63,"$1,249.59",$10.05,0.017,$0.31,0,$99.83,0.629,$46.59,0.336,$12.70,0.133,$2.00,0.007,$0.06,0.001,$6.80,0.179,$40.29,0.76,$28.63,1.294,$20.75,0.222,$9.98,0.144,$2.06,0.024,$8.70,0.05,$0.00,0,$59.70,0.954,0.001,0,$60.92,3.539,$22.26,0.417,$2.58,0.025,$0.04,0.001,$0.39,0.009,$12.31,0.124,$0.60,0.001,$1.41,0.005,$0.01,0,$0.05,0,$0.46,0.007,$6.34,0.172,$8.98,0.281,$19.65,1.013,$2.82,0.227,$56.87,0.727,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$39.16,0.27,$13.70,0.1,$4.49,0.04,$1.47,0.01,$0.50,0.01,$0.16,0,$0.06,0,$0.03,0,$0.01,0,$0.01,0
"$1,400",1.53%,$904.66,"$1,349.20",$11.75,0.019,$0.34,0,$104.83,0.659,$49.87,0.359,$13.95,0.147,$2.47,0.008,$0.06,0.001,$7.65,0.2,$43.09,0.802,$30.87,1.374,$22.98,0.242,$11.01,0.157,$2.23,0.026,$9.74,0.06,$0.00,0,$63.17,1.006,0.001,0,$65.32,3.716,$24.16,0.436,$2.88,0.027,$0.04,0.001,$0.42,0.01,$13.52,0.136,$0.76,0.002,$1.71,0.006,$0.01,0,$0.05,0.001,$0.54,0.008,$7.10,0.191,$9.83,0.302,$21.04,1.072,$3.20,0.244,$59.97,0.762,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$42.30,0.29,$15.34,0.11,$5.26,0.04,$1.80,0.02,$0.63,0.01,$0.22,0,$0.08,0,$0.04,0,$0.02,0,$0.01,0
"$1,500",1.43%,$953.22,"$1,449.37",$13.54,0.02,$0.38,0,$109.27,0.686,$53.08,0.379,$15.25,0.159,$3.07,0.01,$0.08,0.001,$8.39,0.219,$45.67,0.841,$32.94,1.448,$25.27,0.261,$11.97,0.169,$2.43,0.028,$10.87,0.06,$0.00,0,$66.45,1.056,0.001,0,$69.58,3.888,$26.24,0.454,$3.18,0.028,$0.04,0.001,$0.46,0.011,$14.79,0.148,$1.03,0.002,$2.04,0.007,$0.01,0,$0.06,0.001,$0.62,0.009,$7.77,0.209,$10.63,0.322,$22.31,1.126,$3.69,0.262,$62.76,0.794,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$45.19,0.31,$16.91,0.12,$6.04,0.05,$2.17,0.02,$0.79,0.01,$0.29,0,$0.11,0,$0.05,0,$0.02,0,$0.01,0
"$1,600",1.34%,"$1,000.39","$1,549.30",$15.39,0.022,$0.42,0,$113.49,0.712,$56.11,0.401,$16.48,0.171,$3.67,0.011,$0.09,0.001,$9.25,0.24,$48.29,0.878,$35.06,1.522,$27.37,0.279,$12.88,0.181,$2.61,0.029,$11.89,0.07,$0.01,0,$69.55,1.101,0.001,0,$73.82,4.05,$28.28,0.47,$3.48,0.03,$0.04,0.001,$0.51,0.012,$15.97,0.159,$1.25,0.003,$2.42,0.009,$0.02,0,$0.07,0.001,$0.74,0.011,$8.51,0.229,$11.51,0.344,$23.55,1.178,$4.18,0.278,$65.37,0.823,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$47.97,0.33,$18.49,0.14,$6.84,0.05,$2.57,0.02,$0.98,0.01,$0.38,0,$0.15,0,$0.07,0,$0.04,0,$0.02,0
"$1,700",1.24%,"$1,046.28","$1,649.56",$17.28,0.024,$0.45,0,$117.23,0.734,$59.03,0.42,$17.83,0.183,$4.29,0.013,$0.10,0.001,$10.03,0.26,$50.71,0.912,$37.02,1.59,$29.48,0.297,$13.76,0.192,$2.80,0.031,$12.92,0.07,$0.01,0,$72.54,1.144,0.001,0,$77.81,4.198,$30.36,0.486,$3.78,0.031,$0.05,0.001,$0.58,0.013,$17.25,0.171,$1.51,0.003,$2.78,0.01,$0.02,0,$0.08,0.001,$0.82,0.012,$9.21,0.247,$12.28,0.362,$24.74,1.228,$4.69,0.294,$67.85,0.85,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$50.44,0.34,$19.89,0.14,$7.58,0.06,$2.94,0.02,$1.16,0.01,$0.46,0,$0.19,0,$0.09,0,$0.05,0,$0.02,0
"$1,800",1.22%,"$1,090.93","$1,749.13",$19.19,0.026,$0.49,0,$120.90,0.756,$62.03,0.44,$19.23,0.197,$5.04,0.015,$0.12,0.001,$10.93,0.282,$53.17,0.944,$38.98,1.655,$31.65,0.315,$14.68,0.203,$3.00,0.032,$13.97,0.08,$0.01,0,$75.71,1.188,0.001,0,$81.84,4.341,$32.41,0.502,$4.08,0.032,$0.06,0.001,$0.62,0.014,$18.61,0.183,$1.81,0.004,$3.23,0.011,$0.02,0,$0.09,0.001,$0.91,0.014,$10.02,0.269,$13.04,0.38,$25.94,1.275,$5.24,0.31,$70.48,0.878,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$52.92,0.36,$21.34,0.15,$8.35,0.06,$3.32,0.03,$1.35,0.01,$0.55,0.01,$0.23,0,$0.12,0,$0.06,0,$0.03,0
"$1,900",1.11%,"$1,134.42","$1,849.07",$21.25,0.028,$0.53,0.001,$124.28,0.776,$64.77,0.458,$20.52,0.209,$5.69,0.016,$0.13,0.002,$11.80,0.303,$55.48,0.973,$40.72,1.715,$33.69,0.331,$15.55,0.213,$3.19,0.034,$14.94,0.08,$0.01,0,$78.72,1.228,0.002,0,$85.47,4.47,$34.46,0.516,$4.42,0.034,$0.06,0.001,$0.67,0.014,$19.85,0.194,$2.09,0.004,$3.60,0.012,$0.03,0,$0.10,0.001,$1.02,0.015,$10.78,0.288,$13.73,0.396,$26.99,1.319,$5.79,0.324,$72.94,0.904,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$55.25,0.37,$22.72,0.16,$9.10,0.07,$3.72,0.03,$1.55,0.01,$0.65,0.01,$0.28,0,$0.14,0,$0.08,0,$0.04,0
"$2,000",1.06%,"$1,176.83","$1,949.16",$23.16,0.03,$0.58,0.001,$127.25,0.795,$67.56,0.476,$21.87,0.221,$6.42,0.018,$0.15,0.002,$12.78,0.327,$57.75,1.001,$42.49,1.77,$35.63,0.346,$16.37,0.223,$3.35,0.035,$15.91,0.09,$0.01,0,$81.50,1.265,0.002,0,$89.16,4.589,$36.74,0.531,$4.76,0.035,$0.06,0.001,$0.72,0.015,$21.15,0.206,$2.42,0.004,$3.99,0.013,$0.03,0,$0.12,0.001,$1.12,0.016,$11.66,0.31,$14.46,0.413,$28.02,1.357,$6.35,0.338,$75.15,0.927,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$57.29,0.39,$23.92,0.17,$9.78,0.07,$4.09,0.03,$1.74,0.02,$0.76,0.01,$0.34,0,$0.18,0,$0.10,0,$0.06,0
"$2,100",0.99%,"$1,218.23","$2,049.80",$25.24,0.031,$0.61,0.001,$130.05,0.812,$70.22,0.494,$23.31,0.234,$7.12,0.02,$0.17,0.002,$13.64,0.348,$60.01,1.027,$44.14,1.823,$37.44,0.36,$17.12,0.232,$3.49,0.036,$16.82,0.09,$0.01,0,$84.27,1.301,0.002,0,$92.63,4.705,$38.76,0.544,$5.13,0.037,$0.06,0.001,$0.76,0.016,$22.55,0.218,$2.74,0.005,$4.37,0.015,$0.04,0,$0.13,0.001,$1.25,0.018,$12.39,0.33,$15.16,0.429,$28.97,1.394,$6.93,0.352,$77.34,0.95,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$59.25,0.4,$25.12,0.18,$10.44,0.08,$4.45,0.04,$1.94,0.02,$0.86,0.01,$0.40,0,$0.21,0,$0.12,0,$0.07,0
"$2,200",0.95%,"$1,258.65","$2,149.43",$27.33,0.033,$0.65,0.001,$132.64,0.828,$72.72,0.511,$24.73,0.247,$7.82,0.021,$0.18,0.002,$14.45,0.367,$62.32,1.051,$45.69,1.873,$39.30,0.374,$17.92,0.241,$3.64,0.038,$17.75,0.1,$0.01,0,$87.00,1.338,0.002,0,$96.08,4.817,$41.02,0.557,$5.54,0.039,$0.07,0.001,$0.81,0.016,$23.91,0.23,$3.07,0.005,$4.75,0.016,$0.04,0,$0.14,0.002,$1.37,0.02,$13.08,0.347,$15.75,0.442,$29.94,1.431,$7.55,0.365,$79.45,0.973,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$61.08,0.41,$26.26,0.19,$11.09,0.08,$4.81,0.04,$2.14,0.02,$0.97,0.01,$0.46,0.01,$0.25,0,$0.14,0,$0.08,0
"$2,300",0.88%,"$1,298.16","$2,249.52",$29.47,0.035,$0.68,0.001,$135.07,0.843,$75.14,0.527,$26.02,0.259,$8.63,0.023,$0.20,0.002,$15.33,0.388,$64.43,1.073,$47.23,1.921,$40.94,0.387,$18.58,0.249,$3.77,0.039,$18.59,0.1,$0.01,0,$89.58,1.37,0.002,0,$99.36,4.919,$43.22,0.569,$5.96,0.041,$0.08,0.001,$0.86,0.017,$25.16,0.242,$3.44,0.006,$5.20,0.017,$0.05,0.001,$0.15,0.002,$1.48,0.022,$13.85,0.366,$16.38,0.456,$30.84,1.465,$8.18,0.378,$81.40,0.992,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$62.84,0.42,$27.37,0.2,$11.76,0.09,$5.20,0.04,$2.37,0.02,$1.09,0.01,$0.53,0.01,$0.29,0,$0.16,0,$0.09,0
"$2,400",0.87%,"$1,336.80","$2,349.85",$31.69,0.036,$0.72,0.001,$137.48,0.858,$77.59,0.543,$27.43,0.272,$9.46,0.025,$0.21,0.002,$16.21,0.409,$66.62,1.095,$48.71,1.969,$42.68,0.4,$19.31,0.257,$3.89,0.04,$19.48,0.1,$0.01,0,$92.18,1.402,0.002,0,$102.54,5.016,$45.52,0.582,$6.39,0.042,$0.08,0.001,$0.89,0.018,$26.54,0.254,$3.81,0.007,$5.64,0.018,$0.05,0.001,$0.16,0.002,$1.64,0.024,$14.57,0.385,$16.99,0.471,$31.72,1.498,$8.86,0.391,$83.32,1.011,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$64.55,0.43,$28.46,0.2,$12.41,0.09,$5.58,0.04,$2.58,0.02,$1.21,0.01,$0.60,0.01,$0.33,0,$0.18,0,$0.10,0
"$2,500",0.84%,"$1,374.58","$2,449.77",$34.14,0.038,$0.79,0.001,$139.69,0.871,$79.99,0.558,$28.74,0.284,$10.27,0.027,$0.23,0.003,$17.02,0.428,$68.78,1.116,$50.17,2.013,$44.29,0.412,$19.98,0.265,$4.01,0.041,$20.30,0.11,$0.01,0,$94.88,1.435,0.002,0,$105.80,5.118,$47.94,0.593,$6.82,0.044,$0.08,0.001,$0.94,0.019,$27.79,0.265,$4.21,0.007,$6.06,0.019,$0.05,0.001,$0.18,0.002,$1.75,0.025,$15.27,0.402,$17.58,0.484,$32.59,1.529,$9.64,0.404,$85.24,1.031,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,$66.13,0.44,$29.44,0.21,$12.99,0.1,$5.91,0.05,$2.77,0.02,$1.32,0.01,$0.66,0.01,$0.37,0,$0.21,0,$0.12,0
"$2,600",0.79%,"$1,411.54","$2,549.72",$36.39,0.039,$0.83,0.001,$141.87,0.885,$82.18,0.572,$30.07,0.296,$11.08,0.028,$0.24,0.003,$17.96,0.45,$70.88,1.134,$51.46,2.052,$45.90,0.424,$20.64,0.273,$4.14,0.042,$21.12,0.11,$0.01,0,$97.40,1.465,0.002,0,$109.04,5.21,$50.32,0.605,$7.28,0.045,$0.08,0.001,$0.96,0.019,$29.11,0.277,$4.57,0.008,$6.51,0.021,$0.05,0.001,$0.19,0.002,$1.94,0.028,$16.03,0.422,$18.08,0.495,$33.37,1.557,$10.34,0.416,$87.05,1.05,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,$67.73,0.45,$30.48,0.22,$13.64,0.1,$6.30,0.05,$3.00,0.03,$1.47,0.01,$0.75,0.01,$0.42,0.01,$0.24,0,$0.14,0
