Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disorder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$5,400",0.30%,"$2,110.41","$5,348.79",$125.66,0.088,$4.28,0.002,$171.90,1.112,$111.75,0.775,$52.59,0.52,$32.63,0.069,$0.68,0.008,$36.89,0.959,$105.31,1.667,$74.83,3.154,$77.24,0.654,$42.84,0.46,$7.28,0.066,$27.12,0.13,$0.02,0,$195.58,2.12,0.007,0,$163.20,5.964,$103.25,0.718,$18.01,0.068,$0.38,0.002,$1.70,0.026,$50.89,0.495,$12.06,0.014,$20.58,0.055,$0.17,0.002,$0.51,0.006,$4.93,0.083,$31.95,0.876,$19.80,0.47,$55.03,2.684,$41.48,0.574,$154.10,1.546,0.002,0.003,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.006,$96.38,0.66,$52.44,0.38,$28.75,0.21,$16.18,0.13,$9.33,0.08,$5.50,0.05,$3.34,0.03,$2.11,0.02,$1.37,0.01,$0.90,0.01
"$5,500",0.29%,"$2,131.19","$5,448.17",$128.20,0.089,$4.47,0.002,$172.57,1.117,$112.87,0.783,$53.43,0.528,$33.35,0.07,$0.72,0.008,$37.46,0.971,$106.23,1.675,$75.51,3.174,$78.01,0.659,$43.20,0.464,$7.34,0.066,$27.47,0.13,$0.02,0,$198.06,2.137,0.007,0,$164.69,5.998,$105.46,0.725,$18.35,0.069,$0.39,0.002,$1.79,0.026,$51.64,0.502,$12.42,0.014,$20.93,0.056,$0.18,0.002,$0.54,0.006,$5.03,0.084,$32.43,0.887,$20.04,0.475,$55.47,2.7,$42.83,0.582,$155.23,1.555,0.002,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.006,$96.94,0.66,$52.87,0.38,$29.05,0.22,$16.39,0.13,$9.48,0.08,$5.60,0.05,$3.41,0.03,$2.16,0.02,$1.41,0.01,$0.93,0.01
"$5,600",0.28%,"$2,151.69","$5,548.99",$130.77,0.091,$4.71,0.002,$173.21,1.121,$113.85,0.789,$54.38,0.536,$33.98,0.071,$0.73,0.008,$38.01,0.985,$107.10,1.681,$76.11,3.19,$78.67,0.663,$43.49,0.467,$7.39,0.067,$27.79,0.13,$0.02,0,$200.44,2.152,0.007,0,$166.09,6.032,$107.63,0.731,$18.79,0.07,$0.40,0.002,$1.82,0.027,$52.56,0.51,$12.72,0.014,$21.26,0.057,$0.18,0.002,$0.55,0.006,$5.14,0.086,$32.88,0.899,$20.26,0.478,$55.84,2.712,$44.03,0.589,$156.40,1.563,0.002,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.006,$97.45,0.67,$53.24,0.38,$29.31,0.22,$16.57,0.13,$9.61,0.08,$5.69,0.05,$3.48,0.03,$2.21,0.02,$1.44,0.01,$0.95,0.01
"$5,700",0.29%,"$2,171.90","$5,649.83",$133.05,0.091,$4.89,0.002,$173.92,1.125,$115.00,0.796,$55.22,0.544,$34.80,0.073,$0.75,0.008,$38.70,1,$108.11,1.688,$76.78,3.207,$79.47,0.669,$43.84,0.471,$7.45,0.067,$28.19,0.13,$0.02,0,$202.98,2.17,0.007,0,$167.49,6.064,$109.74,0.736,$19.16,0.071,$0.43,0.002,$1.84,0.027,$53.38,0.517,$13.15,0.015,$21.65,0.058,$0.19,0.002,$0.55,0.006,$5.35,0.089,$33.34,0.911,$20.54,0.482,$56.24,2.725,$45.42,0.597,$157.56,1.572,0.002,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006,$98.01,0.67,$53.67,0.38,$29.61,0.22,$16.77,0.13,$9.74,0.08,$5.78,0.05,$3.54,0.03,$2.25,0.02,$1.47,0.01,$0.98,0.01
"$5,800",0.27%,"$2,191.84","$5,749.36",$135.29,0.092,$5.13,0.003,$174.57,1.129,$116.23,0.806,$55.98,0.55,$35.55,0.074,$0.76,0.009,$39.32,1.014,$109.04,1.694,$77.42,3.225,$80.18,0.674,$44.20,0.474,$7.50,0.068,$28.48,0.13,$0.02,0,$205.30,2.186,0.007,0,$168.89,6.098,$111.90,0.742,$19.57,0.072,$0.43,0.002,$1.89,0.027,$54.10,0.523,$13.58,0.015,$21.97,0.059,$0.20,0.002,$0.56,0.006,$5.47,0.09,$33.85,0.924,$20.75,0.486,$56.67,2.739,$46.69,0.605,$158.60,1.581,0.002,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,$98.55,0.67,$54.06,0.39,$29.88,0.22,$16.95,0.13,$9.87,0.08,$5.87,0.05,$3.59,0.03,$2.29,0.02,$1.49,0.01,$0.99,0.01
"$5,900",0.27%,"$2,211.51","$5,849.71",$137.75,0.094,$5.37,0.003,$175.25,1.134,$117.27,0.813,$56.70,0.556,$36.30,0.075,$0.77,0.009,$39.81,1.026,$109.96,1.701,$78.14,3.244,$80.85,0.679,$44.54,0.477,$7.55,0.068,$28.76,0.13,$0.02,0,$207.82,2.202,0.007,0,$170.32,6.13,$114.31,0.749,$19.93,0.073,$0.45,0.002,$1.91,0.027,$54.79,0.529,$13.99,0.016,$22.31,0.06,$0.20,0.002,$0.57,0.006,$5.56,0.092,$34.25,0.934,$21.04,0.491,$57.10,2.754,$48.16,0.613,$159.67,1.589,0.002,0.004,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,$99.12,0.68,$54.49,0.39,$30.19,0.22,$17.17,0.13,$10.03,0.08,$5.98,0.05,$3.67,0.03,$2.34,0.02,$1.53,0.02,$1.01,0.01
"$6,000",0.25%,"$2,230.92","$5,950.36",$140.03,0.095,$5.55,0.003,$175.82,1.138,$118.21,0.819,$57.42,0.563,$36.90,0.076,$0.78,0.009,$40.31,1.038,$110.72,1.707,$78.84,3.261,$81.53,0.683,$44.85,0.48,$7.60,0.068,$29.09,0.13,$0.02,0,$210.10,2.216,0.008,0,$171.71,6.16,$116.43,0.754,$20.35,0.074,$0.46,0.002,$1.94,0.028,$55.48,0.535,$14.31,0.016,$22.59,0.06,$0.21,0.002,$0.57,0.006,$5.65,0.093,$34.65,0.944,$21.27,0.495,$57.57,2.766,$49.46,0.62,$160.64,1.596,0.002,0.004,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,$99.59,0.68,$54.85,0.39,$30.44,0.23,$17.35,0.13,$10.15,0.08,$6.06,0.05,$3.73,0.03,$2.39,0.02,$1.56,0.02,$1.03,0.01
"$6,100",0.26%,"$2,250.07","$6,050.10",$142.38,0.096,$5.79,0.003,$176.42,1.142,$119.17,0.825,$58.24,0.571,$37.58,0.077,$0.81,0.009,$40.92,1.05,$111.50,1.713,$79.50,3.279,$82.16,0.687,$45.14,0.483,$7.66,0.069,$29.36,0.14,$0.02,0,$212.46,2.231,0.008,0,$173.16,6.194,$118.73,0.76,$20.75,0.075,$0.50,0.003,$1.98,0.028,$56.26,0.543,$14.69,0.016,$22.89,0.061,$0.21,0.002,$0.61,0.007,$5.79,0.095,$35.12,0.955,$21.50,0.499,$58.00,2.78,$50.78,0.627,$161.68,1.604,0.002,0.004,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.007,$100.09,0.69,$55.23,0.4,$30.72,0.23,$17.55,0.14,$10.29,0.08,$6.16,0.05,$3.80,0.03,$2.44,0.02,$1.60,0.02,$1.06,0.01
"$6,200",0.24%,"$2,268.98","$6,148.96",$144.44,0.096,$6.01,0.003,$177.04,1.146,$120.23,0.832,$58.97,0.578,$38.33,0.079,$0.83,0.009,$41.46,1.062,$112.34,1.719,$80.13,3.295,$82.82,0.692,$45.42,0.486,$7.70,0.069,$29.70,0.14,$0.02,0,$214.69,2.245,0.008,0,$174.45,6.222,$120.76,0.766,$21.13,0.076,$0.53,0.003,$2.01,0.029,$56.95,0.549,$15.15,0.016,$23.19,0.062,$0.21,0.003,$0.62,0.007,$5.90,0.096,$35.55,0.966,$21.76,0.503,$58.37,2.792,$52.10,0.635,$162.59,1.61,0.002,0.004,0.005,0.006,0.006,0.006,0.006,0.007,0.007,0.007,$100.60,0.69,$55.61,0.4,$31.00,0.23,$17.74,0.14,$10.43,0.08,$6.26,0.05,$3.87,0.03,$2.49,0.02,$1.64,0.02,$1.09,0.01
"$6,300",0.24%,"$2,287.65","$6,250.06",$146.62,0.097,$6.26,0.003,$177.63,1.15,$121.28,0.838,$59.80,0.585,$38.96,0.08,$0.85,0.009,$41.97,1.074,$113.26,1.726,$80.87,3.313,$83.47,0.696,$45.73,0.489,$7.75,0.07,$30.00,0.14,$0.02,0,$217.06,2.26,0.008,0,$175.64,6.251,$122.91,0.771,$21.55,0.077,$0.57,0.003,$2.09,0.029,$57.71,0.556,$15.49,0.017,$23.47,0.063,$0.22,0.003,$0.63,0.007,$6.04,0.098,$35.93,0.976,$22.03,0.507,$58.84,2.805,$53.53,0.642,$163.53,1.618,0.003,0.004,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,$101.08,0.69,$55.97,0.4,$31.24,0.23,$17.91,0.14,$10.54,0.08,$6.34,0.05,$3.93,0.03,$2.54,0.02,$1.68,0.02,$1.12,0.01
"$6,400",0.25%,"$2,306.08","$6,349.69",$149.02,0.098,$6.57,0.003,$178.19,1.153,$122.37,0.845,$60.58,0.592,$39.60,0.081,$0.85,0.009,$42.53,1.087,$114.13,1.731,$81.43,3.328,$84.08,0.7,$45.98,0.492,$7.79,0.07,$30.32,0.14,$0.02,0,$219.57,2.275,0.008,0,$177.05,6.283,$125.31,0.778,$21.98,0.078,$0.57,0.003,$2.16,0.03,$58.42,0.562,$15.85,0.017,$23.76,0.064,$0.22,0.003,$0.63,0.007,$6.18,0.101,$36.35,0.986,$22.21,0.511,$59.23,2.818,$54.98,0.65,$164.59,1.626,0.003,0.005,0.005,0.006,0.006,0.007,0.007,0.007,0.007,0.007,$101.54,0.69,$56.32,0.4,$31.51,0.23,$18.10,0.14,$10.67,0.08,$6.44,0.05,$4.00,0.03,$2.59,0.02,$1.71,0.02,$1.15,0.01
"$6,500",0.23%,"$2,324.26","$6,450.46",$151.28,0.099,$6.84,0.003,$178.70,1.157,$123.27,0.851,$61.36,0.599,$40.17,0.082,$0.87,0.01,$42.95,1.097,$114.90,1.737,$82.03,3.343,$84.68,0.704,$46.26,0.494,$7.83,0.07,$30.60,0.14,$0.02,0,$222.01,2.289,0.008,0,$178.36,6.313,$127.75,0.784,$22.45,0.079,$0.59,0.003,$2.20,0.031,$59.16,0.568,$16.12,0.017,$24.05,0.064,$0.22,0.003,$0.65,0.007,$6.27,0.102,$36.68,0.995,$22.44,0.514,$59.59,2.829,$56.49,0.657,$165.52,1.633,0.003,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,$101.96,0.7,$56.63,0.4,$31.72,0.24,$18.25,0.14,$10.78,0.09,$6.51,0.05,$4.05,0.04,$2.63,0.02,$1.74,0.02,$1.17,0.01
"$6,600",0.22%,"$2,342.22","$6,548.95",$153.59,0.1,$7.06,0.003,$179.22,1.16,$124.13,0.857,$62.00,0.604,$40.90,0.083,$0.89,0.01,$43.44,1.107,$115.67,1.742,$82.58,3.357,$85.29,0.708,$46.52,0.497,$7.87,0.07,$30.91,0.14,$0.02,0,$224.22,2.303,0.009,0,$179.64,6.342,$130.05,0.789,$22.86,0.08,$0.61,0.003,$2.22,0.031,$59.78,0.574,$16.53,0.018,$24.36,0.065,$0.23,0.003,$0.66,0.007,$6.40,0.104,$37.04,1.003,$22.65,0.517,$59.93,2.84,$57.82,0.664,$166.40,1.639,0.003,0.005,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,$102.39,0.7,$56.95,0.41,$31.96,0.24,$18.42,0.14,$10.90,0.09,$6.60,0.05,$4.12,0.04,$2.67,0.02,$1.77,0.02,$1.19,0.01
"$6,700",0.22%,"$2,359.95","$6,648.88",$155.91,0.101,$7.35,0.003,$179.76,1.164,$124.99,0.862,$62.77,0.611,$41.49,0.084,$0.90,0.01,$43.90,1.117,$116.44,1.747,$83.17,3.371,$85.89,0.712,$46.79,0.5,$7.90,0.071,$31.20,0.14,$0.02,0,$226.59,2.318,0.009,0,$181.03,6.371,$132.24,0.795,$23.33,0.081,$0.63,0.003,$2.25,0.031,$60.52,0.58,$16.83,0.018,$24.66,0.066,$0.24,0.003,$0.66,0.007,$6.49,0.105,$37.42,1.012,$22.86,0.521,$60.30,2.85,$59.33,0.672,$167.27,1.647,0.003,0.005,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.008,$102.83,0.7,$57.29,0.41,$32.20,0.24,$18.59,0.14,$11.02,0.09,$6.68,0.06,$4.18,0.04,$2.72,0.02,$1.81,0.02,$1.22,0.01
"$6,800",0.21%,"$2,377.46","$6,749.37",$158.19,0.102,$7.73,0.003,$180.22,1.167,$125.86,0.868,$63.37,0.617,$42.20,0.085,$0.94,0.01,$44.29,1.126,$117.09,1.752,$83.73,3.386,$86.41,0.716,$47.03,0.502,$7.93,0.071,$31.45,0.14,$0.02,0,$228.82,2.332,0.009,0,$182.14,6.397,$134.47,0.8,$23.62,0.081,$0.63,0.003,$2.30,0.031,$61.07,0.585,$17.27,0.018,$24.93,0.067,$0.24,0.003,$0.70,0.007,$6.57,0.106,$37.73,1.02,$23.09,0.525,$60.64,2.861,$60.71,0.678,$168.11,1.653,0.003,0.005,0.006,0.007,0.007,0.007,0.007,0.008,0.008,0.008,$103.22,0.71,$57.57,0.41,$32.39,0.24,$18.72,0.14,$11.11,0.09,$6.75,0.06,$4.23,0.04,$2.76,0.03,$1.83,0.02,$1.24,0.01
"$6,900",0.20%,"$2,394.78","$6,850.37",$160.36,0.103,$8.09,0.003,$180.65,1.169,$126.67,0.873,$63.93,0.622,$42.78,0.086,$0.95,0.01,$44.78,1.137,$117.82,1.757,$84.29,3.4,$86.96,0.719,$47.25,0.505,$7.96,0.071,$31.74,0.14,$0.04,0,$231.04,2.345,0.009,0,$183.15,6.42,$136.67,0.805,$24.03,0.082,$0.65,0.003,$2.32,0.032,$61.61,0.59,$17.60,0.019,$25.18,0.067,$0.25,0.003,$0.70,0.007,$6.64,0.107,$38.14,1.03,$23.31,0.528,$60.98,2.872,$62.07,0.685,$168.97,1.66,0.003,0.005,0.006,0.007,0.007,0.007,0.008,0.008,0.008,0.008,$103.56,0.71,$57.82,0.41,$32.58,0.24,$18.85,0.14,$11.21,0.09,$6.81,0.06,$4.27,0.04,$2.78,0.03,$1.85,0.02,$1.25,0.01
"$7,000",0.21%,"$2,411.89","$6,949.89",$162.44,0.104,$8.43,0.003,$181.14,1.173,$127.53,0.879,$64.59,0.627,$43.53,0.087,$0.99,0.011,$45.23,1.147,$118.48,1.762,$84.82,3.413,$87.57,0.723,$47.50,0.507,$8.01,0.072,$32.07,0.14,$0.04,0,$233.21,2.358,0.009,0,$184.45,6.45,$138.97,0.811,$24.51,0.083,$0.66,0.003,$2.40,0.032,$62.19,0.595,$18.01,0.019,$25.52,0.068,$0.25,0.003,$0.73,0.008,$6.74,0.109,$38.49,1.038,$23.49,0.531,$61.33,2.882,$63.47,0.692,$169.74,1.666,0.003,0.005,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.008,$103.97,0.71,$58.12,0.41,$32.79,0.24,$18.99,0.15,$11.29,0.09,$6.86,0.06,$4.30,0.04,$2.81,0.03,$1.87,0.02,$1.26,0.01
"$7,100",0.20%,"$2,428.79","$7,050.28",$164.69,0.104,$8.78,0.004,$181.66,1.176,$128.47,0.884,$65.26,0.633,$44.14,0.088,$1.00,0.011,$45.65,1.156,$119.15,1.767,$85.36,3.427,$88.18,0.727,$47.77,0.51,$8.05,0.072,$32.36,0.15,$0.04,0,$235.46,2.37,0.01,0,$185.57,6.477,$141.25,0.816,$24.90,0.084,$0.67,0.003,$2.43,0.032,$62.83,0.6,$18.37,0.019,$25.77,0.069,$0.26,0.003,$0.74,0.008,$6.84,0.11,$38.81,1.046,$23.69,0.535,$61.67,2.893,$64.89,0.699,$170.57,1.671,0.003,0.005,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.008,$104.40,0.71,$58.43,0.42,$33.00,0.24,$19.13,0.15,$11.38,0.09,$6.93,0.06,$4.35,0.04,$2.84,0.03,$1.89,0.02,$1.27,0.01
"$7,200",0.20%,"$2,445.50","$7,150.17",$166.71,0.105,$9.09,0.004,$182.15,1.179,$129.33,0.89,$65.94,0.638,$44.62,0.089,$1.03,0.011,$46.11,1.166,$119.83,1.772,$85.89,3.44,$88.77,0.731,$48.02,0.512,$8.09,0.072,$32.66,0.15,$0.04,0,$237.90,2.384,0.01,0,$186.69,6.502,$143.50,0.822,$25.25,0.084,$0.67,0.003,$2.47,0.033,$63.47,0.606,$18.62,0.019,$25.99,0.069,$0.27,0.003,$0.75,0.008,$6.98,0.112,$39.14,1.054,$23.92,0.538,$61.97,2.902,$66.41,0.706,$171.49,1.678,0.003,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.009,$104.79,0.72,$58.73,0.42,$33.20,0.25,$19.27,0.15,$11.48,0.09,$6.99,0.06,$4.39,0.04,$2.86,0.03,$1.91,0.02,$1.29,0.01
"$7,300",0.20%,"$2,462.00","$7,250.03",$169.07,0.106,$9.46,0.004,$182.61,1.182,$130.20,0.895,$66.61,0.644,$45.16,0.09,$1.03,0.011,$46.50,1.174,$120.53,1.777,$86.48,3.454,$89.28,0.734,$48.26,0.514,$8.13,0.072,$32.89,0.15,$0.04,0,$240.24,2.397,0.01,0,$187.80,6.527,$145.70,0.826,$25.73,0.085,$0.72,0.003,$2.53,0.033,$64.08,0.61,$18.94,0.02,$26.21,0.07,$0.27,0.003,$0.75,0.008,$7.09,0.113,$39.41,1.061,$24.17,0.542,$62.31,2.912,$67.96,0.713,$172.28,1.684,0.003,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.009,0.009,$105.18,0.72,$59.01,0.42,$33.40,0.25,$19.40,0.15,$11.56,0.09,$7.04,0.06,$4.42,0.04,$2.89,0.03,$1.92,0.02,$1.30,0.01
"$7,400",0.19%,"$2,478.32","$7,348.99",$171.18,0.107,$9.74,0.004,$183.08,1.185,$130.98,0.9,$67.24,0.65,$45.77,0.091,$1.05,0.011,$46.93,1.184,$121.23,1.781,$87.06,3.467,$89.87,0.738,$48.50,0.517,$8.17,0.073,$33.20,0.15,$0.04,0,$242.46,2.409,0.01,0,$188.91,6.551,$147.69,0.831,$26.10,0.086,$0.74,0.003,$2.60,0.034,$64.65,0.616,$19.31,0.02,$26.46,0.071,$0.27,0.003,$0.78,0.008,$7.18,0.114,$39.75,1.069,$24.42,0.546,$62.64,2.922,$69.48,0.72,$172.97,1.689,0.003,0.006,0.007,0.008,0.008,0.008,0.008,0.009,0.009,0.009,$105.56,0.72,$59.31,0.42,$33.61,0.25,$19.55,0.15,$11.67,0.09,$7.12,0.06,$4.48,0.04,$2.93,0.03,$1.95,0.02,$1.32,0.01
"$7,500",0.18%,"$2,494.45","$7,449.67",$173.28,0.108,$10.05,0.004,$183.51,1.188,$131.70,0.905,$67.82,0.655,$46.37,0.092,$1.11,0.012,$47.35,1.193,$121.84,1.786,$87.56,3.479,$90.38,0.741,$48.72,0.519,$8.21,0.073,$33.46,0.15,$0.04,0,$244.53,2.42,0.01,0,$189.93,6.574,$149.76,0.836,$26.58,0.087,$0.77,0.003,$2.63,0.035,$65.19,0.62,$19.58,0.02,$26.79,0.071,$0.29,0.003,$0.82,0.008,$7.29,0.116,$40.06,1.077,$24.60,0.548,$62.97,2.931,$70.80,0.726,$173.73,1.695,0.003,0.006,0.007,0.008,0.008,0.008,0.009,0.009,0.009,0.009,$105.92,0.72,$59.58,0.42,$33.80,0.25,$19.69,0.15,$11.76,0.09,$7.18,0.06,$4.52,0.04,$2.96,0.03,$1.98,0.02,$1.34,0.01
"$7,600",0.18%,"$2,510.40","$7,550.38",$175.11,0.108,$10.36,0.004,$183.95,1.191,$132.62,0.911,$68.34,0.659,$47.00,0.093,$1.12,0.012,$47.85,1.202,$122.49,1.79,$88.21,3.493,$90.94,0.744,$48.96,0.521,$8.23,0.073,$33.76,0.15,$0.04,0,$246.76,2.433,0.01,0,$191.04,6.598,$152.06,0.841,$27.03,0.088,$0.78,0.003,$2.67,0.035,$65.66,0.624,$20.01,0.021,$27.00,0.072,$0.29,0.003,$0.83,0.009,$7.41,0.117,$40.44,1.085,$24.83,0.551,$63.37,2.942,$72.19,0.732,$174.57,1.701,0.003,0.006,0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,$106.28,0.73,$59.85,0.43,$34.00,0.25,$19.83,0.15,$11.87,0.09,$7.26,0.06,$4.59,0.04,$3.01,0.03,$2.02,0.02,$1.38,0.01
"$7,700",0.18%,"$2,526.17","$7,651.32",$177.30,0.109,$10.71,0.004,$184.40,1.193,$133.46,0.916,$69.01,0.665,$47.67,0.094,$1.13,0.012,$48.33,1.213,$123.01,1.794,$88.70,3.506,$91.48,0.748,$49.21,0.524,$8.27,0.074,$34.00,0.15,$0.05,0,$248.92,2.445,0.011,0,$192.21,6.623,$154.45,0.846,$27.25,0.088,$0.81,0.003,$2.72,0.036,$66.28,0.629,$20.40,0.021,$27.26,0.073,$0.30,0.003,$0.84,0.009,$7.54,0.119,$40.79,1.094,$25.04,0.554,$63.66,2.952,$73.59,0.739,$175.33,1.706,0.003,0.006,0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,$106.66,0.73,$60.14,0.43,$34.21,0.25,$19.98,0.15,$11.97,0.09,$7.33,0.06,$4.63,0.04,$3.05,0.03,$2.05,0.02,$1.40,0.01
"$7,800",0.17%,"$2,541.77","$7,750.18",$179.06,0.11,$11.08,0.004,$184.81,1.196,$134.26,0.921,$69.65,0.67,$48.26,0.095,$1.13,0.012,$48.61,1.218,$123.58,1.798,$89.24,3.518,$91.96,0.751,$49.44,0.526,$8.29,0.074,$34.23,0.15,$0.05,0,$251.17,2.456,0.011,0,$193.08,6.646,$156.73,0.851,$27.51,0.089,$0.82,0.003,$2.77,0.036,$66.88,0.634,$20.71,0.021,$27.55,0.073,$0.30,0.003,$0.84,0.009,$7.62,0.12,$41.00,1.098,$25.23,0.557,$64.01,2.961,$75.10,0.745,$176.07,1.712,0.004,0.006,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.01,$107.01,0.73,$60.41,0.43,$34.42,0.25,$20.13,0.15,$12.07,0.1,$7.41,0.06,$4.69,0.04,$3.09,0.03,$2.07,0.02,$1.42,0.01
"$7,900",0.17%,"$2,557.19","$7,849.75",$181.00,0.111,$11.36,0.004,$185.22,1.199,$135.05,0.926,$70.24,0.676,$48.83,0.095,$1.16,0.012,$48.97,1.226,$124.07,1.802,$89.71,3.53,$92.61,0.755,$49.69,0.529,$8.34,0.074,$34.58,0.15,$0.05,0,$253.47,2.468,0.011,0,$194.15,6.669,$158.72,0.855,$27.88,0.09,$0.87,0.003,$2.81,0.036,$67.43,0.64,$21.08,0.021,$27.74,0.074,$0.31,0.003,$0.85,0.009,$7.70,0.121,$41.27,1.105,$25.39,0.56,$64.32,2.97,$76.62,0.751,$176.85,1.717,0.004,0.006,0.008,0.008,0.009,0.009,0.009,0.009,0.01,0.01,$107.34,0.73,$60.67,0.43,$34.60,0.26,$20.25,0.15,$12.16,0.1,$7.47,0.06,$4.73,0.04,$3.12,0.03,$2.10,0.02,$1.44,0.01
"$8,000",0.16%,"$2,572.45","$7,950.08",$182.82,0.111,$11.70,0.004,$185.58,1.201,$135.81,0.931,$70.78,0.681,$49.26,0.096,$1.23,0.013,$49.46,1.236,$124.53,1.806,$90.18,3.54,$93.07,0.758,$49.88,0.531,$8.37,0.074,$34.82,0.15,$0.05,0,$255.99,2.481,0.011,0,$195.19,6.691,$160.87,0.86,$28.17,0.09,$0.88,0.003,$2.85,0.037,$67.93,0.644,$21.34,0.022,$27.92,0.075,$0.37,0.004,$0.86,0.009,$7.84,0.123,$41.62,1.114,$25.59,0.562,$64.59,2.978,$78.36,0.758,$177.64,1.722,0.004,0.007,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.01,$107.64,0.73,$60.88,0.43,$34.75,0.26,$20.35,0.16,$12.23,0.1,$7.52,0.06,$4.77,0.04,$3.15,0.03,$2.12,0.02,$1.45,0.01
"$8,100",0.16%,"$2,587.55","$8,047.51",$184.62,0.112,$12.04,0.004,$185.96,1.204,$136.48,0.935,$71.36,0.686,$49.84,0.097,$1.24,0.013,$49.89,1.246,$125.05,1.81,$90.62,3.552,$93.59,0.761,$50.12,0.533,$8.40,0.074,$35.08,0.15,$0.05,0,$258.18,2.493,0.011,0,$196.20,6.715,$163.05,0.865,$28.49,0.091,$0.91,0.003,$2.87,0.037,$68.49,0.649,$21.70,0.022,$28.15,0.075,$0.37,0.004,$0.87,0.009,$7.92,0.124,$41.97,1.122,$25.78,0.565,$64.84,2.986,$79.82,0.764,$178.36,1.728,0.004,0.007,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.01,$107.94,0.74,$61.11,0.43,$34.91,0.26,$20.46,0.16,$12.30,0.1,$7.57,0.06,$4.80,0.04,$3.17,0.03,$2.14,0.02,$1.46,0.01
